district,48,47,12
East Garo Hills,77,77,15
East Jaintia Hills,113,111,28
East Khasi Hills,858,295,191
Eastern West Khasi Hills,48,47,12
North Garo Hills,90,90,13
Ri Bhoi,151,144,47
South Garo Hills,60,60,9
South West Garo Hills,202,202,15
South West Khasi Hills,49,49,10
West Garo Hills,632,625,46
West Jaintia Hills,124,120,45
West Khasi Hills,109,106,17
