district,32,30,12
East Garo Hills,44,44,14
East Jaintia Hills,88,83,27
East Khasi Hills,171,154,186
Eastern West Khasi Hills,32,30,12
North Garo Hills,67,59,10
Ri Bhoi,93,82,48
South Garo Hills,37,37,7
South West Garo Hills,66,66,13
South West Khasi Hills,12,12,7
West Garo Hills,388,350,44
West Jaintia Hills,75,68,42
West Khasi Hills,81,78,16
