42,Bankwise POSITION OF NPA UNDER GOVT. SPONSORED SCHEMES Report,65-66
43,District wise POSITION OF NPA UNDER GOVT. SPONSORED SCHEMES report,67-68
44,Bankwise Progress under KISAN CREDIT CARD Report of Meghalaya,69-70
45,District wise progress under KCC report of Meghalaya,71
46,Bankwise KCC Crop report of Meghalaya in the FY 2024-25,72-73
47,Districtwise KCC Crop report of Meghalaya in the FY 2024-25,74-75
48,Bankwise Progress under EDUCATION LOAN Report of Meghalaya,76
49,Districtwise Progress under EDUCATION LOAN report of Meghalaya,77
50,Bankwise Progress under SHG Report of Meghalaya,78-79
51,District wise SHG report of Meghalaya,80
52,Bankwise Progress under JLG Report of Meghalaya,81
53,District-wise progress under JLG report of Meghalaya,82
54,Segregation of Advances in Meghalaya,83
55,Bankwise Progress under PRADHAN MANTRI MUDRA TOTAL O/S & NPA Report,84-85
56,District wise PMMY Outstandings-NPA report of Meghalaya,86
57,Bankwise Progress under Loans disbursement to MINORITY COMMUNITIES Report,87-88
58,District wise Loans Disbursement to MINORITY COMMUNITIES report of Meghalaya,89
59,Bankwise Progress under Loans outstanding to MINORITY COMMUNITIES Report,90-91
60,District wise Loans Outstandings to MINORITY COMMUNITIES report of Meghalaya,92
61,Bankwise Progress under Finance to SC/ST Report of Meghalaya,93
62,Districtwise Progress under Finance to SC/ST Report of Meghalaya,94
63,Bankwise Progress under finance to WOMEN Report of Meghalaya,95
64,District wise progress under Finance to WOMEN Report of Meghalaya,96
65,Bankwise Progress under PMJDY Report of Meghalaya,97
66,District wise progress under PMJDY report of Meghalaya,98
67,Bankwise Progress under PMMY -Disbursement Report of Meghalaya,99
68,District wise PMMY Disbursements report of Meghalaya,100
69,Bankwise Progress under SUI Report of Meghalaya,101-102
70,District wise SUI report of Meghalaya,103
71,Bankwise Progress under SOCIAL SECURITY SCHEME Report of Meghalaya,104
72,District wise progress under SOCIAL SECURITY SCHEME report of Meghalaya,105
73,Bankwise Progress under AADHAAR Authentication Report of Meghalaya,106
74,District wise progress under AADHAAR Authentication report of Meghalaya,107
75,Bankwise Progress under Investment Credit Under Agriculture-Disbursement Report,108-109
76,District wise Investment Credit Under Agriculture-Disbursement report of Meghalaya,110
77,Bankwise Progress under Investment Credit Under Agriculture-Outstanding Report,111-112
78,District wise Investment Credit Under Agriculture-Outstanding report of Meghalaya,113
79,Bankwise Progress under FI & KCC Report of Meghalaya,114
80,District wise progress under FI & KCC report of Meghalaya,115
81,Bankwise Progress under DIGITAL TRANSACTION Report of Meghalaya,116-117
82,District wise progress under DIGITAL TRANSACTION report of Meghalaya,118
1,BOB,670
2,BOI,0
3,BOM,0
4,CAN,1127
5,CBI,198
6,IND,95
7,IOB,14
8,PNB,4216
9,PSB,0
10,SBI,53007
11,UCO,172
12,UNI,431
Pub,Total,59930
1,AXIS,6123
2,BAND,714
3,FED,28
4,HDFC,2870
5,ICICI,263
6,IDBI,0
7,IDFC,0
8,INDUS,0
9,KMB,0
10,SIB,0
11,YES,0
Priv,Total,9998
1,ESAF,2
2,JSF,0
3,SSFB,0
4,UJJIVAN,18
Small FB,Total,20
1,MLRB,55778
RRB,Total,55778
1,JUCB,0
2,MCAB,34589
3,SCUB,0
4,TCUB,0
Grand,Total,160315
8.68,484,202.53
0,0,0
0,0,0
60.59,959,486.65
195.21,1,0.09
0,9,1.59
5.06,7,4.68
0,820,357.16
0,45,54.71
520.96,21804,12937.41
0,14,5.15
48.99,366,137.52
839.49,24509,14187.49
0,1465,313.84
0,3555,798.66
0,0,0
23.53,4211,1093.03
0,0,0
0,0,0
0,0,0
0,655,4350.21
0,0,0
0,0,0
0,0,0
23.53,9886,6555.74
0,0,0
0,0,0
0,0,0
0,229,80.86
0,229,80.86
11998.25,2943,1198.37
11998.25,2943,1198.37
0,228,107.4
3571.75,1734,432.48
0,1892,634.48
0,0,0
16433.02,41421,23196.82
