F7,West Jaintia Hills,MRB,117,43,1,28,45,0,74,0,117
F8,West Jaintia Hills,PNB (e-UBI),12,6,0,6,0,0,6,0,12
F9,West Jaintia Hills,SBI,88,12,0,0,76,0,76,0,88
F10,West Jaintia Hills,UCO,9,4,0,5,0,0,5,0,9
,,Total F,306,95,2,64,145,0,211,0,306
G1,East Khasi Hills,BOB (e-Vij),24,10,0,13,1,0,14,0,24
G2,East Khasi Hills,CBI,16,14,0,2,0,0,2,0,16
G3,East Khasi Hills,HDFC,21,0,0,0,21,0,21,0,21
G4,East Khasi Hills,MCAB,15,10,0,5,0,0,5,0,15
G5,East Khasi Hills,MRB,398,86,3,128,181,0,312,0,398
G6,East Khasi Hills,PNB (e-UBI),40,22,1,17,0,0,18,0,40
G7,East Khasi Hills,SBI,246,169,0,77,0,0,77,0,246
G8,East Khasi Hills,CAN (e-SYN),6,5,0,0,0,1,1,0,6
G9,East Khasi Hills,UCO,149,10,2,137,0,0,139,0,149
G10,East Khasi Hills,UNI,8,8,0,0,0,0,0,0,8
,,Total G,923,334,6,379,203,1,589,0,923
H1,Ribhoi,CAN(e-SYN),37,3,7,12,0,15,34,0,37
H2,Ribhoi,CBI,11,11,0,0,0,0,0,,11
H3,Ribhoi,Union (e-COR),7,7,0,0,0,0,0,0,7
H4,Ribhoi,HDFC,74,1,2,57,0,14,73,0,74
H5,Ribhoi,ICICI,22,0,0,22,0,0,22,0,22
H6,Ribhoi,IND,10,0,0,10,0,0,10,0,10
H7,Ribhoi,MCAB,11,8,0,3,0,0,3,0,11
H8,Ribhoi,MRB,112,28,1,41,42,,84,,112
H9,Ribhoi,SBI,217,40,0,11,166,0,177,0,217
H10,Ribhoi,PNB (e-UBI),78,48,0,30,0,0,30,0,78
,,Total H,579,146,10,186,208,29,433,0,579
I1,South West Garo Hills,MCAB,17,17,0,0,0,0,0,0,17
I2,South West Garo Hills,MRB,34,5,0,7,22,0,29,0,34
I3,South West Garo Hills,SBI,493,46,0,385,62,0,447,0,493
,,Total I,544,68,0,392,84,0,476,0,544
J1,South West Khasi Hills,MRB,117,49,1,22,45,0,68,0,117
J2,South West Khasi Hills,SBI,178,26,0,152,0,0,152,0,178
,,Total J,295,75,1,174,45,0,220,0,295
K1,North Garo Hills,MCAB,18,9,0,9,0,0,9,0,18
K2,North Garo Hills,MRB,16,16,0,0,0,0,0,0,16
K3,North Garo Hills,SBI,333,39,0,0,294,0,294,0,333
K4,North Garo Hills,PNB(e-UBI),135,34,0,101,0,0,101,0,135
,,Total K,502,98,0,110,294,0,404,0,502
Meghalaya Total (A to K),,,6459,1619,151,2588,2042,59,4840,0,6459
