district,30,27,12
East Garo Hills,62,38,15
East Jaintia Hills,96,62,28
East Khasi Hills,768,166,186
Eastern West Khasi Hills,30,27,12
North Garo Hills,65,54,13
Ri Bhoi,120,85,48
South Garo Hills,46,44,9
South West Garo Hills,177,92,14
South West Khasi Hills,35,29,9
West Garo Hills,579,306,45
West Jaintia Hills,90,70,45
West Khasi Hills,92,75,18
