lgd,state,district,rwi_mean,rwi_spread,nl_2023,nl_2012,elev_mean,elev_range,nfhs4_ins,nfhs5_ins,irrig_pct,rbi_total,rbi_bc,rbi_branch,rbi_rural,cap_total,nrlm_shg,pmgsy_roads,cdr_latest,deposit_latest,advance_latest,pmjdy_total,pmjdy_zerobal,pmjdy_rural,pmjdy_rupay,pmjdy_female,kcc_total,digi_cov_pct
464,The Dadra and Nagar Haveli and Daman and Diu,Diu,,,,,,,36.6,64.0,,76.0,44.0,14.0,39.0,17.0,77.0,,,,,,,,,,,
465,The Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,,,,,,,30.8,58.8,,1024.0,793.0,66.0,637.0,92.0,1356.0,,,,,,,,,,,
466,Maharashtra,Ahmednagar,-0.115,2.562,1.3576,0.4752,612.3,1296.0,10.0,12.0,65.1,8398.0,7281.0,481.0,5421.0,815.0,29135.0,263.0,87.64,5100600.0,4470200.0,1742174.0,,,1303826.0,,599998.0,
467,Maharashtra,Akola,-0.156,2.516,0.9253,0.4166,313.9,707.0,16.1,40.1,89.5,2677.0,2267.0,181.0,1649.0,384.0,12675.0,186.0,75.29,1766800.0,1330200.0,661744.0,,,438504.0,,166363.0,
468,Maharashtra,Amravati,-0.204,2.714,0.7377,0.3352,414.9,928.0,24.3,31.9,84.8,6573.0,5857.0,306.0,3097.0,444.0,20633.0,183.0,81.42,2793400.0,2274400.0,960271.0,,,678723.0,,256633.0,
469,Maharashtra,Aurangabad,-0.157,2.575,1.2211,0.4698,571.8,679.0,9.5,12.4,83.2,7720.0,6609.0,391.0,4536.0,1380.0,17827.0,228.0,90.25,5901200.0,5326100.0,,,,,,336406.0,
470,Maharashtra,Beed,-0.212,2.598,0.8869,0.3561,580.9,535.0,,,82.3,,,,,163.0,17772.0,304.0,87.38,1678400.0,1466700.0,1287999.0,,,841086.0,,269768.0,
471,Maharashtra,Bhandara,-0.149,2.645,0.6576,0.2589,270.5,334.0,16.1,30.0,45.4,2339.0,2055.0,134.0,1816.0,132.0,14081.0,166.0,47.24,1102000.0,520600.0,527884.0,,,398328.0,,135779.0,
472,Maharashtra,Buldhana,-0.191,2.334,0.7123,0.2446,449.8,741.0,,,90.4,6090.0,5623.0,230.0,4524.0,337.0,23184.0,144.0,90.31,1776200.0,1604100.0,956425.0,,,717751.0,,234344.0,
473,Maharashtra,Chandrapur,-0.254,2.543,0.6723,0.3475,232.3,489.0,11.3,28.9,72.0,3842.0,3305.0,234.0,2736.0,340.0,19788.0,224.0,48.32,2711200.0,1310000.0,709194.0,,,506336.0,,39545.0,
474,Maharashtra,Dhule,-0.164,2.312,0.6691,0.2523,348.8,1147.0,22.7,19.8,85.9,3141.0,2770.0,161.0,2149.0,273.0,14091.0,189.0,85.59,1462600.0,1251800.0,891045.0,,,622136.0,,122339.0,
475,Maharashtra,Gadchiroli,-0.434,2.97,0.1948,0.0652,252.4,864.0,19.6,33.3,59.4,1603.0,1433.0,82.0,1240.0,9.0,15458.0,226.0,37.17,909800.0,338100.0,347788.0,,,252031.0,,45142.0,
476,Maharashtra,Gondia,-0.152,2.555,0.4983,0.2795,317.7,502.0,,,46.5,2550.0,2309.0,128.0,1753.0,90.0,18185.0,260.0,66.42,948200.0,629800.0,688977.0,,,467357.0,,120908.0,
477,Maharashtra,Hingoli,-0.284,2.078,0.7307,0.2377,459.6,244.0,14.4,14.7,88.9,3113.0,2959.0,84.0,2329.0,45.0,10358.0,212.0,95.57,557600.0,532900.0,665383.0,,,416971.0,,138346.0,
478,Maharashtra,Jalgaon,-0.144,2.615,0.7538,0.3411,282.7,953.0,11.5,11.9,83.1,7280.0,6388.0,411.0,4582.0,874.0,29931.0,235.0,78.37,3572600.0,2799800.0,1631517.0,,,1163465.0,,318028.0,
479,Maharashtra,Jalna,-0.218,2.229,0.8312,0.324,511.2,343.0,11.2,9.7,86.9,5133.0,4858.0,136.0,3780.0,1937.0,15454.0,235.0,126.96,1012000.0,1284800.0,864097.0,,,512065.0,,238898.0,
480,Maharashtra,Kolhapur,-0.005,3.003,0.796,0.3308,664.8,919.0,10.1,16.5,74.8,6713.0,5466.0,495.0,3302.0,1308.0,27426.0,191.0,91.2,5419600.0,4942700.0,1485820.0,,,1086411.0,,327098.0,
481,Maharashtra,Latur,-0.152,2.455,0.9025,0.2426,595.7,324.0,19.7,33.6,91.5,3999.0,3566.0,211.0,2177.0,220.0,19680.0,216.0,106.49,2068900.0,2203200.0,963893.0,,,684433.0,,317909.0,
482,Maharashtra,Mumbai,1.145,1.695,47.1229,35.2507,9.1,100.0,14.7,30.7,,10495.0,7244.0,978.0,0.0,4167.0,,,143.41,179101300.0,256848500.0,1051837.0,,,865336.0,,128476.0,
483,Maharashtra,Mumbai Suburban,0.974,2.461,27.9683,20.6389,32.0,502.0,12.4,20.2,,7654.0,3139.0,1576.0,0.0,15310.0,,,62.82,104246600.0,65483600.0,,,,,,,
484,Maharashtra,Nagpur,-0.087,2.51,1.6891,1.0163,336.6,440.0,18.0,25.6,74.0,8066.0,5740.0,850.0,3163.0,2799.0,19198.0,214.0,65.61,14772000.0,9692400.0,1461683.0,,,1158478.0,,191435.0,
485,Maharashtra,Nanded,-0.241,2.557,0.7856,0.3027,404.2,434.0,18.9,15.7,91.5,9021.0,8499.0,246.0,6051.0,255.0,19456.0,176.0,100.57,2010400.0,2021800.0,1535271.0,,,1042342.0,,297822.0,
486,Maharashtra,Nandurbar,-0.177,2.455,0.569,0.2476,315.8,1236.0,12.5,15.3,85.8,2704.0,2488.0,94.0,1870.0,92.0,17992.0,234.0,79.93,713200.0,570100.0,809203.0,,,600028.0,,67074.0,
487,Maharashtra,Nashik,-0.07,2.37,1.3511,0.5838,597.3,1490.0,12.3,14.7,71.6,,,,,2758.0,30249.0,344.0,87.55,9836700.0,8612400.0,2436540.0,,,1620556.0,,271858.0,
488,Maharashtra,Osmanabad,-0.237,2.713,0.7622,0.2299,612.9,347.0,6.8,14.8,86.9,5005.0,4755.0,136.0,3954.0,64.0,14514.0,140.0,83.73,1186600.0,993600.0,,,,,,129011.0,
489,Maharashtra,Parbhani,-0.218,1.751,0.763,0.3428,419.1,257.0,10.3,10.5,90.1,3696.0,3453.0,123.0,2485.0,122.0,11581.0,146.0,114.21,979700.0,1119000.0,920028.0,,,561411.0,,279585.0,
490,Maharashtra,Pune,0.069,2.853,3.0354,1.2934,656.5,1364.0,21.4,14.4,65.6,18502.0,12353.0,1993.0,7862.0,8987.0,26450.0,355.0,87.19,61876800.0,53949200.0,2123896.0,,,1511534.0,,116053.0,
491,Maharashtra,Raigad,-0.022,2.534,2.0282,0.9669,132.7,1426.0,,,90.9,5656.0,4263.0,550.0,4171.0,1373.0,19280.0,146.0,87.69,7893200.0,6921500.0,683764.0,,,467804.0,,38455.0,
492,Maharashtra,Ratnagiri,-0.233,2.7,0.2278,0.1005,162.3,1190.0,9.8,16.6,97.8,2999.0,2447.0,266.0,2451.0,267.0,14841.0,151.0,59.57,2138000.0,1273600.0,405126.0,,,256879.0,,26331.0,
493,Maharashtra,Sangli,-0.073,2.387,0.9712,0.3127,637.6,747.0,10.3,12.3,77.7,4931.0,4157.0,332.0,2996.0,710.0,17313.0,225.0,86.66,3581500.0,3103600.0,978901.0,,,698513.0,,193834.0,
494,Maharashtra,Satara,-0.074,2.491,0.8197,0.2746,743.2,1122.0,8.9,11.4,68.4,5326.0,4486.0,350.0,3861.0,515.0,20754.0,333.0,73.38,3977400.0,2918400.0,904484.0,,,627112.0,,364169.0,
495,Maharashtra,Sindhudurg,-0.223,2.591,0.164,0.039,147.5,1048.0,10.8,13.2,97.1,1336.0,1015.0,160.0,1098.0,125.0,9680.0,195.0,57.75,1371700.0,792100.0,202075.0,,,141387.0,,40182.0,
496,Maharashtra,Solapur,-0.133,2.605,1.3693,0.6113,504.9,525.0,21.5,20.5,71.0,8813.0,7783.0,448.0,5528.0,619.0,23509.0,282.0,94.04,4256000.0,4002400.0,1772959.0,,,1370196.0,,291654.0,
497,Maharashtra,Thane,0.016,2.755,2.7432,1.7105,126.4,1465.0,0.0,22.7,96.4,14854.0,11109.0,1240.0,6360.0,9922.0,10655.0,200.0,69.94,35114500.0,24559000.0,1631351.0,,,1245058.0,,104197.0,
498,Maharashtra,Wardha,-0.159,2.459,0.8125,0.3092,298.3,422.0,14.8,27.1,89.7,2501.0,2125.0,172.0,1744.0,219.0,13958.0,161.0,80.85,1358100.0,1098100.0,387805.0,,,296925.0,,117678.0,
499,Maharashtra,Washim,-0.252,2.329,0.6686,0.2517,471.6,319.0,17.6,24.1,88.8,2318.0,2122.0,102.0,1688.0,66.0,11835.0,156.0,107.3,641400.0,688200.0,447450.0,,,328090.0,,155026.0,
500,Maharashtra,Yavatmal,-0.278,2.55,0.6366,0.3013,322.8,492.0,14.9,29.0,92.4,6241.0,5777.0,230.0,4724.0,179.0,26121.0,272.0,78.43,2115200.0,1659100.0,1254531.0,,,881991.0,,345153.0,
501,Telangana,Adilabad,-0.289,2.883,0.6081,0.2648,300.9,586.0,0.0,63.6,,4876.0,4693.0,100.0,2502.0,29.0,9646.0,367.0,170.81,4678.9,7991.88,,,,,,,
502,Andhra Pradesh,Anantapur,-0.26,2.603,0.5436,0.2574,483.4,894.0,76.5,73.2,11.9,7322.0,6621.0,284.0,5130.0,161.0,34726.0,517.0,166.0,23466.17,29993.08,,,,,,,
503,Andhra Pradesh,Chittoor,-0.156,2.659,0.8823,0.4483,468.1,1368.0,74.8,70.7,27.4,4181.0,3599.0,260.0,3367.0,71.0,34997.0,359.0,139.0,42255.12,35723.0,,,,,,,
504,Andhra Pradesh,Y.s.r.,-0.201,2.65,0.4664,0.2232,289.4,1047.0,73.0,73.3,27.0,3014.0,2307.0,295.0,1947.0,157.0,26847.0,301.0,169.0,65054.49,124954.32,,,,,,,
505,Andhra Pradesh,East Godavari,-0.036,2.642,0.8994,0.4818,179.9,1376.0,70.9,66.4,52.7,4901.0,4056.0,368.0,2288.0,197.0,29785.0,419.0,184.0,38293.49,50625.35,,,,,,,
506,Andhra Pradesh,Guntur,-0.092,2.468,1.0094,0.5264,84.6,631.0,74.5,71.1,57.2,4445.0,3157.0,534.0,1704.0,428.0,20551.0,288.0,140.0,43957.27,61505.53,,,,,,,
507,Telangana,Hyderabad,1.421,1.11,45.9084,53.2021,529.4,171.0,0.0,48.9,,8863.0,4406.0,1255.0,76.0,2169.0,,,117.22,455891.18,534382.36,,,,,,,
508,Telangana,Karimnagar,-0.062,2.819,1.3507,0.5326,269.2,602.0,0.0,58.6,,5622.0,5099.0,211.0,4101.0,160.0,13104.0,370.0,132.14,14688.03,19409.27,,,,,,,
509,Telangana,Khammam,-0.239,2.78,0.5282,0.2148,167.6,1369.0,0.0,60.4,,4821.0,4367.0,230.0,3595.0,139.0,21512.0,294.0,205.45,12529.1,25740.53,,,,,,,
510,Andhra Pradesh,Krishna,-0.0,2.944,1.2766,0.5953,45.6,618.0,71.5,68.1,64.6,4220.0,3242.0,448.0,2615.0,179.0,29890.0,329.0,183.0,19830.61,28158.21,,,,,,,
511,Andhra Pradesh,Kurnool,-0.241,2.623,0.5072,0.2747,357.3,778.0,75.4,73.3,18.4,4365.0,3741.0,272.0,2065.0,183.0,32405.0,253.0,157.0,17613.15,30348.33,,,,,,,
512,Telangana,Mahabubnagar,-0.208,2.621,1.0279,0.5263,447.7,729.0,0.0,70.3,,5911.0,5613.0,137.0,5285.0,44.0,10269.0,339.0,197.19,6643.35,13100.2,,,,,,,
513,Telangana,Medak,-0.106,2.657,1.9554,0.8439,533.0,357.0,0.0,61.2,,4817.0,4615.0,100.0,3117.0,16.0,11509.0,323.0,234.4,3146.62,7375.74,,,,,,,
514,Telangana,Nalgonda,-0.151,2.841,1.1811,0.4865,248.8,656.0,0.0,64.8,,5059.0,4594.0,228.0,3826.0,79.0,26311.0,317.0,236.42,11235.8,26563.52,,,,,,,
515,Andhra Pradesh,Spsr Nellore,-0.155,2.961,0.7531,0.4365,69.6,1103.0,73.0,72.3,55.3,6114.0,5247.0,382.0,2961.0,226.0,37788.0,264.0,180.0,18695.24,27927.03,,,,,,,
516,Telangana,Nizamabad,-0.086,2.596,1.1136,0.5402,430.8,416.0,0.0,52.3,,4211.0,3644.0,267.0,2859.0,103.0,21272.0,337.0,186.75,12390.89,23139.59,,,,,,,
517,Andhra Pradesh,Prakasam,-0.236,2.731,0.5139,0.2556,178.5,985.0,75.3,67.6,25.1,4839.0,4104.0,345.0,3378.0,138.0,44992.0,256.0,202.0,12010.41,14888.9,,,,,,,
518,Telangana,Ranga Reddy,0.182,2.849,5.1384,3.057,571.9,364.0,0.0,58.3,,,,,,1432.0,17660.0,181.0,111.94,113113.44,126623.16,,,,,,,
519,Andhra Pradesh,Srikakulam,-0.099,2.643,0.776,0.339,81.6,1120.0,82.2,75.6,51.0,3647.0,2994.0,309.0,2737.0,121.0,49491.0,368.0,77.07,59516.7,45867.7,,,,,,,
520,Andhra Pradesh,Visakhapatanam,-0.212,2.651,0.9582,0.6759,503.0,1695.0,70.0,64.9,28.8,5200.0,3481.0,624.0,2051.0,835.0,5323.0,424.0,121.0,60448.76,74517.84,,,,,,,
521,Andhra Pradesh,Vizianagaram,-0.19,2.289,0.496,0.2357,180.4,1467.0,79.9,76.7,41.7,3648.0,2998.0,303.0,2652.0,124.0,39767.0,362.0,166.0,26197.82,40679.32,,,,,,,
522,Telangana,Warangal,-0.169,2.69,0.9049,0.3657,254.4,610.0,,,,4815.0,4532.0,106.0,3879.0,105.0,10348.0,307.0,168.01,8438.84,14177.86,,,,,,,
523,Andhra Pradesh,West Godavari,0.002,2.704,0.9462,0.3555,71.0,814.0,79.0,67.6,83.0,5115.0,4321.0,372.0,2621.0,162.0,28897.0,284.0,217.0,19015.71,22344.66,,,,,,,
524,Karnataka,Bagalkote,-0.073,2.616,0.8999,0.3388,559.9,249.0,,,50.4,3386.0,2833.0,286.0,2115.0,,,144.0,101.92,19763.81,20142.36,,,,,,,
525,Karnataka,Bengaluru Urban,0.846,2.764,22.1705,17.0443,878.3,307.0,,,31.6,17641.0,7642.0,3053.0,2929.0,6656.0,,115.0,70.11,1298264.08,910216.79,,,,,,,
526,Karnataka,Bengaluru Rural,0.395,2.237,4.4411,1.607,894.2,610.0,,,18.0,2209.0,1545.0,259.0,1531.0,184.0,5021.0,289.0,107.37,22237.24,23877.0,,,,,,,
527,Karnataka,Belagavi,-0.07,2.678,0.906,0.3183,645.6,963.0,,,36.9,8746.0,7438.0,650.0,5686.0,720.0,20435.0,226.0,,,,,,,,,,
528,Karnataka,Ballari,-0.134,2.551,1.3441,0.7716,532.7,783.0,,,33.5,2737.0,2248.0,209.0,1553.0,168.0,5978.0,163.0,88.36,21858.2,19312.86,,,,,,,
529,Karnataka,Bidar,-0.103,2.528,0.9972,0.5296,592.8,286.0,25.1,21.4,14.6,4778.0,4366.0,177.0,3369.0,43.0,9400.0,160.0,99.66,11516.75,11477.22,,,,,,,
530,Karnataka,Vijayapura,-0.231,2.377,0.7131,0.1896,537.1,319.0,,,24.4,4176.0,3616.0,275.0,2930.0,87.0,6223.0,165.0,96.05,22007.19,21138.85,,,,,,,
531,Karnataka,Chamarajanagara,-0.047,2.525,0.4706,0.189,766.3,1584.0,,,31.3,1515.0,1220.0,141.0,1167.0,27.0,7747.0,124.0,141.54,5721.9,8098.55,,,,,,,
532,Karnataka,Chikkamagaluru,-0.131,2.681,0.4455,0.1328,859.1,1716.0,,,21.4,1516.0,1000.0,272.0,1160.0,118.0,6716.0,300.0,90.61,18043.09,16348.1,,,,,,,
533,Karnataka,Chitradurga,-0.194,2.133,0.9305,0.2833,655.6,683.0,46.2,35.3,17.2,2591.0,2110.0,240.0,1753.0,90.0,9785.0,135.0,118.15,12475.52,14740.02,,,,,,,
534,Karnataka,Dakshina Kannada,0.028,2.517,0.9423,0.5013,159.2,1899.0,34.7,36.3,54.4,,,,,754.0,5991.0,183.0,69.4,85873.5,59596.8,,,,,,,
535,Karnataka,Davangere,-0.068,2.628,1.0487,0.3235,631.0,560.0,,,35.7,2661.0,2068.0,246.0,1496.0,220.0,7351.0,232.0,144.83,14963.3,21671.71,,,,,,,
536,Karnataka,Dharwad,0.013,2.832,1.3726,0.5217,619.1,327.0,32.7,24.5,19.8,2925.0,2002.0,370.0,1496.0,495.0,6399.0,160.0,82.72,43997.3,36393.3,,,,,,,
537,Karnataka,Gadag,-0.181,2.882,0.7447,0.2328,607.8,503.0,34.5,28.3,17.8,1406.0,1090.0,169.0,954.0,67.0,7558.0,101.0,98.07,9319.03,9139.4,,,,,,,
538,Karnataka,Kalaburagi,-0.173,2.488,0.8024,0.4965,470.6,366.0,,,5.2,5314.0,4637.0,298.0,2386.0,148.0,8962.0,187.0,74.33,27274.81,20272.16,,,,,,,
539,Karnataka,Hassan,0.016,2.673,1.2868,0.3278,900.2,1249.0,39.8,36.9,28.4,2800.0,1986.0,348.0,1892.0,179.0,10929.0,365.0,119.42,20337.52,24286.8,,,,,,,
540,Karnataka,Haveri,-0.029,2.252,1.0739,0.2987,585.3,387.0,44.4,28.8,18.5,2587.0,2168.0,231.0,1803.0,69.0,9680.0,215.0,153.77,10501.87,16148.37,,,,,,,
541,Karnataka,Kodagu,-0.12,2.249,0.1713,0.0522,881.7,1690.0,33.7,45.6,6.5,782.0,463.0,160.0,611.0,77.0,3074.0,56.0,73.84,14150.46,10448.11,,,,,,,
542,Karnataka,Kolar,0.226,2.709,2.0865,0.7209,826.2,773.0,30.1,33.9,35.8,2527.0,1993.0,211.0,1577.0,,9223.0,328.0,120.05,12375.84,14857.42,,,,,,,
543,Karnataka,Koppal,-0.166,2.286,0.8622,0.4397,552.6,446.0,34.9,20.6,24.3,2321.0,1994.0,174.0,1795.0,65.0,8500.0,89.0,103.22,9213.37,9509.89,,,,,,,
544,Karnataka,Mandya,0.139,2.247,1.4565,0.5344,747.4,757.0,30.6,39.9,43.1,2692.0,2098.0,278.0,1805.0,53.0,11248.0,126.0,143.85,14717.31,21170.56,,,,,,,
545,Karnataka,Mysuru,0.085,2.819,1.4812,0.8202,763.3,704.0,,,28.4,4887.0,3349.0,600.0,2751.0,625.0,11149.0,104.0,84.93,68608.72,58269.97,,,,,,,
546,Karnataka,Raichur,-0.176,2.463,0.8046,0.4569,424.4,350.0,29.0,17.8,33.7,3565.0,3068.0,259.0,2291.0,94.0,8352.0,118.0,121.84,14187.95,17287.3,,,,,,,
547,Karnataka,Shivamogga,-0.13,2.489,0.5029,0.2128,629.5,1311.0,,,57.4,2365.0,1541.0,328.0,1562.0,286.0,11144.0,237.0,96.13,26690.61,25658.06,,,,,,,
548,Karnataka,Tumakuru,-0.006,2.698,1.1351,0.4352,752.0,755.0,,,27.0,4535.0,3670.0,372.0,2889.0,149.0,14081.0,476.0,106.69,25808.66,27536.47,,,,,,,
549,Karnataka,Udupi,0.032,2.489,0.4468,0.2009,104.8,1390.0,45.4,50.9,31.7,,,,,365.0,7795.0,143.0,48.99,47441.87,23241.56,,,,,,,
550,Karnataka,Uttara Kannada,-0.279,2.69,0.2626,0.1075,411.5,1073.0,24.2,32.0,21.2,,,,,169.0,9232.0,233.0,46.29,27064.56,12527.76,,,,,,,
551,Goa,North Goa,0.454,2.435,2.7307,1.5272,83.1,1066.0,21.9,64.8,13.4,1944.0,1035.0,350.0,1177.0,775.0,2042.0,,,,,,,,,,,
552,Goa,South Goa,0.199,2.836,1.4091,0.837,138.0,918.0,7.6,67.7,8.0,1480.0,649.0,345.0,768.0,613.0,1233.0,,,,,,,,,,,
553,Lakshadweep,Lakshadweep District,0.134,1.374,0.4858,0.2339,11.4,26.0,2.9,60.1,0.0,81.0,23.0,17.0,42.0,0.0,347.0,,,,,,,,,,,
554,Kerala,Alappuzha,0.656,2.049,1.7958,0.4338,8.4,151.0,56.0,60.4,72.0,,,,,177.0,18817.0,,63.61,1604830.0,1020850.0,,,,,,,
555,Kerala,Ernakulam,0.602,2.791,2.5955,1.0207,150.2,2700.0,47.7,46.2,30.5,4829.0,1795.0,1101.0,131.0,1380.0,18359.0,,100.29,5159758.0,5174894.0,,,,,,,
556,Kerala,Idukki,0.102,2.461,0.2501,0.0338,973.3,2672.0,54.2,58.1,9.8,1593.0,1027.0,216.0,310.0,58.0,10526.0,,142.4,364790.0,519447.0,,,,,,,
557,Kerala,Kannur,0.437,2.48,0.6916,0.1019,132.8,1619.0,38.1,47.9,20.1,2415.0,1300.0,435.0,87.0,220.0,15464.0,,68.6,1465499.0,1005292.0,,,,,,,
558,Kerala,Kasaragod,0.419,2.345,0.6455,0.0873,113.2,1048.0,37.5,44.0,42.7,1155.0,628.0,240.0,295.0,47.0,,,95.88,561693.0,538537.0,,,,,,,
559,Kerala,Kollam,0.464,2.694,1.399,0.3298,159.9,1797.0,45.5,56.0,19.0,2540.0,1276.0,460.0,34.0,173.0,21086.0,,76.04,1487284.0,1130996.0,,,,,,,
560,Kerala,Kottayam,0.557,2.365,0.9887,0.1726,91.3,1222.0,50.8,53.2,24.3,2309.0,867.0,565.0,171.0,360.0,13170.0,,67.17,1984730.0,1333207.0,,,,,,,
561,Kerala,Kozhikode,0.522,2.548,0.7571,0.1412,173.7,2344.0,59.7,61.1,24.2,2913.0,1521.0,534.0,29.0,338.0,,,76.47,1901552.0,1454119.0,,,,,,,
562,Kerala,Malappuram,0.57,2.441,0.7716,0.088,193.6,2595.0,37.3,42.8,25.1,4058.0,2716.0,569.0,10.0,215.0,26968.0,,74.02,1221951.0,904454.0,,,,,,,
563,Kerala,Palakkad,0.331,2.492,0.8026,0.1959,366.5,2395.0,48.0,53.8,43.9,2880.0,1488.0,557.0,209.0,244.0,24513.0,,80.92,1675591.0,1355895.0,,,,,,,
564,Kerala,Pathanamthitta,0.361,2.178,0.6522,0.1152,376.2,1941.0,41.9,50.1,15.0,1517.0,567.0,411.0,36.0,199.0,8679.0,,61.42,291990.0,179330.0,,,,,,,
565,Kerala,Thiruvananthapuram,0.636,2.473,2.5285,0.7761,145.1,1876.0,57.9,48.7,30.2,4294.0,1954.0,846.0,136.0,558.0,21968.0,,72.21,4146696.0,2994160.0,,,,,,,
566,Kerala,Thrissur,0.628,2.284,1.3958,0.3255,138.7,1456.0,38.1,48.7,54.8,3562.0,1598.0,801.0,707.0,1455.0,20665.0,,70.15,3575281.0,2508211.0,,,,,,,
567,Kerala,Wayanad,0.205,2.428,0.3196,0.0227,849.0,2058.0,61.8,64.8,17.2,963.0,559.0,176.0,43.0,53.0,8526.0,,131.27,240067.0,315136.0,,,,,,,
568,Tamil Nadu,Chennai,1.222,1.725,32.2468,23.2804,8.6,63.0,56.8,58.2,,10106.0,2988.0,2188.0,2.0,3741.0,,,118.09,640091.39,755908.02,1241745.0,159390.0,111287.0,891881.0,761720.0,3927.0,
569,Tamil Nadu,Coimbatore,0.323,2.745,2.3562,1.0168,509.9,2354.0,76.0,61.0,66.7,5954.0,2774.0,1029.0,1833.0,1290.0,7036.0,103.0,117.84,136032.27,160296.03,852692.0,117385.0,416159.0,584756.0,497298.0,13473.0,
570,Tamil Nadu,Cuddalore,0.083,2.43,1.6602,1.2744,40.0,211.0,73.2,64.4,58.6,4014.0,3021.0,358.0,2595.0,116.0,13140.0,176.0,161.37,22342.08,36054.44,545977.0,77495.0,313884.0,378809.0,324497.0,9187.0,
571,Tamil Nadu,Dharmapuri,-0.026,2.342,0.8646,0.2668,484.8,1165.0,70.8,75.5,41.9,2085.0,1633.0,174.0,1061.0,33.0,7687.0,85.0,260.31,9060.34,23584.73,381617.0,40900.0,244926.0,264100.0,224121.0,23944.0,
572,Tamil Nadu,Dindigul,0.109,2.316,0.8892,0.3382,531.8,2382.0,66.7,71.9,48.6,3151.0,2225.0,330.0,1630.0,107.0,9759.0,107.0,176.99,19013.36,33652.01,473938.0,61023.0,299827.0,304358.0,289669.0,7146.0,
573,Tamil Nadu,Erode,0.224,2.585,0.9996,0.4456,488.1,1624.0,60.4,77.7,61.3,3237.0,1968.0,463.0,1100.0,270.0,8879.0,124.0,146.2,38389.15,56126.29,599583.0,76877.0,371590.0,380451.0,342080.0,2684.0,
574,Tamil Nadu,Kanchipuram,0.343,2.505,3.9603,2.1226,38.0,244.0,53.2,59.7,84.7,2208.0,1325.0,265.0,1071.0,123.0,7183.0,217.0,105.94,37708.36,39949.83,312605.0,45782.0,141539.0,218695.0,174585.0,5867.0,
575,Tamil Nadu,Kanniyakumari,0.352,2.531,1.5955,0.7261,223.4,1834.0,54.9,64.1,77.3,,,,,94.0,4319.0,5.0,179.79,25741.61,46282.03,404267.0,51429.0,253649.0,285387.0,255669.0,11153.0,
576,Tamil Nadu,Karur,0.228,2.187,1.2358,0.4651,160.9,843.0,77.9,74.6,57.8,1362.0,886.0,169.0,624.0,81.0,4822.0,69.0,184.07,10560.85,19439.68,243860.0,29349.0,175674.0,195391.0,141872.0,7795.0,
577,Tamil Nadu,Krishnagiri,0.064,2.62,1.5319,0.38,654.7,1139.0,73.2,73.6,27.4,2830.0,2062.0,294.0,1706.0,117.0,6873.0,124.0,235.17,19595.56,46082.9,414825.0,44019.0,252476.0,272442.0,246630.0,1394.0,
578,Tamil Nadu,Madurai,0.11,2.781,1.517,0.6638,223.3,1644.0,50.5,66.3,58.8,4376.0,2481.0,585.0,1781.0,587.0,10056.0,152.0,143.38,49887.74,71529.36,656465.0,89522.0,242625.0,457462.0,410787.0,15959.0,
579,Tamil Nadu,Nagapattinam,0.045,1.896,1.1935,0.5513,5.6,76.0,52.4,70.9,79.7,1462.0,1161.0,92.0,1155.0,37.0,6602.0,192.0,175.38,4959.08,8697.31,157454.0,22111.0,85048.0,112489.0,92897.0,12573.0,
580,Tamil Nadu,Namakkal,0.225,2.736,1.4587,0.668,310.6,1314.0,57.4,68.8,44.0,2335.0,1493.0,310.0,1244.0,135.0,8820.0,134.0,152.81,23436.18,35811.88,478745.0,63969.0,335763.0,320317.0,286516.0,17018.0,
581,Tamil Nadu,Perambalur,-0.01,2.304,1.0667,0.3982,130.0,663.0,81.2,75.5,27.7,1027.0,815.0,83.0,652.0,32.0,4431.0,43.0,238.7,4565.49,10897.97,93795.0,9627.0,63241.0,65713.0,55276.0,11121.0,
582,Tamil Nadu,Pudukkottai,0.064,2.332,0.8271,0.2781,83.7,642.0,77.1,72.9,70.5,1937.0,1369.0,235.0,1386.0,30.0,11130.0,176.0,211.36,10888.46,23013.52,328870.0,36583.0,224052.0,233015.0,196093.0,9177.0,
583,Tamil Nadu,Ramanathapuram,-0.088,2.54,0.6391,0.1636,20.8,115.0,59.3,69.7,34.6,1807.0,1377.0,169.0,1167.0,18.0,7331.0,145.0,223.48,8610.22,19242.07,272914.0,29924.0,200890.0,183316.0,175462.0,3551.0,
584,Tamil Nadu,Salem,0.135,2.714,1.7591,1.0086,401.6,1513.0,78.4,67.5,47.1,4849.0,3347.0,513.0,2426.0,1938.0,14164.0,96.0,124.05,50147.2,62208.57,1008419.0,139165.0,366494.0,673230.0,588199.0,5523.0,
585,Tamil Nadu,Sivaganga,0.011,2.295,0.6921,0.2134,81.3,727.0,65.7,67.7,73.0,2003.0,1337.0,278.0,1179.0,73.0,,88.0,170.09,14583.09,24804.79,319919.0,47552.0,206974.0,207265.0,207971.0,1565.0,
586,Tamil Nadu,Thanjavur,0.095,2.543,1.3637,0.6576,33.2,171.0,69.5,70.6,85.9,3587.0,2419.0,420.0,2094.0,165.0,15101.0,170.0,146.87,28799.61,42299.24,561838.0,85458.0,242718.0,383732.0,363147.0,7535.0,
587,Tamil Nadu,The Nilgiris,0.039,2.564,0.4705,0.2979,1441.4,2436.0,71.8,74.5,1.3,,,,,43.0,3673.0,34.0,84.13,9902.32,8331.22,162578.0,24164.0,110671.0,90044.0,97322.0,6304.0,
