lgd,quarter,state,district,deposit,advance,cdr
444,2017-12,gujarat,Dang,61500.44,9076.14,14.76
445,2017-12,gujarat,Dohad,358864.87,137598.44,38.34
446,2017-12,gujarat,Gandhinagar,2752436.98,1842460.79,66.94
675,2017-12,gujarat,Gir Somnath,510072.69,242439.65,47.53
447,2017-12,gujarat,Jamnagar,1506224.85,1500362.29,99.61
448,2017-12,gujarat,Junagadh,1044056.29,556071.84,53.26
449,2017-12,gujarat,Kachchh,3376200.34,1210087.97,35.84
450,2017-12,gujarat,Kheda,1349331.04,449126.34,33.29
451,2017-12,gujarat,Mahesana,1319361.62,1060814.43,80.4
669,2017-12,gujarat,Mahisagar,293236.81,100744.88,34.36
673,2017-12,gujarat,Morbi,629020.89,1240571.1,197.22
453,2017-12,gujarat,Navsari,1895945.47,409773.67,21.61
454,2017-12,gujarat,Panch Mahals,547993.35,250270.78,45.67
455,2017-12,gujarat,Patan,492656.22,322187.99,65.4
456,2017-12,gujarat,Porbandar,745230.29,190301.93,25.54
457,2017-12,gujarat,Rajkot,3928956.57,3563192.84,90.69
458,2017-12,gujarat,Sabar Kantha,665958.57,616690.01,92.6
459,2017-12,gujarat,Surat,6574530.83,6983933.53,106.23
460,2017-12,gujarat,Surendranagar,711751.33,482005.03,67.72
641,2017-12,gujarat,Tapi,306001.37,90795.87,29.67
461,2017-12,gujarat,Vadodara,7520036.22,4959517.19,65.95
462,2017-12,gujarat,Valsad,1480669.66,846429.21,57.17
58,2017-12,haryana,Ambala,1530393.0,769228.0,50.26
59,2017-12,haryana,Bhiwani,607030.0,481205.0,79.27
701,2017-12,haryana,Charki Dadri,176157.0,194848.0,110.61
60,2017-12,haryana,Faridabad,3637173.0,2169549.0,59.65
61,2017-12,haryana,Fatehabad,444737.0,515794.0,115.98
62,2017-12,haryana,Gurugram,12805776.0,6222270.0,48.59
63,2017-12,haryana,Hisar,1233372.0,1222578.0,99.12
64,2017-12,haryana,Jhajjar,839693.0,480734.0,57.25
65,2017-12,haryana,Jind,570080.0,559379.0,98.12
66,2017-12,haryana,Kaithal,469881.0,621156.0,132.19
67,2017-12,haryana,Karnal,1344676.0,1857766.0,138.16
68,2017-12,haryana,Kurukshetra,952551.0,678051.0,71.18
69,2017-12,haryana,Mahendragarh,382169.0,238040.0,62.29
604,2017-12,haryana,Nuh,199532.0,143539.0,71.94
619,2017-12,haryana,Palwal,433820.0,305031.0,70.31
70,2017-12,haryana,Panchkula,2726553.0,1567757.0,57.5
71,2017-12,haryana,Panipat,998883.0,1129845.0,113.11
72,2017-12,haryana,Rewari,956723.0,403994.0,42.23
73,2017-12,haryana,Rohtak,1578903.0,660470.0,41.83
74,2017-12,haryana,Sirsa,686977.0,753858.0,109.74
75,2017-12,haryana,Sonipat,1535221.0,792703.0,51.63
76,2017-12,haryana,Yamunanagar,1037548.0,629515.0,60.67
252,2017-12,manipur,Bishnupur,19010.79,16188.51,85.15432551724574
253,2017-12,manipur,Chandel,6993.7,7557.36,108.0595392996554
254,2017-12,manipur,Churachandpur,48057.04,31965.46,66.51566555077049
255,2017-12,manipur,Imphal East,71782.83,44132.51,61.48059361827891
256,2017-12,manipur,Imphal West,504111.62,235749.16,46.76526996144227
713,2017-12,manipur,Jiribam,3407.0,485.0,14.235397710595832
711,2017-12,manipur,Kakching,9127.3,10299.8,112.8460771531559
717,2017-12,manipur,Kamjong,626.0,615.24,98.28115015974441
712,2017-12,manipur,Kangpokpi,11504.75,11756.25,102.18605358656208
714,2017-12,manipur,Noney,1439.77,860.19,59.744959264326944
715,2017-12,manipur,Pherzawl,23.0,0.0,
257,2017-12,manipur,Senapati,21188.64,19924.91,94.03581353026905
258,2017-12,manipur,Tamenglong,9865.74,2749.89,27.87312457048331
716,2017-12,manipur,Tengnoupal,6813.32,6513.23,95.59553932590866
259,2017-12,manipur,Thoubal,22176.68,18708.22,84.35987713219473
260,2017-12,manipur,Ukhrul,17287.69,5435.36,31.440637818008078
501,2017-12,telangana,Adilabad,1902.23,2887.25,151.78
690,2017-12,telangana,Bhadradri Kothagudem,6414.1,4551.26,70.96
507,2017-12,telangana,Hyderabad,192031.92,273265.77,142.3
681,2017-12,telangana,Jagitial,5170.21,4609.35,89.15
689,2017-12,telangana,Jangoan,2368.49,2721.71,114.91
687,2017-12,telangana,Jayashankar Bhupalapally,999.2,1238.67,123.97
695,2017-12,telangana,Jogulamba Gadwal,820.41,1052.31,128.27
685,2017-12,telangana,Kamareddy,3074.58,3562.21,115.86
508,2017-12,telangana,Karimnagar,8463.31,7896.59,93.3
509,2017-12,telangana,Khammam,5847.38,7541.91,128.98
688,2017-12,telangana,Mahabubabad,911.58,1302.9,142.93
512,2017-12,telangana,Mahabubnagar,2647.25,4306.94,162.7
684,2017-12,telangana,Mancherial,4980.72,4066.25,81.64
513,2017-12,telangana,Medak,1205.15,3631.89,301.36
700,2017-12,telangana,Medchal Malkajgiri,40793.13,25131.25,61.61
694,2017-12,telangana,Nagarkurnool,1167.18,1740.32,149.1
514,2017-12,telangana,Nalgonda,7204.02,9463.2,131.36
680,2017-12,telangana,Nirmal,2429.23,2874.42,118.33
516,2017-12,telangana,Nizamabad,5977.99,7111.66,118.96
682,2017-12,telangana,Peddapalli,2897.41,1638.74,56.56
683,2017-12,telangana,Rajanna Sircilla,1490.81,1094.38,73.41
518,2017-12,telangana,Ranga Reddy,61124.82,48996.45,80.16
691,2017-12,telangana,Sangareddy,8082.8,6692.16,82.8
692,2017-12,telangana,Siddipet,5308.72,5360.78,100.98
696,2017-12,telangana,Suryapet,1839.4,2979.19,161.97
698,2017-12,telangana,Vikarabad,3611.04,3587.88,99.36
693,2017-12,telangana,Wanaparthy,2012.17,2301.19,114.36
522,2017-12,telangana,Warangal,9422.6,9019.72,95.72
697,2017-12,telangana,Yadadri Bhuvanagiri,2608.42,2851.91,109.33
269,2017-12,tripura,Dhalai,,,63.0
654,2017-12,tripura,Gomati,,,89.0
652,2017-12,tripura,Khowai,,,66.0
270,2017-12,tripura,North Tripura,,,47.0
653,2017-12,tripura,Sepahijala,,,65.0
271,2017-12,tripura,South Tripura,,,48.0
655,2017-12,tripura,Unakoti,,,56.0
272,2017-12,tripura,West Tripura,,,35.0
616,2018-03,assam,Baksa,,,48.2
280,2018-03,assam,Barpeta,,,61.1
705,2018-03,assam,Biswanath,,,55.03
281,2018-03,assam,Bongaigaon,,,47.6
282,2018-03,assam,Cachar,,,39.98
708,2018-03,assam,Charaideo,,,40.56
612,2018-03,assam,Chirang,,,37.53
283,2018-03,assam,Darrang,,,60.66
284,2018-03,assam,Dhemaji,,,53.15
285,2018-03,assam,Dhubri,,,51.19
286,2018-03,assam,Dibrugarh,,,43.77
299,2018-03,assam,Dima Hasao,,,25.54
287,2018-03,assam,Goalpara,,,42.33
288,2018-03,assam,Golaghat,,,69.27
289,2018-03,assam,Hailakandi,,,37.62
709,2018-03,assam,Hojai,,,48.33
290,2018-03,assam,Jorhat,,,52.42
291,2018-03,assam,Kamrup,,,74.05
618,2018-03,assam,Kamrup Metro,,,36.76
292,2018-03,assam,Karbi Anglong,,,37.63
293,2018-03,assam,Karimganj,,,33.21
294,2018-03,assam,Kokrajhar,,,27.23
295,2018-03,assam,Lakhimpur,,,66.9
706,2018-03,assam,Majuli,,,46.97
297,2018-03,assam,Nagaon,,,57.43
298,2018-03,assam,Nalbari,,,50.58
300,2018-03,assam,Sivasagar,,,50.4
301,2018-03,assam,Sonitpur,,,55.0
302,2018-03,assam,Tinsukia,,,46.1
617,2018-03,assam,Udalguri,,,66.7
438,2018-03,gujarat,Ahmadabad,17962450.84,20674754.13,115.1
439,2018-03,gujarat,Amreli,679325.38,435124.84,64.05
440,2018-03,gujarat,Anand,2837563.75,874061.2,30.8
672,2018-03,gujarat,Arvalli,317727.94,233339.07,73.44
441,2018-03,gujarat,Banas Kantha,853887.82,1017161.34,119.12
442,2018-03,gujarat,Bharuch,1683699.53,840027.91,49.89
443,2018-03,gujarat,Bhavnagar,1582248.56,853938.28,53.97
676,2018-03,gujarat,Botad,201649.07,163610.53,81.14
668,2018-03,gujarat,Chhotaudepur,218344.92,111824.54,51.21
444,2018-03,gujarat,Dang,64045.73,7020.2,10.96
445,2018-03,gujarat,Dohad,375619.62,131327.93,34.96
446,2018-03,gujarat,Gandhinagar,2959153.4,1799451.83,60.81
675,2018-03,gujarat,Gir Somnath,519608.25,248408.64,47.81
447,2018-03,gujarat,Jamnagar,1544952.83,1727974.27,111.85
448,2018-03,gujarat,Junagadh,1063257.9,578710.35,54.43
449,2018-03,gujarat,Kachchh,3483686.68,1255666.91,36.04
450,2018-03,gujarat,Kheda,1356456.73,477824.47,35.23
451,2018-03,gujarat,Mahesana,1379297.68,1085897.91,78.73
669,2018-03,gujarat,Mahisagar,301425.86,104047.39,34.52
673,2018-03,gujarat,Morbi,679363.48,1311314.97,193.02
453,2018-03,gujarat,Navsari,1936776.18,439241.53,22.68
454,2018-03,gujarat,Panch Mahals,564541.18,273485.27,48.44
455,2018-03,gujarat,Patan,503716.41,327982.12,65.11
456,2018-03,gujarat,Porbandar,761713.92,197186.82,25.89
457,2018-03,gujarat,Rajkot,4088299.51,3704896.63,90.62
458,2018-03,gujarat,Sabar Kantha,704140.44,707434.17,100.47
459,2018-03,gujarat,Surat,6700150.26,7199933.76,107.46
460,2018-03,gujarat,Surendranagar,731075.61,514923.19,70.43
641,2018-03,gujarat,Tapi,313204.36,93424.19,29.83
461,2018-03,gujarat,Vadodara,7844014.09,5454317.48,69.53
462,2018-03,gujarat,Valsad,1479413.46,872941.46,59.01
58,2018-03,haryana,Ambala,1624692.0,875963.0,53.92
59,2018-03,haryana,Bhiwani,616093.0,511996.0,83.1
701,2018-03,haryana,Charki Dadri,206203.0,191252.0,92.75
60,2018-03,haryana,Faridabad,3661605.0,2168727.0,59.23
61,2018-03,haryana,Fatehabad,448004.0,509493.0,113.73
62,2018-03,haryana,Gurugram,13539780.0,6605807.0,48.79
63,2018-03,haryana,Hisar,1343473.0,1237501.0,92.11
64,2018-03,haryana,Jhajjar,831453.0,378936.0,45.58
65,2018-03,haryana,Jind,586711.0,611738.0,104.27
66,2018-03,haryana,Kaithal,479922.0,642534.0,133.88
67,2018-03,haryana,Karnal,1348801.0,1844331.0,136.74
68,2018-03,haryana,Kurukshetra,971834.0,740869.0,76.23
69,2018-03,haryana,Mahendragarh,513691.0,258478.0,50.32
604,2018-03,haryana,Nuh,211438.0,153734.0,72.71
619,2018-03,haryana,Palwal,443246.0,328439.0,74.1
70,2018-03,haryana,Panchkula,1926866.0,1442669.0,74.87
71,2018-03,haryana,Panipat,1034846.0,1143013.0,110.45
72,2018-03,haryana,Rewari,956547.0,442922.0,46.3
73,2018-03,haryana,Rohtak,1659790.0,710557.0,42.81
74,2018-03,haryana,Sirsa,648000.0,793168.0,122.4
75,2018-03,haryana,Sonipat,1578834.0,849299.0,53.79
76,2018-03,haryana,Yamunanagar,1074979.0,655926.0,61.02
252,2018-03,manipur,Bishnupur,19165.68,17927.11,93.53756297715499
253,2018-03,manipur,Chandel,10153.42,7799.02,76.8117540690723
254,2018-03,manipur,Churachandpur,53347.31,33812.42,63.381677539129896
255,2018-03,manipur,Imphal East,84423.08,48432.42,57.36869585899969
256,2018-03,manipur,Imphal West,672069.86,260148.24,38.708511641929604
713,2018-03,manipur,Jiribam,3567.0,685.0,19.20381272778245
711,2018-03,manipur,Kakching,9788.83,12411.34,126.79084221505532
717,2018-03,manipur,Kamjong,582.0,726.42,124.8144329896907
712,2018-03,manipur,Kangpokpi,13852.45,12131.91,87.57952564347823
714,2018-03,manipur,Noney,1342.77,1085.74,80.85822590614923
715,2018-03,manipur,Pherzawl,30.0,301.43,1004.7666666666667
257,2018-03,manipur,Senapati,26364.28,21106.61,80.05760066271486
258,2018-03,manipur,Tamenglong,9865.63,2630.1,26.659219938311086
716,2018-03,manipur,Tengnoupal,7272.06,6815.36,93.7197987915391
259,2018-03,manipur,Thoubal,23883.77,20311.11,85.04147377068193
260,2018-03,manipur,Ukhrul,18651.83,6672.25,35.77262928088021
501,2018-03,telangana,Adilabad,1963.76,2933.51,149.38
690,2018-03,telangana,Bhadradri Kothagudem,6437.85,3469.57,53.89
507,2018-03,telangana,Hyderabad,204140.87,317546.43,155.55
681,2018-03,telangana,Jagitial,5086.49,3180.17,62.52
689,2018-03,telangana,Jangoan,2270.67,2852.29,125.61
687,2018-03,telangana,Jayashankar Bhupalapally,905.71,1302.06,143.76
695,2018-03,telangana,Jogulamba Gadwal,767.22,1135.17,147.96
685,2018-03,telangana,Kamareddy,2917.05,3312.03,113.54
508,2018-03,telangana,Karimnagar,8362.05,6620.43,79.17
509,2018-03,telangana,Khammam,5721.61,8029.55,140.34
688,2018-03,telangana,Mahabubabad,816.46,1395.34,170.9
512,2018-03,telangana,Mahabubnagar,2725.47,4554.47,167.11
684,2018-03,telangana,Mancherial,5052.39,2816.73,55.75
513,2018-03,telangana,Medak,1125.04,3285.5,292.03
700,2018-03,telangana,Medchal Malkajgiri,43245.64,22822.34,52.77
694,2018-03,telangana,Nagarkurnool,1140.1,1846.03,161.92
514,2018-03,telangana,Nalgonda,7237.57,8925.98,123.33
680,2018-03,telangana,Nirmal,2436.48,2562.97,105.19
516,2018-03,telangana,Nizamabad,5918.92,6555.19,110.75
682,2018-03,telangana,Peddapalli,2807.74,1659.96,59.12
683,2018-03,telangana,Rajanna Sircilla,1432.46,1215.69,84.87
518,2018-03,telangana,Ranga Reddy,62998.64,36500.91,57.94
691,2018-03,telangana,Sangareddy,7974.46,7112.51,89.19
692,2018-03,telangana,Siddipet,5174.07,4385.61,84.76
696,2018-03,telangana,Suryapet,1798.62,3210.0,178.47
698,2018-03,telangana,Vikarabad,3385.37,3398.88,100.4
693,2018-03,telangana,Wanaparthy,1959.34,2115.77,107.98
522,2018-03,telangana,Warangal,9775.74,7664.05,78.4
697,2018-03,telangana,Yadadri Bhuvanagiri,2469.09,3201.25,129.65
269,2018-03,tripura,Dhalai,105800.29,69515.18,66.0
654,2018-03,tripura,Gomati,171287.0,159332.96,93.0
652,2018-03,tripura,Khowai,108773.9,74730.27,69.0
270,2018-03,tripura,North Tripura,136829.35,66679.17,49.0
653,2018-03,tripura,Sepahijala,159942.44,107717.28,67.0
271,2018-03,tripura,South Tripura,149920.56,75337.76,50.0
655,2018-03,tripura,Unakoti,95593.34,56315.02,59.0
272,2018-03,tripura,West Tripura,1490870.22,542123.93,36.0
503,2018-06,andhra-pradesh,Chittoor,,,64.16
505,2018-06,andhra-pradesh,East Godavari,,,117.89
506,2018-06,andhra-pradesh,Guntur,,,142.11
510,2018-06,andhra-pradesh,Krishna,,,133.4
511,2018-06,andhra-pradesh,Kurnool,,,113.53
517,2018-06,andhra-pradesh,Prakasam,,,158.8
515,2018-06,andhra-pradesh,Spsr Nellore,,,137.86
519,2018-06,andhra-pradesh,Srikakulam,,,90.52
520,2018-06,andhra-pradesh,Visakhapatanam,,,106.2
521,2018-06,andhra-pradesh,Vizianagaram,,,92.67
523,2018-06,andhra-pradesh,West Godavari,,,140.01
504,2018-06,andhra-pradesh,Y.s.r.,,,112.48
616,2018-06,assam,Baksa,,,47.25
280,2018-06,assam,Barpeta,,,62.17
705,2018-06,assam,Biswanath,,,54.48
281,2018-06,assam,Bongaigaon,,,43.81
282,2018-06,assam,Cachar,,,38.18
708,2018-06,assam,Charaideo,,,49.54
612,2018-06,assam,Chirang,,,38.71
283,2018-06,assam,Darrang,,,65.6
284,2018-06,assam,Dhemaji,,,58.95
285,2018-06,assam,Dhubri,,,52.47
286,2018-06,assam,Dibrugarh,,,44.62
299,2018-06,assam,Dima Hasao,,,26.8
287,2018-06,assam,Goalpara,,,42.11
288,2018-06,assam,Golaghat,,,71.13
289,2018-06,assam,Hailakandi,,,36.83
709,2018-06,assam,Hojai,,,37.43
290,2018-06,assam,Jorhat,,,54.4
291,2018-06,assam,Kamrup,,,71.63
618,2018-06,assam,Kamrup Metro,,,67.63
292,2018-06,assam,Karbi Anglong,,,42.77
293,2018-06,assam,Karimganj,,,32.1
294,2018-06,assam,Kokrajhar,,,29.47
295,2018-06,assam,Lakhimpur,,,66.72
706,2018-06,assam,Majuli,,,47.35
297,2018-06,assam,Nagaon,,,63.18
298,2018-06,assam,Nalbari,,,51.84
300,2018-06,assam,Sivasagar,,,49.85
301,2018-06,assam,Sonitpur,,,57.59
302,2018-06,assam,Tinsukia,,,47.41
617,2018-06,assam,Udalguri,,,68.18
710,2018-06,assam,West Karbi Anglong,,,71.0
438,2018-06,gujarat,Ahmadabad,17610930.01,18714500.47,106.27
439,2018-06,gujarat,Amreli,702975.21,475764.4,67.68
440,2018-06,gujarat,Anand,2844109.69,733893.8,25.8
672,2018-06,gujarat,Arvalli,320513.14,243173.88,75.87
441,2018-06,gujarat,Banas Kantha,822875.38,961589.49,116.86
442,2018-06,gujarat,Bharuch,1717172.96,829902.5,48.33
443,2018-06,gujarat,Bhavnagar,1563110.54,867525.63,55.5
676,2018-06,gujarat,Botad,201228.33,166344.05,82.66
668,2018-06,gujarat,Chhotaudepur,212315.96,115775.66,54.53
444,2018-06,gujarat,Dang,62050.44,7396.87,11.92
445,2018-06,gujarat,Dohad,361590.75,147083.08,40.68
446,2018-06,gujarat,Gandhinagar,2798701.95,1877819.95,67.1
675,2018-06,gujarat,Gir Somnath,513700.19,243593.93,47.42
447,2018-06,gujarat,Jamnagar,1574005.49,1446042.44,91.87
448,2018-06,gujarat,Junagadh,1095468.97,625691.43,57.12
449,2018-06,gujarat,Kachchh,3438639.11,1277551.31,37.15
450,2018-06,gujarat,Kheda,1360063.0,501662.54,36.89
451,2018-06,gujarat,Mahesana,1359163.1,1169711.66,86.06
669,2018-06,gujarat,Mahisagar,298283.49,106377.05,35.66
673,2018-06,gujarat,Morbi,658360.2,1062215.89,161.34
453,2018-06,gujarat,Navsari,1923648.57,451249.16,23.46
454,2018-06,gujarat,Panch Mahals,557770.97,350541.02,62.85
455,2018-06,gujarat,Patan,502619.69,415826.89,82.73
456,2018-06,gujarat,Porbandar,776484.69,193856.69,24.97
457,2018-06,gujarat,Rajkot,4136869.77,5193632.22,125.54
458,2018-06,gujarat,Sabar Kantha,706404.55,836412.92,118.4
459,2018-06,gujarat,Surat,6691368.13,8446799.2,126.23
460,2018-06,gujarat,Surendranagar,726392.81,552217.44,76.02
641,2018-06,gujarat,Tapi,311842.85,97220.36,31.18
461,2018-06,gujarat,Vadodara,7740094.11,5360107.94,69.25
462,2018-06,gujarat,Valsad,1482949.48,882035.4,59.48
252,2018-06,manipur,Bishnupur,20122.64,18362.32,91.25204247553998
253,2018-06,manipur,Chandel,10238.71,7608.52,74.3113146089693
254,2018-06,manipur,Churachandpur,59365.69,33663.49,56.705295600876525
255,2018-06,manipur,Imphal East,87585.13,50094.2,57.19486858100227
256,2018-06,manipur,Imphal West,588823.24,271011.75,46.02599415063848
713,2018-06,manipur,Jiribam,3567.0,685.0,19.20381272778245
711,2018-06,manipur,Kakching,10625.06,13661.3,128.57621509902063
717,2018-06,manipur,Kamjong,565.0,761.23,134.73097345132743
712,2018-06,manipur,Kangpokpi,12909.94,12106.81,93.77897960796099
714,2018-06,manipur,Noney,1637.1,1136.77,69.43803066397899
715,2018-06,manipur,Pherzawl,63.0,384.64,610.5396825396825
257,2018-06,manipur,Senapati,27596.65,33094.37,119.92169339394457
258,2018-06,manipur,Tamenglong,9865.63,2631.36,26.67199155046358
716,2018-06,manipur,Tengnoupal,8100.04,7184.61,88.69845087184754
259,2018-06,manipur,Thoubal,23463.78,21287.13,90.72336170898296
260,2018-06,manipur,Ukhrul,19268.99,6933.99,35.98522807889775
501,2018-06,telangana,Adilabad,1869.14,2806.7,150.16
690,2018-06,telangana,Bhadradri Kothagudem,6875.72,3527.5,51.3
507,2018-06,telangana,Hyderabad,206818.31,318835.46,154.16
681,2018-06,telangana,Jagitial,5457.44,3446.18,63.15
689,2018-06,telangana,Jangoan,2364.62,2907.16,122.94
687,2018-06,telangana,Jayashankar Bhupalapally,982.81,1184.84,120.56
695,2018-06,telangana,Jogulamba Gadwal,771.6,1117.0,144.76
685,2018-06,telangana,Kamareddy,3041.33,3372.11,110.88
508,2018-06,telangana,Karimnagar,8471.28,6587.14,77.76
509,2018-06,telangana,Khammam,6178.79,8159.0,132.05
688,2018-06,telangana,Mahabubabad,808.1,1272.79,157.5
512,2018-06,telangana,Mahabubnagar,2757.89,4432.61,160.72
684,2018-06,telangana,Mancherial,4509.91,2677.45,59.37
513,2018-06,telangana,Medak,1134.86,3711.45,327.04
700,2018-06,telangana,Medchal Malkajgiri,44877.88,24307.8,54.16
694,2018-06,telangana,Nagarkurnool,1111.03,1856.73,167.12
514,2018-06,telangana,Nalgonda,7158.24,9130.28,127.55
680,2018-06,telangana,Nirmal,2420.19,2468.94,102.01
516,2018-06,telangana,Nizamabad,6035.6,6729.66,111.5
682,2018-06,telangana,Peddapalli,2968.01,1459.05,49.16
683,2018-06,telangana,Rajanna Sircilla,1556.01,1043.57,67.07
518,2018-06,telangana,Ranga Reddy,64245.49,33516.29,52.17
691,2018-06,telangana,Sangareddy,7602.33,14481.72,190.49
692,2018-06,telangana,Siddipet,5160.2,4389.44,85.06
696,2018-06,telangana,Suryapet,1836.0,3295.76,179.51
698,2018-06,telangana,Vikarabad,1737.25,2257.36,129.94
693,2018-06,telangana,Wanaparthy,1922.31,2053.55,106.83
522,2018-06,telangana,Warangal,9423.26,7688.17,81.59
697,2018-06,telangana,Yadadri Bhuvanagiri,2578.17,3316.04,128.62
269,2018-06,tripura,Dhalai,104104.22,76576.32,74.0
654,2018-06,tripura,Gomati,184204.08,118555.76,64.0
652,2018-06,tripura,Khowai,114449.73,78918.73,69.0
270,2018-06,tripura,North Tripura,126743.5,72456.55,57.0
653,2018-06,tripura,Sepahijala,158218.24,115844.09,73.0
271,2018-06,tripura,South Tripura,160774.06,96805.2,60.0
655,2018-06,tripura,Unakoti,95551.01,64094.97,67.0
272,2018-06,tripura,West Tripura,1492579.46,566992.19,38.0
616,2018-09,assam,Baksa,,,40.96
280,2018-09,assam,Barpeta,,,63.05
705,2018-09,assam,Biswanath,,,54.84
281,2018-09,assam,Bongaigaon,,,47.67
282,2018-09,assam,Cachar,,,39.52
708,2018-09,assam,Charaideo,,,53.57
612,2018-09,assam,Chirang,,,38.89
283,2018-09,assam,Darrang,,,61.44
284,2018-09,assam,Dhemaji,,,63.2
285,2018-09,assam,Dhubri,,,52.95
286,2018-09,assam,Dibrugarh,,,43.54
299,2018-09,assam,Dima Hasao,,,29.56
287,2018-09,assam,Goalpara,,,44.11
288,2018-09,assam,Golaghat,,,66.13
289,2018-09,assam,Hailakandi,,,36.43
709,2018-09,assam,Hojai,,,39.32
290,2018-09,assam,Jorhat,,,54.04
291,2018-09,assam,Kamrup,,,72.85
618,2018-09,assam,Kamrup Metro,,,39.42
292,2018-09,assam,Karbi Anglong,,,47.9
293,2018-09,assam,Karimganj,,,32.43
294,2018-09,assam,Kokrajhar,,,29.38
295,2018-09,assam,Lakhimpur,,,67.68
706,2018-09,assam,Majuli,,,47.07
297,2018-09,assam,Nagaon,,,59.69
298,2018-09,assam,Nalbari,,,55.73
300,2018-09,assam,Sivasagar,,,48.97
301,2018-09,assam,Sonitpur,,,57.28
302,2018-09,assam,Tinsukia,,,52.2
617,2018-09,assam,Udalguri,,,69.4
438,2018-09,gujarat,Ahmadabad,18301257.02,19528933.4,106.71
439,2018-09,gujarat,Amreli,721709.08,497554.74,68.94
440,2018-09,gujarat,Anand,2786862.37,793825.44,28.48
672,2018-09,gujarat,Arvalli,334609.51,268617.31,80.28
441,2018-09,gujarat,Banas Kantha,895431.25,967638.28,108.06
442,2018-09,gujarat,Bharuch,1753319.45,912784.87,52.06
443,2018-09,gujarat,Bhavnagar,1521416.47,905894.46,59.54
676,2018-09,gujarat,Botad,216680.78,163154.25,75.3
668,2018-09,gujarat,Chhotaudepur,216883.83,117879.24,54.35
444,2018-09,gujarat,Dang,63026.55,9379.37,14.88
445,2018-09,gujarat,Dohad,385131.69,156322.56,40.59
446,2018-09,gujarat,Gandhinagar,2830971.9,1758754.67,62.13
675,2018-09,gujarat,Gir Somnath,513591.11,235989.2,45.95
447,2018-09,gujarat,Jamnagar,1582082.28,1447879.57,91.52
448,2018-09,gujarat,Junagadh,1187822.78,609989.53,51.35
449,2018-09,gujarat,Kachchh,3444746.09,1393469.37,40.45
450,2018-09,gujarat,Kheda,1528661.79,506640.36,33.14
451,2018-09,gujarat,Mahesana,1379386.04,1180873.92,85.61
669,2018-09,gujarat,Mahisagar,310306.89,118629.72,38.23
673,2018-09,gujarat,Morbi,715135.67,1238967.13,173.25
453,2018-09,gujarat,Navsari,1881814.13,465150.46,24.72
454,2018-09,gujarat,Panch Mahals,579804.46,304816.39,52.57
455,2018-09,gujarat,Patan,519982.33,358364.0,68.92
456,2018-09,gujarat,Porbandar,712598.14,208285.87,29.23
457,2018-09,gujarat,Rajkot,4264607.13,4720852.74,110.7
458,2018-09,gujarat,Sabar Kantha,819312.47,864227.07,105.48
459,2018-09,gujarat,Surat,6859847.67,8811138.74,128.45
460,2018-09,gujarat,Surendranagar,773772.41,506075.97,65.4
641,2018-09,gujarat,Tapi,310819.22,109900.72,35.36
461,2018-09,gujarat,Vadodara,7894256.27,6431135.27,81.47
462,2018-09,gujarat,Valsad,1572965.75,1233195.91,78.4
252,2018-09,manipur,Bishnupur,17331.74,17136.7,98.87466578658575
253,2018-09,manipur,Chandel,11377.0,8135.34,71.50689988573437
254,2018-09,manipur,Churachandpur,39742.66,27195.89,68.42996920689254
255,2018-09,manipur,Imphal East,65802.5,46007.69,69.9178450666768
256,2018-09,manipur,Imphal West,405550.19,221964.86,54.7317854788824
713,2018-09,manipur,Jiribam,0.0,0.0,
711,2018-09,manipur,Kakching,8513.65,10750.22,126.27040106182426
717,2018-09,manipur,Kamjong,657.0,843.84,128.43835616438358
712,2018-09,manipur,Kangpokpi,13281.8,10737.38,80.84280745079732
714,2018-09,manipur,Noney,1741.65,1243.27,71.38460655125886
715,2018-09,manipur,Pherzawl,61.0,466.07,764.0491803278688
257,2018-09,manipur,Senapati,26388.27,21895.77,82.97539020178284
258,2018-09,manipur,Tamenglong,0.0,0.0,
716,2018-09,manipur,Tengnoupal,7233.89,7181.07,99.26982577838479
259,2018-09,manipur,Thoubal,18558.63,18519.67,99.79007071103845
260,2018-09,manipur,Ukhrul,5579.79,3420.0,61.29262929250026
501,2018-09,telangana,Adilabad,1933.63,3231.3,167.11
690,2018-09,telangana,Bhadradri Kothagudem,7005.76,3918.18,55.93
507,2018-09,telangana,Hyderabad,211402.04,334984.61,158.46
681,2018-09,telangana,Jagitial,5427.3,3675.77,67.73
689,2018-09,telangana,Jangoan,2400.67,2970.86,123.75
687,2018-09,telangana,Jayashankar Bhupalapally,1017.24,1314.14,129.19
695,2018-09,telangana,Jogulamba Gadwal,845.14,1226.58,145.13
685,2018-09,telangana,Kamareddy,3081.56,3627.36,117.71
508,2018-09,telangana,Karimnagar,9262.38,7134.94,77.03
509,2018-09,telangana,Khammam,6368.75,8651.37,135.84
688,2018-09,telangana,Mahabubabad,933.98,1404.68,150.4
512,2018-09,telangana,Mahabubnagar,2940.07,4754.81,161.72
684,2018-09,telangana,Mancherial,4650.17,3053.06,65.65
513,2018-09,telangana,Medak,1409.34,3772.53,267.68
700,2018-09,telangana,Medchal Malkajgiri,47581.33,26604.22,55.91
694,2018-09,telangana,Nagarkurnool,1221.06,2052.72,168.11
514,2018-09,telangana,Nalgonda,7368.95,9477.82,128.62
680,2018-09,telangana,Nirmal,2441.65,2778.15,113.78
516,2018-09,telangana,Nizamabad,6186.25,7147.04,115.53
