period,district,31_03_2020,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,advance,cd_ratio,cd_ratio_as_on_dec_2016,cd_ratio_as_on_dec_2017,cd_ratio_as_on_dec_2018,cd_ratio_as_on_dec_2019,cd_ratio_as_on_dec_2019_deposit,cd_ratio_as_on_dec_2020_deposit,cd_ratio_as_on_dec_2021,cd_ratio_as_on_december_2021_deposit,cd_ratio_as_on_december_2022,cd_ratio_as_on_december_2022_deposit,cd_ratio_as_on_december_2023,cd_ratio_as_on_december_2023_deposit,cd_ratio_as_on_december_2024,cd_ratio_as_on_december_2024_deposit,cd_ratio_as_on_june_2017,cd_ratio_as_on_june_2018,cd_ratio_as_on_june_2019_deposit,cd_ratio_as_on_june_2020,cd_ratio_as_on_june_2021,cd_ratio_as_on_june_2021_deposit,cd_ratio_as_on_june_2022,cd_ratio_as_on_june_2022_deposit,cd_ratio_as_on_june_2023,cd_ratio_as_on_june_2023_deposit,cd_ratio_as_on_june_2024,cd_ratio_as_on_june_2024_deposit,cd_ratio_as_on_june_2025,cd_ratio_as_on_june_2025_deposit,cd_ratio_as_on_march_2017,cd_ratio_as_on_march_2018,cd_ratio_as_on_march_2019,cd_ratio_as_on_march_2019_deposit,cd_ratio_as_on_march_2020,cd_ratio_as_on_march_2020_deposit,cd_ratio_as_on_march_2021,cd_ratio_as_on_march_2021_deposit,cd_ratio_as_on_march_2022,cd_ratio_as_on_march_2022_deposit,cd_ratio_as_on_march_2023,cd_ratio_as_on_march_2023_deposit,cd_ratio_as_on_march_2024,cd_ratio_as_on_march_2024_deposit,cd_ratio_as_on_march_2025,cd_ratio_as_on_march_2025_deposit,cd_ratio_as_on_sept_2017,cd_ratio_as_on_sept_2018,cd_ratio_as_on_sept_2019,cd_ratio_as_on_sept_2019_deposit,cd_ratio_as_on_sept_2020_deposit,cd_ratio_as_on_sept_2021,cd_ratio_as_on_september_2021_deposit,cd_ratio_as_on_september_2022_deposit,cd_ratio_as_on_september_2024,cd_ratio_as_on_september_2025,cd_ratio_as_on_september_2025_deposit,cd_ratio_dec_2018_amount_in_rs_crore,cd_ratio_december_2015_amount_in_rs_crore,cd_ratio_december_2016_amount_in_rs_crore,cd_ratio_december_2017_amount_in_rs_crore,cd_ratio_june_2016_amount_in_rs_crore,cd_ratio_june_2017_amount_in_rs_crore,cd_ratio_june_2018_amount_in_rs_crore,cd_ratio_march_2016_amount_in_rs_crore,cd_ratio_march_2017_amount_in_rs_crore,cd_ratio_march_2018_amount_in_rs_crore,cd_ratio_sept_2018_amount_in_rs_crore,cd_ratio_september_2016_amount_in_rs_crore,cd_ratio_september_2017_amount_in_rs_crore,variation_over_june_2015,variation_over_june_2016
September 2016,Murshidabad,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9983.61,,,-1.0
September 2016,Nadia,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17246.56,,,0.0
September 2016,Paschim Medinipur,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17513.99,,,0.0
September 2016,Purba Bardhaman,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48187.95,,,0.0
September 2016,Purba Medinipur,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16015.92,,,0.0
September 2016,Purulia,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7563.89,,,1.0
September 2016,Uttar Dinajpur,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859.54,,,-1.0
September 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168.52,,
September 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9532.33,,
September 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11449.79,,
September 2017,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886.28,,
September 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086.57,,
September 2017,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15504.8,,
September 2017,Hooghly,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35277.68,,
September 2017,Howrah,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26094.17,,
September 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6845.45,,
September 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282693.12,,
September 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.41,,
September 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11543.37,,
September 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19990.75,,
September 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17620.88,,
September 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54933.35,,
September 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19268.88,,
September 2017,Purulia,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7139.26,,
September 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4587.25,,
September 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,4452.42,,,,
September 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,9654.23,,,,
September 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,12122.73,,,,
September 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,8772.85,,,,
September 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,4285.33,,,,
September 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,17073.75,,,,
September 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,35548.23,,,,
September 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,29912.13,,,,
September 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,13789.52,,,,
September 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,3639.89,,,,
September 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,1078.48,,,,
September 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,312469.16,,,,
September 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,9512.21,,,,
September 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,12964.72,,,,
September 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,24721.53,,,,
September 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,30922.56,,,,
September 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,20613.98,,,,
September 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,24961.71,,,,
September 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,21752.66,,,,
September 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,8785.36,,,,
September 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,6723.56,,,,
September 2019,Alipurduar,,,,,,,1882.89,40.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96,,4638.31,,,,,,,,,,,,,,,,,,,,,,
September 2019,Bankura,,,,,,,4364.0,42.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.76,,10256.0,,,,,,,,,,,,,,,,,,,,,,
September 2019,Birbhum,,,,,,,5932.39,40.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.74,,14783.63,,,,,,,,,,,,,,,,,,,,,,
September 2019,Cooch Behar,,,,,,,5240.16,66.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,7829.57,,,,,,,,,,,,,,,,,,,,,,
September 2019,Dakshin Dinajpur,,,,,,,2248.31,53.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72,,4231.33,,,,,,,,,,,,,,,,,,,,,,
September 2019,Darjeeling,,,,,,,8888.23,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28,,15484.68,,,,,,,,,,,,,,,,,,,,,,
September 2019,Hooghly,,,,,,,12685.83,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,,42727.08,,,,,,,,,,,,,,,,,,,,,,
September 2019,Howrah,,,,,,,15850.55,43.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54,,36313.91,,,,,,,,,,,,,,,,,,,,,,
September 2019,Jalpaiguri,,,,,,,4981.4,43.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.15,,11568.93,,,,,,,,,,,,,,,,,,,,,,
September 2019,Jhargram,,,,,,,1461.5,40.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.84,,3575.91,,,,,,,,,,,,,,,,,,,,,,
September 2019,Kalimpong,,,,,,,480.81,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,,1489.3,,,,,,,,,,,,,,,,,,,,,,
September 2019,Kolkata,,,,,,,263909.96,84.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.35,,312100.28,,,,,,,,,,,,,,,,,,,,,,
September 2019,Malda,,,,,,,6337.96,54.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69,,11654.02,,,,,,,,,,,,,,,,,,,,,,
September 2019,Murshidabad,,,,,,,7241.17,55.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.11,,13160.1,,,,,,,,,,,,,,,,,,,,,,
September 2019,Nadia,,,,,,,14530.95,49.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36,,29576.63,,,,,,,,,,,,,,,,,,,,,,
September 2019,Paschim Bardhaman,,,,,,,10294.2,26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.65,,39420.79,,,,,,,,,,,,,,,,,,,,,,
September 2019,Paschim Medinipur,,,,,,,8768.3,45.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,19323.03,,,,,,,,,,,,,,,,,,,,,,
September 2019,Purba Bardhaman,,,,,,,10323.62,40.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,25459.53,,,,,,,,,,,,,,,,,,,,,,
September 2019,Purba Medinipur,,,,,,,10154.66,42.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.31,,24088.36,,,,,,,,,,,,,,,,,,,,,,
September 2019,Purulia,,,,,,,3482.0,46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.27,,7484.0,,,,,,,,,,,,,,,,,,,,,,
September 2019,Uttar Dinajpur,,,,,,,3879.0,55.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93,,6942.0,,,,,,,,,,,,,,,,,,,,,,
September 2020,Alipurduar,,,,,,,2432.77,40.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59,,6041.83,,,,,,,,,,,,,,,,,,,,,
September 2020,Bankura,,,,,,,5314.0,43.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55,,12231.0,,,,,,,,,,,,,,,,,,,,,
September 2020,Birbhum,,,,,,,6301.45,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.13,,15679.32,,,,,,,,,,,,,,,,,,,,,
September 2020,Cooch Behar,,,,,,,6308.47,79.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.93,,7927.95,,,,,,,,,,,,,,,,,,,,,
September 2020,Dakshin Dinajpur,,,,,,,2573.43,58.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.13,,4404.91,,,,,,,,,,,,,,,,,,,,,
September 2020,Darjeeling,,,,,,,11122.63,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,,18262.65,,,,,,,,,,,,,,,,,,,,,
September 2020,Hooghly,,,,,,,14397.17,31.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,,45761.57,,,,,,,,,,,,,,,,,,,,,
September 2020,Howrah,,,,,,,15707.45,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65,,39018.41,,,,,,,,,,,,,,,,,,,,,
September 2020,Jalpaiguri,,,,,,,4746.52,58.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06,,8080.7,,,,,,,,,,,,,,,,,,,,,
September 2020,Jhargram,,,,,,,1643.43,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87,,4102.52,,,,,,,,,,,,,,,,,,,,,
September 2020,Kalimpong,,,,,,,571.52,37.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.28,,1541.88,,,,,,,,,,,,,,,,,,,,,
September 2020,Kolkata,,,,,,,247014.74,76.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56,,322532.75,,,,,,,,,,,,,,,,,,,,,
September 2020,Malda,,,,,,,6497.45,54.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.38,,11998.84,,,,,,,,,,,,,,,,,,,,,
September 2020,Murshidabad,,,,,,,8985.98,43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.02,,20505.5,,,,,,,,,,,,,,,,,,,,,
September 2020,Nadia,,,,,,,14932.11,50.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.13,,29327.12,,,,,,,,,,,,,,,,,,,,,
September 2020,Paschim Bardhaman,,,,,,,15503.11,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11,,38468.41,,,,,,,,,,,,,,,,,,,,,
September 2020,Paschim Medinipur,,,,,,,10461.38,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55,,21615.05,,,,,,,,,,,,,,,,,,,,,
September 2020,Purba Bardhaman,,,,,,,11873.75,43.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38,,27116.14,,,,,,,,,,,,,,,,,,,,,
September 2020,Purba Medinipur,,,,,,,11164.39,40.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.16,,27556.98,,,,,,,,,,,,,,,,,,,,,
September 2020,Purulia,,,,,,,4335.0,55.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.53,,7841.0,,,,,,,,,,,,,,,,,,,,,
September 2020,Uttar Dinajpur,,,,,,,4492.84,59.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.88,,7495.52,,,,,,,,,,,,,,,,,,,,,
September 2021,Alipurduar,,,,,,,3077.56,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18,,,,,,,,,,,,,,,,6676.31,,,,,,,,,,,,,,,,,,,
September 2021,Bankura,,,,,,,5778.0,46.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01,,,,,,,,,,,,,,,,12526.0,,,,,,,,,,,,,,,,,,,
September 2021,Birbhum,,,,,,,6810.94,40.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.09,,,,,,,,,,,,,,,,16853.07,,,,,,,,,,,,,,,,,,,
September 2021,Cooch Behar,,,,,,,6777.14,72.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,9411.22,,,,,,,,,,,,,,,,,,,
September 2021,Dakshin Dinajpur,,,,,,,2853.47,61.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21,,,,,,,,,,,,,,,,4676.47,,,,,,,,,,,,,,,,,,,
September 2021,Darjeeling,,,,,,,12072.21,57.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,,,,,,,,,,,,,,,20878.05,,,,,,,,,,,,,,,,,,,
September 2021,Hooghly,,,,,,,14936.37,31.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08,,,,,,,,,,,,,,,,47254.74,,,,,,,,,,,,,,,,,,,
September 2021,Howrah,,,,,,,19624.83,42.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86,,,,,,,,,,,,,,,,46590.94,,,,,,,,,,,,,,,,,,,
September 2021,Jalpaiguri,,,,,,,4501.53,46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.09,,,,,,,,,,,,,,,,9624.88,,,,,,,,,,,,,,,,,,,
September 2021,Jhargram,,,,,,,1702.72,40.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03,,,,,,,,,,,,,,,,4255.17,,,,,,,,,,,,,,,,,,,
September 2021,Kalimpong,,,,,,,714.29,40.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.04,,,,,,,,,,,,,,,,1781.51,,,,,,,,,,,,,,,,,,,
September 2021,Kolkata,,,,,,,237321.44,60.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06,,,,,,,,,,,,,,,,395438.87,,,,,,,,,,,,,,,,,,,
September 2021,Malda,,,,,,,7052.65,56.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.83,,,,,,,,,,,,,,,,12472.79,,,,,,,,,,,,,,,,,,,
September 2021,Murshidabad,,,,,,,9678.23,42.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.62,,,,,,,,,,,,,,,,22597.67,,,,,,,,,,,,,,,,,,,
September 2021,Nadia,,,,,,,15825.2,49.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.02,,,,,,,,,,,,,,,,31810.61,,,,,,,,,,,,,,,,,,,
September 2021,Paschim Bardhaman,,,,,,,17228.16,41.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59,,,,,,,,,,,,,,,,41358.43,,,,,,,,,,,,,,,,,,,
September 2021,Paschim Medinipur,,,,,,,11361.94,44.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37,,,,,,,,,,,,,,,,25470.61,,,,,,,,,,,,,,,,,,,
September 2021,Purba Bardhaman,,,,,,,12484.02,47.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.58,,,,,,,,,,,,,,,,26108.65,,,,,,,,,,,,,,,,,,,
September 2021,Purba Medinipur,,,,,,,12603.16,44.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.65,,,,,,,,,,,,,,,,28290.22,,,,,,,,,,,,,,,,,,,
September 2021,Purulia,,,,,,,4011.0,47.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.58,,,,,,,,,,,,,,,,8414.0,,,,,,,,,,,,,,,,,,,
September 2021,Uttar Dinajpur,,,,,,,4795.81,61.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.63,,,,,,,,,,,,,,,,7781.36,,,,,,,,,,,,,,,,,,,
September 2022,Alipurduar,,,,,,,3542.8,52.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,6764.68,,,,,,,,,,,,,,,,,,
September 2022,Bankura,,,,,,,8057.0,50.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.13,,16047.0,,,,,,,,,,,,,,,,,,
September 2022,Birbhum,,,,,,,8296.49,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41,,18662.56,,,,,,,,,,,,,,,,,,
September 2022,Cooch Behar,,,,,,,8138.39,79.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01,,10251.67,,,,,,,,,,,,,,,,,,
September 2022,Dakshin Dinajpur,,,,,,,3348.7,64.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.02,,5221.53,,,,,,,,,,,,,,,,,,
September 2022,Darjeeling,,,,,,,13663.99,61.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.82,,22392.9,,,,,,,,,,,,,,,,,,
September 2022,Hooghly,,,,,,,22086.61,40.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.61,,53958.89,,,,,,,,,,,,,,,,,,
September 2022,Howrah,,,,,,,22722.35,45.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.12,,49845.82,,,,,,,,,,,,,,,,,,
September 2022,Jalpaiguri,,,,,,,7535.12,65.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.77,,11508.29,,,,,,,,,,,,,,,,,,
September 2022,Jhargram,,,,,,,1860.56,41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,,4526.03,,,,,,,,,,,,,,,,,,
September 2022,Kalimpong,,,,,,,867.11,45.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.09,,1899.75,,,,,,,,,,,,,,,,,,
September 2022,Kolkata,,,,,,,266831.59,62.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.01,,426846.43,,,,,,,,,,,,,,,,,,
September 2022,Malda,,,,,,,7828.76,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.54,,13284.44,,,,,,,,,,,,,,,,,,
September 2022,Murshidabad,,,,,,,11291.19,47.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.83,,23801.69,,,,,,,,,,,,,,,,,,
