period,district,aadhaar_card_seeded,aadhaar_seeded,aadhaar_seeded_3761210,aadhaar_seeded_3874646,aadhaar_seeded_4002741,aadhaar_seeded_4113298,aadhaar_seeded_4183424,aadhaar_seeded_4222009,aadhaar_seeded_42_92_579,ar_cu_psaycard_issued,balance,female,female_a_c,female_a_c_2567394,female_a_c_2639473,female_a_c_2661523,female_a_c_2682533,female_a_c_2720901,female_a_c_2753573,female_a_c_2768521,female_a_c_28_02_794,male,male_a_c,male_a_c_1854039,male_a_c_1908659,male_a_c_1931666,male_a_c_1960628,male_a_c_2000056,male_a_c_2026152,male_a_c_2030800,male_a_c_20_62_767,of_enrolment,rupay_card_account,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rupaycard_issued_3006416,rupaycard_issued_3070738,rupaycard_issued_3174511,rupaycard_issued_3232323,rupaycard_issued_3296888,rupaycard_issued_3341398,rupaycard_issued_34_02_322,rural,rural_a_c,rural_a_c_2593735,rural_a_c_2668797,rural_a_c_2694381,rural_a_c_2741997,rural_a_c_2792432,rural_a_c_2824832,rural_a_c_2834846,rural_a_c_31_20_736,sr_no_1,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_a_c_4421433,total_a_c_4548132,total_a_c_4593189,total_a_c_4643161,total_a_c_4720957,total_a_c_4779725,total_a_c_4799321,total_a_c_48_65_561,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_2046_39,total_deposit_2175_21,total_deposit_2239_88,total_deposit_2363_54,total_deposit_2402_88,total_deposit_2415_17,total_deposit_2_516_38,total_deposit_cr_2163_45,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_enrolment_uner_social_security_schemes_40_48_430,total_enrolment_uner_social_security_schemes_41_57_435,total_enrolment_uner_social_security_schemes_43_73_125,total_enrolment_uner_social_security_schemes_46_07_397,total_enrolment_uner_social_security_schemes_48_65_207,total_enrolment_uner_social_security_schemes_49_88_793,total_enrolment_uner_social_security_schemes_52_64_795,total_no_of_apy,total_no_of_apy_4_31_310,total_no_of_apy_4_46_422,total_no_of_apy_4_69_652,total_no_of_apy_4_90_267,total_no_of_apy_5_17_805,total_no_of_apy_5_35_428,total_no_of_apy_5_64_827,total_no_of_pmjjby,total_no_of_pmjjby_10_77_432,total_no_of_pmjjby_11_68_287,total_no_of_pmjjby_12_00_599,total_no_of_pmjjby_12_82_427,total_no_of_pmjjby_9_17_862,total_no_of_pmjjby_9_44_643,total_no_of_pmjjby_9_98_272,total_no_of_pmsby,total_no_of_pmsby_26_99_258,total_no_of_pmsby_27_66_370,total_no_of_pmsby_29_05_201,total_no_of_pmsby_30_39_698,total_no_of_pmsby_31_79_115,total_no_of_pmsby_32_52_766,total_no_of_pmsby_34_17_541,total_no_pmjdy_a_c,total_no_pmjdy_a_c_45_48_132,total_no_pmjdy_a_c_45_93_189,total_no_pmjdy_a_c_46_43_161,total_no_pmjdy_a_c_47_20_957,total_no_pmjdy_a_c_47_79_725,total_no_pmjdy_a_c_47_99_321,total_no_pmjdy_a_c_48_65_561,urban,urban_a_c,urban_a_c_17_44_825,urban_a_c_1827698,urban_a_c_1879335,urban_a_c_1898808,urban_a_c_1901164,urban_a_c_1928525,urban_a_c_1954893,urban_a_c_1964475,zero_balance_a_c_s,zero_balance_account,zero_balance_account_235497,zero_balance_account_239234,zero_balance_account_241152,zero_balance_account_247758,zero_balance_account_253868,zero_balance_account_261601,zero_balance_account_264148,zero_balance_account_2_67_080
December 2024,Cooch Behar,,,,,,1512026.0,,,,,,,,,,,,966989.0,,,,,,,,,,766033.0,,,,,,,,,,,,1328161.0,,,,,,,,,,1252472.0,,,,6.0,,,,,,,,,,,,,,,,1733022.0,,,,,,,,,,,549.04,,,,,,,,,,,1714463.0,,,,,,,,211204.0,,,,,426229.0,,,,,,,,,,,1077030.0,,,,,,,,1733022.0,,,,,,,,,,,480550.0,,,,,,,,,,106656.0,,
December 2024,Darjeeling,,,,,,582099.0,,,,,,,,,,,,390955.0,,,,,,,,,,275243.0,,,,,,,,,,,,524751.0,,,,,,,,,,313795.0,,,,7.0,,,,,,,,,,,,,,,,666198.0,,,,,,,,,,,417.04,,,,,,,,,,,1264004.0,,,,,,,,115685.0,,,,,368547.0,,,,,,,,,,,779772.0,,,,,,,,666198.0,,,,,,,,,,,352403.0,,,,,,,,,,43816.0,,
December 2024,Hooghly,,,,,,2248328.0,,,,,,,,,,,,1494011.0,,,,,,,,,,1026296.0,,,,,,,,,,,,1586914.0,,,,,,,,,,1723044.0,,,,10.0,,,,,,,,,,,,,,,,2520307.0,,,,,,,,,,,1415.33,,,,,,,,,,,2876024.0,,,,,,,,341632.0,,,,,696649.0,,,,,,,,,,,1837743.0,,,,,,,,2520307.0,,,,,,,,,,,797263.0,,,,,,,,,,109211.0,,
December 2024,Howrah,,,,,,1910786.0,,,,,,,,,,,,1264577.0,,,,,,,,,,894065.0,,,,,,,,,,,,1435411.0,,,,,,,,,,1417525.0,,,,11.0,,,,,,,,,,,,,,,,2158642.0,,,,,,,,,,,1122.39,,,,,,,,,,,2253891.0,,,,,,,,252357.0,,,,,543995.0,,,,,,,,,,,1457539.0,,,,,,,,2158642.0,,,,,,,,,,,741117.0,,,,,,,,,,77662.0,,
December 2024,Jalpaiguri,,,,,,1431516.0,,,,,,,,,,,,929704.0,,,,,,,,,,690925.0,,,,,,,,,,,,1172400.0,,,,,,,,,,1081543.0,,,,12.0,,,,,,,,,,,,,,,,1620629.0,,,,,,,,,,,725.41,,,,,,,,,,,1719909.0,,,,,,,,201562.0,,,,,460561.0,,,,,,,,,,,1057786.0,,,,,,,,1620629.0,,,,,,,,,,,539086.0,,,,,,,,,,109097.0,,
December 2024,Jhargram,,,,,,404908.0,,,,,,,,,,,,273020.0,,,,,,,,,,221135.0,,,,,,,,,,,,265170.0,,,,,,,,,,460168.0,,,,13.0,,,,,,,,,,,,,,,,494155.0,,,,,,,,,,,303.48,,,,,,,,,,,528754.0,,,,,,,,44590.0,,,,,128921.0,,,,,,,,,,,355243.0,,,,,,,,494155.0,,,,,,,,,,,33987.0,,,,,,,,,,26615.0,,
December 2024,Kalimpong,,,,,,27010.0,,,,,,,,,,,,17930.0,,,,,,,,,,14535.0,,,,,,,,,,,,28107.0,,,,,,,,,,19871.0,,,,14.0,,,,,,,,,,,,,,,,32465.0,,,,,,,,,,,22.95,,,,,,,,,,,78554.0,,,,,,,,6826.0,,,,,22869.0,,,,,,,,,,,48859.0,,,,,,,,32465.0,,,,,,,,,,,12594.0,,,,,,,,,,1592.0,,
December 2024,Kolkata,,,,,,829003.0,,,,,,,,,,,,560368.0,,,,,,,,,,445847.0,,,,,,,,,,,,771436.0,,,,,,,,,,8114.0,,,,15.0,,,,,,,,,,,,,,,,1006215.0,,,,,,,,,,,438.69,,,,,,,,,,,2710575.0,,,,,,,,223597.0,,,,,564198.0,,,,,,,,,,,1922780.0,,,,,,,,1006215.0,,,,,,,,,,,998101.0,,,,,,,,,,107060.0,,
December 2024,Malda,,,,,,3126272.0,,,,,,,,,,,,2024642.0,,,,,,,,,,1529222.0,,,,,,,,,,,,1938820.0,,,,,,,,,,3078594.0,,,,16.0,,,,,,,,,,,,,,,,3553864.0,,,,,,,,,,,1298.42,,,,,,,,,,,2469793.0,,,,,,,,316334.0,,,,,615893.0,,,,,,,,,,,1537566.0,,,,,,,,3553864.0,,,,,,,,,,,475270.0,,,,,,,,,,312746.0,,
December 2024,Murshidabad,,,,,,4253426.0,,,,,,,,,,,,2746594.0,,,,,,,,,,2155019.0,,,,,,,,,,,,3353394.0,,,,,,,,,,3644415.0,,,,19.0,,,,,,,,,,,,,,,,4901613.0,,,,,,,,,,,1741.55,,,,,,,,,,,4366956.0,,,,,,,,529420.0,,,,,1056946.0,,,,,,,,,,,2780590.0,,,,,,,,4901613.0,,,,,,,,,,,1257198.0,,,,,,,,,,356806.0,,
December 2024,Nadia,,,,,,2774851.0,,,,,,,,,,,,1877264.0,,,,,,,,,,1414988.0,,,,,,,,,,,,2131455.0,,,,,,,,,,2218660.0,,,,20.0,,,,,,,,,,,,,,,,3292252.0,,,,,,,,,,,1456.57,,,,,,,,,,,2837391.0,,,,,,,,319487.0,,,,,656779.0,,,,,,,,,,,1861125.0,,,,,,,,3292252.0,,,,,,,,,,,1073592.0,,,,,,,,,,231775.0,,
December 2024,Paschim Bardhaman,,,,,,1328645.0,,,,,,,,,,,,1015236.0,,,,,,,,,,539181.0,,,,,,,,,,,,791095.0,,,,,,,,,,881499.0,,,,21.0,,,,,,,,,,,,,,,,1554417.0,,,,,,,,,,,620.61,,,,,,,,,,,1777827.0,,,,,,,,74419.0,,,,,444563.0,,,,,,,,,,,1258845.0,,,,,,,,1554417.0,,,,,,,,,,,672918.0,,,,,,,,,,76827.0,,
December 2024,Purba Bardhaman,,,,,,2028074.0,,,,,,,,,,,,1382696.0,,,,,,,,,,953210.0,,,,,,,,,,,,1715420.0,,,,,,,,,,1780405.0,,,,22.0,,,,,,,,,,,,,,,,2335906.0,,,,,,,,,,,1125.03,,,,,,,,,,,2157681.0,,,,,,,,334313.0,,,,,614835.0,,,,,,,,,,,1208533.0,,,,,,,,2335906.0,,,,,,,,,,,555501.0,,,,,,,,,,81966.0,,
December 2024,Purulia,,,,,,1873049.0,,,,,,,,,,,,1175146.0,,,,,,,,,,988004.0,,,,,,,,,,,,1271532.0,,,,,,,,,,1800597.0,,,,23.0,,,,,,,,,,,,,,,,2163150.0,,,,,,,,,,,1309.87,,,,,,,,,,,1466375.0,,,,,,,,155598.0,,,,,358384.0,,,,,,,,,,,952393.0,,,,,,,,2163150.0,,,,,,,,,,,362553.0,,,,,,,,,,159366.0,,
June 2016,Alipurduar,23229.0,,,,,,,,,,,28531.0,,,,,,,,,,26353.0,,,,,,,,,,,54141.0,,,,,,,,,,,34347.0,,,,,,,,,,,,,,,,,,,,54884.0,,,,,,,,,,,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20537.0,,,,,,,,,,,9501.0,,,,,,,,
June 2016,Bankura,226472.0,,,,,,,,,,,487411.0,,,,,,,,,,497774.0,,,,,,,,,,,590018.0,,,,,,,,,,,859506.0,,,,,,,,,,,,,,,,,,,,985185.0,,,,,,,,,,,213.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125679.0,,,,,,,,,,,205889.0,,,,,,,,
June 2016,Birbhum,313788.0,,,,,,,,,,,404194.0,,,,,,,,,,548833.0,,,,,,,,,,,656559.0,,,,,,,,,,,714856.0,,,,,,,,,,,,,,,,,,,,953027.0,,,,,,,,,,,152.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238171.0,,,,,,,,,,,205972.0,,,,,,,,
June 2016,Dakshin Dinajpur,145193.0,,,,,,,,,,,248546.0,,,,,,,,,,252982.0,,,,,,,,,,,337538.0,,,,,,,,,,,445664.0,,,,,,,,,,,,,,,,,,,,501528.0,,,,,,,,,,,72.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55864.0,,,,,,,,,,,126830.0,,,,,,,,
June 2016,Jalpaiguri,359186.0,,,,,,,,,,,484667.0,,,,,,,,,,425161.0,,,,,,,,,,,682893.0,,,,,,,,,,,501787.0,,,,,,,,,,,,,,,,,,,,909828.0,,,,,,,,,,,201.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041.0,,,,,,,,,,,201787.0,,,,,,,,
June 2016,Kolkata,310274.0,,,,,,,,,,,315857.0,,,,,,,,,,413242.0,,,,,,,,,,,602672.0,,,,,,,,,,,13757.0,,,,,,,,,,,,,,,,,,,,729099.0,,,,,,,,,,,541.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715342.0,,,,,,,,,,,120360.0,,,,,,,,
June 2016,Malda,342363.0,,,,,,,,,,,614369.0,,,,,,,,,,564387.0,,,,,,,,,,,715771.0,,,,,,,,,,,1094352.0,,,,,,,,,,,,,,,,,,,,1178756.0,,,,,,,,,,,243.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84404.0,,,,,,,,,,,279467.0,,,,,,,,
June 2016,Murshidabad,624085.0,,,,,,,,,,,777337.0,,,,,,,,,,757507.0,,,,,,,,,,,990671.0,,,,,,,,,,,1012556.0,,,,,,,,,,,,,,,,,,,,1534844.0,,,,,,,,,,,353.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522288.0,,,,,,,,,,,372450.0,,,,,,,,
June 2016,Nadia,374937.0,,,,,,,,,,,651307.0,,,,,,,,,,668669.0,,,,,,,,,,,924079.0,,,,,,,,,,,839687.0,,,,,,,,,,,,,,,,,,,,1319976.0,,,,,,,,,,,339.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480289.0,,,,,,,,,,,285310.0,,,,,,,,
June 2016,North 24 Parganas,633188.0,,,,,,,,,,,858866.0,,,,,,,,,,878184.0,,,,,,,,,,,1338045.0,,,,,,,,,,,909679.0,,,,,,,,,,,,,,,,,,,,1737050.0,,,,,,,,,,,656.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827371.0,,,,,,,,,,,299717.0,,,,,,,,
June 2016,Paschim Medinipur,353330.0,,,,,,,,,,,555562.0,,,,,,,,,,605827.0,,,,,,,,,,,801350.0,,,,,,,,,,,939055.0,,,,,,,,,,,,,,,,,,,,1161389.0,,,,,,,,,,,318.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222334.0,,,,,,,,,,,153134.0,,,,,,,,
June 2016,Purba Bardhaman,417670.0,,,,,,,,,,,548446.0,,,,,,,,,,688568.0,,,,,,,,,,,880852.0,,,,,,,,,,,825528.0,,,,,,,,,,,,,,,,,,,,1237014.0,,,,,,,,,,,345.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411486.0,,,,,,,,,,,231478.0,,,,,,,,
June 2016,Purba Medinipur,244797.0,,,,,,,,,,,497553.0,,,,,,,,,,531449.0,,,,,,,,,,,742428.0,,,,,,,,,,,873770.0,,,,,,,,,,,,,,,,,,,,1029002.0,,,,,,,,,,,268.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155232.0,,,,,,,,,,,146201.0,,,,,,,,
June 2016,Uttar Dinajpur,228553.0,,,,,,,,,,,553777.0,,,,,,,,,,540766.0,,,,,,,,,,,685244.0,,,,,,,,,,,874234.0,,,,,,,,,,,,,,,,,,,,1094543.0,,,,,,,,,,,115.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220309.0,,,,,,,,,,,355892.0,,,,,,,,
June 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42911.0,,,58546.0,32002.0,59335.0,21.19,27333.0,5736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968107.0,,,1120733.0,1194812.0,1390996.0,410.14,196184.0,212598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003853.0,,,854038.0,1015556.0,1362076.0,263.43,346520.0,252873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486843.0,,,590591.0,639305.0,718161.0,135.98,78856.0,124735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982639.0,,,949054.0,711677.0,1327327.0,319.0,615650.0,201834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551316.0,,,740863.0,10136.0,818317.0,932.82,808181.0,111629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141715.0,,,1339879.0,1579327.0,1699321.0,448.13,119994.0,278679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673975.0,,,1660150.0,1550841.0,2413651.0,629.35,862810.0,373208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203764.0,,,1488653.0,1148952.0,1875859.0,578.22,726907.0,276003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314246.0,,,1353754.0,1402999.0,1732938.0,610.5,329939.0,189903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318305.0,,,1227436.0,1182878.0,1778853.0,699.9,595975.0,277764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094319.0,,,1239819.0,1310907.0,1552903.0,504.32,241996.0,169126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928921.0,,,1234798.0,1224536.0,1554778.0,226.59,330242.0,354236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2022,Alipurduar,,204676.0,,,,,,,,,,,133157.0,,,,,,,,,,102080.0,,,,,,,,,,,,,186497.0,,,,,,,,,161425.0,,,,,,,,,,,,,,,,,,,,235237.0,,,,,,,,,,,,73.65,,,,,,,,,,,402046.0,,,,,,,,42611.0,,,,,,,,96998.0,,,,,,,,262437.0,,,,,,,,235237.0,,,,,,,,,73812.0,,,,,,,,,25169.0,,,,,,,,,
June 2022,Bankura,,1715711.0,,,,,,,,,,,1158047.0,,,,,,,,,,922518.0,,,,,,,,,,,,,1168679.0,,,,,,,,,1821202.0,,,,,,,,,,,,,,,,,,,,2080565.0,,,,,,,,,,,,963.13,,,,,,,,,,,1040973.0,,,,,,,,101596.0,,,,,,,,193450.0,,,,,,,,745927.0,,,,,,,,2080565.0,,,,,,,,,259363.0,,,,,,,,,112609.0,,,,,,,,,
June 2022,Birbhum,,1748265.0,,,,,,,,,,,1230478.0,,,,,,,,,,908052.0,,,,,,,,,,,,,1300085.0,,,,,,,,,1716214.0,,,,,,,,,,,,,,,,,,,,2138530.0,,,,,,,,,,,,723.46,,,,,,,,,,,1304527.0,,,,,,,,154695.0,,,,,,,,337497.0,,,,,,,,812335.0,,,,,,,,2138530.0,,,,,,,,,422316.0,,,,,,,,,139562.0,,,,,,,,,
June 2022,Cooch Behar,,1221950.0,,,,,,,,,,,819415.0,,,,,,,,,,639254.0,,,,,,,,,,,,,1144521.0,,,,,,,,,1027902.0,,,,,,,,,,,,,,,,,,,,1458669.0,,,,,,,,,,,,329.7,,,,,,,,,,,898767.0,,,,,,,,127292.0,,,,,,,,202010.0,,,,,,,,569465.0,,,,,,,,1458669.0,,,,,,,,,430767.0,,,,,,,,,86371.0,,,,,,,,,
June 2022,Dakshin Dinajpur,,893916.0,,,,,,,,,,,626220.0,,,,,,,,,,468959.0,,,,,,,,,,,,,618024.0,,,,,,,,,908194.0,,,,,,,,,,,,,,,,,,,,1095179.0,,,,,,,,,,,,294.89,,,,,,,,,,,548406.0,,,,,,,,60641.0,,,,,,,,113450.0,,,,,,,,374315.0,,,,,,,,1095179.0,,,,,,,,,186985.0,,,,,,,,,70456.0,,,,,,,,,
June 2022,Hooghly,,1877209.0,,,,,,,,,,,1291572.0,,,,,,,,,,893107.0,,,,,,,,,,,,,1354586.0,,,,,,,,,1483976.0,,,,,,,,,,,,,,,,,,,,2184679.0,,,,,,,,,,,,933.23,,,,,,,,,,,1519853.0,,,,,,,,191196.0,,,,,,,,331580.0,,,,,,,,997077.0,,,,,,,,2184679.0,,,,,,,,,700703.0,,,,,,,,,99838.0,,,,,,,,,
June 2022,Howrah,,1579832.0,,,,,,,,,,,1100375.0,,,,,,,,,,765073.0,,,,,,,,,,,,,1230846.0,,,,,,,,,1231796.0,,,,,,,,,,,,,,,,,,,,1865448.0,,,,,,,,,,,,751.28,,,,,,,,,,,1208568.0,,,,,,,,155516.0,,,,,,,,278453.0,,,,,,,,774599.0,,,,,,,,1865448.0,,,,,,,,,633652.0,,,,,,,,,86971.0,,,,,,,,,
June 2022,Jalpaiguri,,1417439.0,,,,,,,,,,,968002.0,,,,,,,,,,715288.0,,,,,,,,,,,,,1286594.0,,,,,,,,,1098724.0,,,,,,,,,,,,,,,,,,,,1683290.0,,,,,,,,,,,,581.12,,,,,,,,,,,912999.0,,,,,,,,120720.0,,,,,,,,229845.0,,,,,,,,562434.0,,,,,,,,1683290.0,,,,,,,,,584566.0,,,,,,,,,100023.0,,,,,,,,,
June 2022,Kolkata,,623930.0,,,,,,,,,,,436871.0,,,,,,,,,,352731.0,,,,,,,,,,,,,576910.0,,,,,,,,,6292.0,,,,,,,,,,,,,,,,,,,,789602.0,,,,,,,,,,,,303.96,,,,,,,,,,,1783084.0,,,,,,,,143957.0,,,,,,,,371033.0,,,,,,,,1268094.0,,,,,,,,789602.0,,,,,,,,,783310.0,,,,,,,,,73863.0,,,,,,,,,
June 2022,Malda,,2526173.0,,,,,,,,,,,1717856.0,,,,,,,,,,1249790.0,,,,,,,,,,,,,1504143.0,,,,,,,,,2540918.0,,,,,,,,,,,,,,,,,,,,2967646.0,,,,,,,,,,,,924.56,,,,,,,,,,,1349435.0,,,,,,,,187660.0,,,,,,,,275716.0,,,,,,,,886059.0,,,,,,,,2967646.0,,,,,,,,,426728.0,,,,,,,,,262877.0,,,,,,,,,
June 2022,Murshidabad,,3352211.0,,,,,,,,,,,2298971.0,,,,,,,,,,1717760.0,,,,,,,,,,,,,2664517.0,,,,,,,,,2898964.0,,,,,,,,,,,,,,,,,,,,4016731.0,,,,,,,,,,,,1195.38,,,,,,,,,,,2297939.0,,,,,,,,306445.0,,,,,,,,405949.0,,,,,,,,1585545.0,,,,,,,,4016731.0,,,,,,,,,1117767.0,,,,,,,,,249035.0,,,,,,,,,
June 2022,Nadia,,2271523.0,,,,,,,,,,,1625288.0,,,,,,,,,,1195667.0,,,,,,,,,,,,,1798686.0,,,,,,,,,1898960.0,,,,,,,,,,,,,,,,,,,,2820955.0,,,,,,,,,,,,984.38,,,,,,,,,,,1515668.0,,,,,,,,189893.0,,,,,,,,265537.0,,,,,,,,1060238.0,,,,,,,,2820955.0,,,,,,,,,921995.0,,,,,,,,,189145.0,,,,,,,,,
June 2022,North 24 Parganas,,3322021.0,,,,,,,,,,,2320253.0,,,,,,,,,,1655684.0,,,,,,,,,,,,,2642413.0,,,,,,,,,2313917.0,,,,,,,,,,,,,,,,,,,,3975937.0,,,,,,,,,,,,1598.78,,,,,,,,,,,2572475.0,,,,,,,,294684.0,,,,,,,,503592.0,,,,,,,,1774199.0,,,,,,,,3975937.0,,,,,,,,,1662020.0,,,,,,,,,200569.0,,,,,,,,,
June 2022,Paschim Medinipur,,2336142.0,,,,,,,,,,,1611155.0,,,,,,,,,,1189436.0,,,,,,,,,,,,,1590858.0,,,,,,,,,2375645.0,,,,,,,,,,,,,,,,,,,,2800591.0,,,,,,,,,,,,1233.2,,,,,,,,,,,1674188.0,,,,,,,,200448.0,,,,,,,,317575.0,,,,,,,,1156165.0,,,,,,,,2800591.0,,,,,,,,,424946.0,,,,,,,,,129107.0,,,,,,,,,
June 2022,Purba Bardhaman,,2750107.0,,,,,,,,,,,2097441.0,,,,,,,,,,1274479.0,,,,,,,,,,,,,2138654.0,,,,,,,,,2331973.0,,,,,,,,,,,,,,,,,,,,3371920.0,,,,,,,,,,,,1075.82,,,,,,,,,,,2028239.0,,,,,,,,228563.0,,,,,,,,467243.0,,,,,,,,1332433.0,,,,,,,,3371920.0,,,,,,,,,1039947.0,,,,,,,,,167095.0,,,,,,,,,
June 2022,Purba Medinipur,,2067321.0,,,,,,,,,,,1385805.0,,,,,,,,,,1086898.0,,,,,,,,,,,,,1456554.0,,,,,,,,,2269153.0,,,,,,,,,,,,,,,,,,,,2472703.0,,,,,,,,,,,,1129.32,,,,,,,,,,,1450521.0,,,,,,,,234064.0,,,,,,,,254678.0,,,,,,,,961779.0,,,,,,,,2472703.0,,,,,,,,,203550.0,,,,,,,,,103454.0,,,,,,,,,
June 2022,Purulia,,1534225.0,,,,,,,,,,,1009711.0,,,,,,,,,,828183.0,,,,,,,,,,,,,1066609.0,,,,,,,,,1541732.0,,,,,,,,,,,,,,,,,,,,1837894.0,,,,,,,,,,,,825.73,,,,,,,,,,,687112.0,,,,,,,,76880.0,,,,,,,,149687.0,,,,,,,,460545.0,,,,,,,,1837894.0,,,,,,,,,296162.0,,,,,,,,,137563.0,,,,,,,,,
