district,aadhaar_authenticated_sb_accounts,first_time_active_rupay_card,inactive_csps,rupay_card_active_in_pmjdy,rupay_card_issued_in_kcc
Aizawl,135320,25649,1,47564,2063
Champhai,13207,3120,0,5363,313
Hnahthial,3287,2993,0,3350,65
Khawzawl,2910,770,0,3097,243
Kolasib,10467,6463,0,9446,543
Lawngtlai,13021,11081,0,16137,248
Lunglei,16656,8882,1,17405,430
Mamit,6023,2410,0,5194,163
Saiha,8236,2995,0,6647,780
Saitual,2403,1647,0,2618,115
Serchhip,7177,1931,0,5716,563
