district,47,45,12
East Garo Hills,57,56,15
East Jaintia Hills,105,102,27
East Khasi Hills,192,183,188
Eastern West Khasi Hills,47,45,12
North Garo Hills,87,81,10
Ri Bhoi,108,104,47
South Garo Hills,57,57,7
South West Garo Hills,90,90,13
South West Khasi Hills,25,25,7
West Garo Hills,395,362,44
West Jaintia Hills,104,94,43
West Khasi Hills,105,102,16
