table_id,state,indicator,file,codepath,quarters_present,usable_run,fill_pct,last_quarter,int_score,use_score,arr_score,integrity_flags,useful_flags,arrange_flags,unit_declared,unit_source,tier,verify_n,error_rate_ub95,disposition,recon_checks,recon_fails,recon_fail_rate
bihar__sui,bihar,sui,bihar_sui.csv,hybrid,3,3,54.5,June 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__sui_2,bihar,sui_2,bihar_sui_2.csv,hybrid,2,2,54.5,March 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__total_npa,bihar,total_npa,bihar_total_npa.csv,hybrid,5,4,41.1,September 2025,100,75,25,,SPARSE,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__total_npa_2,bihar,total_npa_2,bihar_total_npa_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__women_finance,bihar,women_finance,bihar_women_finance.csv,hybrid,5,4,60.0,September 2025,100,100,25,,,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
bihar__women_finance_2,bihar,women_finance_2,bihar_women_finance_2.csv,hybrid,1,1,100.0,December 2024,100,75,25,,NO_TREND,ORPHAN_COL;DATE_FORMAT;FY_NULL,crore (high),deposit_per_branch,,,,,0,0,
chhattisgarh__acp_target_achievement,chhattisgarh,acp_target_achievement,chhattisgarh_acp_target_achievement.csv,hybrid,14,14,100.0,December 2025,100,75,100,,NO_UNITS,,crore (high),deposit_per_branch,,,,,0,0,
chhattisgarh__atm_network,chhattisgarh,atm_network,chhattisgarh_atm_network.csv,hybrid,14,14,96.5,December 2025,75,75,100,NEGATIVE,NO_UNITS,,n/a,no-money-cols,,,,,0,0,
chhattisgarh__branch_network,chhattisgarh,branch_network,chhattisgarh_branch_network.csv,hybrid,14,14,96.6,December 2025,75,75,100,NEGATIVE,NO_UNITS,,n/a,no-money-cols,,,,,0,0,
chhattisgarh__credit_deposit_ratio,chhattisgarh,credit_deposit_ratio,chhattisgarh_credit_deposit_ratio.csv,hybrid,14,14,100.0,December 2025,75,75,100,NEGATIVE,NO_UNITS,,crore (high),deposit_per_branch,,,,,451,26,5.8
delhi__branch_network,delhi,branch_network,delhi_branch_network.csv,B/slug,13,13,100.0,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
delhi__credit_deposit_ratio,delhi,credit_deposit_ratio,delhi_credit_deposit_ratio.csv,B/slug,13,13,100.0,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,143,11,7.7
goa__branch_network,goa,branch_network,goa_branch_network.csv,B/slug,23,23,100.0,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
gujarat__aadhaar_authentication,gujarat,aadhaar_authentication,gujarat_aadhaar_authentication.csv,hybrid,2,1,100.0,December 2025,100,50,100,,NO_TREND;NO_UNITS,,n/a,no-money-cols,,,,,0,0,
gujarat__atm,gujarat,atm,gujarat_atm.csv,hybrid,29,22,81.4,December 2025,75,50,100,NEGATIVE,TARGET_ONLY;NO_UNITS,,n/a,no-money-cols,,,,,0,0,
gujarat__banking_parameter,gujarat,banking_parameter,gujarat_banking_parameter.csv,hybrid,30,21,98.3,December 2025,100,100,100,,,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__branch_network,gujarat,branch_network,gujarat_branch_network.csv,hybrid,28,22,81.4,December 2025,75,75,100,NEGATIVE,NO_UNITS,,n/a,no-money-cols,,,,,0,0,
gujarat__credit_deposit_ratio,gujarat,credit_deposit_ratio,gujarat_credit_deposit_ratio.csv,hybrid,36,36,98.6,December 2025,100,75,100,,NO_UNITS,,lakh (high),deposit_per_branch,,,,,1134,0,0.0
gujarat__kcc,gujarat,kcc,gujarat_kcc.csv,hybrid,9,9,70.7,December 2025,100,75,100,,NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__pmegp,gujarat,pmegp,gujarat_pmegp.csv,hybrid,10,10,96.0,December 2025,100,50,100,,TARGET_ONLY;NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__pmjdy,gujarat,pmjdy,gujarat_pmjdy.csv,hybrid,1,1,100.0,December 2025,100,50,100,,NO_TREND;NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__pmmy,gujarat,pmmy,gujarat_pmmy.csv,hybrid,1,1,91.2,December 2025,100,50,100,,NO_TREND;NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__rseti,gujarat,rseti,gujarat_rseti.csv,hybrid,10,10,99.1,December 2025,100,75,100,,TARGET_ONLY,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__sacp,gujarat,sacp,gujarat_sacp.csv,hybrid,26,19,96.6,December 2025,100,75,100,,NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
gujarat__sarfaesi,gujarat,sarfaesi,gujarat_sarfaesi.csv,hybrid,9,8,100.0,December 2025,100,75,100,,NO_UNITS,,n/a,no-money-cols,,,,,0,0,
gujarat__social_security_schemes,gujarat,social_security_schemes,gujarat_social_security_schemes.csv,hybrid,6,3,66.7,December 2025,100,50,100,,NO_TREND;NO_UNITS,,lakh (high),deposit_per_branch,,,,,0,0,
haryana__aadhaar_authentication,haryana,aadhaar_authentication,haryana_aadhaar_authentication.csv,B/slug,5,3,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
haryana__credit_deposit_ratio,haryana,credit_deposit_ratio,haryana_credit_deposit_ratio.csv,B/slug,37,21,100.0,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,lakh (medium),deposit_magnitude,,,,,806,5,0.6
haryana__kcc,haryana,kcc,haryana_kcc.csv,B/slug,10,5,68.3,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,lakh (medium),deposit_magnitude,,,,,0,0,
haryana__pmjdy,haryana,pmjdy,haryana_pmjdy.csv,B/slug,11,8,90.9,December 2025,100,75,50,,NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
haryana__sc_st_finance,haryana,sc_st_finance,haryana_sc_st_finance.csv,B/slug,13,13,92.4,December 2025,100,100,50,,,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
haryana__shg,haryana,shg,haryana_shg.csv,B/slug,2,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (medium),deposit_magnitude,,,,,0,0,
himachal-pradesh__annual_credit_plan,himachal-pradesh,annual_credit_plan,himachal-pradesh_annual_credit_plan.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__atm_network,himachal-pradesh,atm_network,himachal-pradesh_atm_network.csv,hybrid,7,1,100.0,March 2025,100,25,50,,NO_TREND;TARGET_ONLY;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
himachal-pradesh__branch_network,himachal-pradesh,branch_network,himachal-pradesh_branch_network.csv,hybrid,11,2,16.1,December 2025,100,25,50,,SPARSE;NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
himachal-pradesh__credit_deposit_ratio,himachal-pradesh,credit_deposit_ratio,himachal-pradesh_credit_deposit_ratio.csv,hybrid,12,2,13.9,December 2025,100,25,50,,SPARSE;NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,12,0,0.0
himachal-pradesh__kcc,himachal-pradesh,kcc,himachal-pradesh_kcc.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__minority_loans,himachal-pradesh,minority_loans,himachal-pradesh_minority_loans.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__mudra,himachal-pradesh,mudra,himachal-pradesh_mudra.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__non_priority_sector,himachal-pradesh,non_priority_sector,himachal-pradesh_non_priority_sector.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__npa,himachal-pradesh,npa,himachal-pradesh_npa.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__nrlm,himachal-pradesh,nrlm,himachal-pradesh_nrlm.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__pmjdy,himachal-pradesh,pmjdy,himachal-pradesh_pmjdy.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__priority_sector,himachal-pradesh,priority_sector,himachal-pradesh_priority_sector.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__sc_st,himachal-pradesh,sc_st,himachal-pradesh_sc_st.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__shg,himachal-pradesh,shg,himachal-pradesh_shg.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__standup_india,himachal-pradesh,standup_india,himachal-pradesh_standup_india.csv,B/slug,1,1,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
himachal-pradesh__women_finance,himachal-pradesh,women_finance,himachal-pradesh_women_finance.csv,B/slug,1,1,100.0,December 2025,100,75,50,,NO_TREND,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,0,0,
jammu-kashmir__branch_network,jammu-kashmir,branch_network,jammu-kashmir_branch_network.csv,B/slug,6,3,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,n/a,no-money-cols,,,,,0,0,
jammu-kashmir__credit_deposit_ratio,jammu-kashmir,credit_deposit_ratio,jammu-kashmir_credit_deposit_ratio.csv,B/slug,6,3,100.0,December 2025,100,50,50,,NO_TREND;NO_UNITS,DATE_FORMAT;FY_NULL,lakh (high),deposit_per_branch,,,,,120,0,0.0
jharkhand__aadhaar_authentication,jharkhand,aadhaar_authentication,jharkhand_aadhaar_authentication.csv,hybrid,10,10,83.3,September 2025,75,75,75,TRANSIENT_GAP,NO_UNITS,NULL_COL,n/a,no-money-cols,,,,,0,0,
jharkhand__acp_disbursement_agri,jharkhand,acp_disbursement_agri,jharkhand_acp_disbursement_agri.csv,hybrid,10,10,71.4,September 2025,75,75,50,TRANSIENT_GAP,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_agri_p2,jharkhand,acp_disbursement_agri_p2,jharkhand_acp_disbursement_agri_p2.csv,hybrid,10,10,67.3,September 2025,75,75,50,TRANSIENT_GAP,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_msme,jharkhand,acp_disbursement_msme,jharkhand_acp_disbursement_msme.csv,hybrid,10,10,85.5,September 2025,75,100,50,TRANSIENT_GAP,,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_non_ps,jharkhand,acp_disbursement_non_ps,jharkhand_acp_disbursement_non_ps.csv,hybrid,10,10,88.5,September 2025,75,100,50,TRANSIENT_GAP,,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_non_ps_p2,jharkhand,acp_disbursement_non_ps_p2,jharkhand_acp_disbursement_non_ps_p2.csv,hybrid,4,4,80.0,June 2024,100,50,50,,STALE;NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_other_ps,jharkhand,acp_disbursement_other_ps,jharkhand_acp_disbursement_other_ps.csv,hybrid,10,10,66.7,September 2025,75,75,50,TRANSIENT_GAP,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_other_ps_p2,jharkhand,acp_disbursement_other_ps_p2,jharkhand_acp_disbursement_other_ps_p2.csv,hybrid,10,10,58.6,September 2025,75,100,50,TRANSIENT_GAP,,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_disbursement_other_ps_p3,jharkhand,acp_disbursement_other_ps_p3,jharkhand_acp_disbursement_other_ps_p3.csv,hybrid,1,1,80.0,June 2023,100,25,50,,NO_TREND;STALE;NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__acp_target_achievement,jharkhand,acp_target_achievement,jharkhand_acp_target_achievement.csv,hybrid,5,5,66.7,September 2025,100,75,50,,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__ads_progress,jharkhand,ads_progress,jharkhand_ads_progress.csv,hybrid,3,1,49.7,September 2025,75,25,100,HEADER_ATE_ROW,SPARSE;NO_TREND;PARTIAL_DISTRICTS,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__agri_npa,jharkhand,agri_npa,jharkhand_agri_npa.csv,hybrid,9,6,41.2,September 2025,100,50,50,,SPARSE;NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__agri_npa_p2,jharkhand,agri_npa_p2,jharkhand_agri_npa_p2.csv,hybrid,9,6,38.5,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__agri_outstanding,jharkhand,agri_outstanding,jharkhand_agri_outstanding.csv,hybrid,10,10,47.4,September 2025,100,50,50,,SPARSE;NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__branch_network,jharkhand,branch_network,jharkhand_branch_network.csv,hybrid,7,6,30.8,September 2025,75,50,100,NEGATIVE,SPARSE;NO_UNITS,,n/a,no-money-cols,,,,,0,0,
jharkhand__business_correspondents,jharkhand,business_correspondents,jharkhand_business_correspondents.csv,hybrid,10,10,67.1,September 2025,100,75,100,,NO_UNITS,,n/a,no-money-cols,,,,,0,0,
jharkhand__credit_deposit_ratio,jharkhand,credit_deposit_ratio,jharkhand_credit_deposit_ratio.csv,hybrid,10,10,24.6,September 2025,75,75,75,NEGATIVE,SPARSE,NULL_COL,lakh (high),deposit_per_branch,,,,,204,51,25.0
jharkhand__doubling_farmers_income,jharkhand,doubling_farmers_income,jharkhand_doubling_farmers_income.csv,hybrid,6,4,37.9,September 2025,75,50,100,NEGATIVE,SPARSE;PARTIAL_DISTRICTS,,n/a,no-money-cols,,,,,0,0,
jharkhand__doubling_farmers_income_p2,jharkhand,doubling_farmers_income_p2,jharkhand_doubling_farmers_income_p2.csv,hybrid,3,1,38.2,June 2025,75,25,100,NEGATIVE,SPARSE;NO_TREND;PARTIAL_DISTRICTS,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__doubling_farmers_income_p3,jharkhand,doubling_farmers_income_p3,jharkhand_doubling_farmers_income_p3.csv,hybrid,2,1,47.6,June 2025,75,25,75,NEGATIVE,SPARSE;NO_TREND;PARTIAL_DISTRICTS,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__education_loan,jharkhand,education_loan,jharkhand_education_loan.csv,hybrid,10,10,26.7,September 2025,75,75,50,TRANSIENT_GAP,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__flc_report,jharkhand,flc_report,jharkhand_flc_report.csv,hybrid,10,9,38.7,September 2025,50,75,75,TRANSIENT_GAP;HEADER_ATE_ROW,SPARSE,ORPHAN_COL,n/a,no-money-cols,,,,,0,0,
jharkhand__govt_sponsored_npa,jharkhand,govt_sponsored_npa,jharkhand_govt_sponsored_npa.csv,hybrid,10,10,65.5,September 2025,100,75,75,,NO_UNITS,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__guruji_credit_card,jharkhand,guruji_credit_card,jharkhand_guruji_credit_card.csv,hybrid,1,1,100.0,September 2025,100,75,100,,NO_TREND,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__housing_pmay,jharkhand,housing_pmay,jharkhand_housing_pmay.csv,hybrid,10,10,18.8,September 2025,100,75,75,,SPARSE,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__investment_credit_agri_disbursement,jharkhand,investment_credit_agri_disbursement,jharkhand_investment_credit_agri_disbursement.csv,hybrid,8,5,9.5,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__investment_utilization,jharkhand,investment_utilization,jharkhand_investment_utilization.csv,hybrid,4,4,53.0,September 2025,100,75,50,,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__kcc,jharkhand,kcc,jharkhand_kcc.csv,hybrid,10,6,28.7,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__kcc_animal_husbandry,jharkhand,kcc_animal_husbandry,jharkhand_kcc_animal_husbandry.csv,hybrid,9,4,21.3,September 2025,100,75,75,,SPARSE,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__kcc_fishery,jharkhand,kcc_fishery,jharkhand_kcc_fishery.csv,hybrid,10,10,98.7,September 2025,100,100,75,,,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__minority_disbursement,jharkhand,minority_disbursement,jharkhand_minority_disbursement.csv,hybrid,10,10,74.1,September 2025,100,75,50,,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__minority_outstanding,jharkhand,minority_outstanding,jharkhand_minority_outstanding.csv,hybrid,10,10,70.6,September 2025,100,75,50,,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__msme_npa,jharkhand,msme_npa,jharkhand_msme_npa.csv,hybrid,3,3,76.9,September 2025,100,50,75,,NO_TREND;NO_UNITS,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__msme_outstanding,jharkhand,msme_outstanding,jharkhand_msme_outstanding.csv,hybrid,10,10,38.9,September 2025,100,50,50,,SPARSE;NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__non_ps_npa,jharkhand,non_ps_npa,jharkhand_non_ps_npa.csv,hybrid,3,3,70.0,September 2025,100,75,75,,NO_TREND,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__non_ps_outstanding,jharkhand,non_ps_outstanding,jharkhand_non_ps_outstanding.csv,hybrid,10,10,37.4,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__npa_recovery,jharkhand,npa_recovery,jharkhand_npa_recovery.csv,hybrid,4,3,42.9,September 2025,100,50,50,,SPARSE;NO_TREND,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__npa_recovery_p2,jharkhand,npa_recovery_p2,jharkhand_npa_recovery_p2.csv,hybrid,1,1,85.8,June 2023,100,50,50,,NO_TREND;STALE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__other_ps_npa,jharkhand,other_ps_npa,jharkhand_other_ps_npa.csv,hybrid,3,3,56.7,September 2025,100,50,75,,NO_TREND;NO_UNITS,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pm_svanidhi,jharkhand,pm_svanidhi,jharkhand_pm_svanidhi.csv,hybrid,9,5,39.9,September 2025,100,75,100,,SPARSE,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pm_svanidhi_p2,jharkhand,pm_svanidhi_p2,jharkhand_pm_svanidhi_p2.csv,hybrid,2,1,52.0,December 2023,100,50,100,,NO_TREND;STALE,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pm_vishwakarma,jharkhand,pm_vishwakarma,jharkhand_pm_vishwakarma.csv,hybrid,3,3,100.0,September 2025,100,75,100,,NO_TREND,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pmegp,jharkhand,pmegp,jharkhand_pmegp.csv,hybrid,10,10,63.3,September 2025,100,75,75,,PARTIAL_DISTRICTS,NULL_COL,n/a,no-money-cols,,,,,0,0,
jharkhand__pmfme,jharkhand,pmfme,jharkhand_pmfme.csv,hybrid,6,4,46.8,September 2025,100,75,75,,SPARSE,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pmjdy,jharkhand,pmjdy,jharkhand_pmjdy.csv,hybrid,10,10,88.2,September 2025,75,100,75,TRANSIENT_GAP,,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pmmy_mudra_disbursement,jharkhand,pmmy_mudra_disbursement,jharkhand_pmmy_mudra_disbursement.csv,hybrid,10,10,66.2,September 2025,100,75,50,,NO_UNITS,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__pmmy_mudra_os_npa,jharkhand,pmmy_mudra_os_npa,jharkhand_pmmy_mudra_os_npa.csv,hybrid,10,10,91.2,September 2025,100,100,75,,,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__priority_sector_npa,jharkhand,priority_sector_npa,jharkhand_priority_sector_npa.csv,hybrid,3,3,73.7,September 2025,100,50,75,,NO_TREND;NO_UNITS,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__priority_sector_outstanding,jharkhand,priority_sector_outstanding,jharkhand_priority_sector_outstanding.csv,hybrid,10,10,36.2,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__recovery_certificate,jharkhand,recovery_certificate,jharkhand_recovery_certificate.csv,hybrid,8,7,44.8,September 2025,100,75,75,,SPARSE,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__recovery_drt,jharkhand,recovery_drt,jharkhand_recovery_drt.csv,hybrid,9,9,37.4,September 2025,75,75,100,TRANSIENT_GAP,SPARSE,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__rseti,jharkhand,rseti,jharkhand_rseti.csv,hybrid,10,10,30.9,September 2025,75,50,75,TRANSIENT_GAP,SPARSE;NO_UNITS,NULL_COL,n/a,no-money-cols,,,,,0,0,
jharkhand__rseti_p2,jharkhand,rseti_p2,jharkhand_rseti_p2.csv,hybrid,1,1,100.0,March 2024,100,50,100,,NO_TREND;STALE,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__sarfaesi,jharkhand,sarfaesi,jharkhand_sarfaesi.csv,hybrid,9,3,39.6,September 2025,100,50,75,,SPARSE;NO_TREND,NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__sc_st_finance,jharkhand,sc_st_finance,jharkhand_sc_st_finance.csv,hybrid,10,6,30.3,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__sc_st_finance_p2,jharkhand,sc_st_finance_p2,jharkhand_sc_st_finance_p2.csv,hybrid,6,6,26.7,September 2024,100,50,50,,SPARSE;STALE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__shg,jharkhand,shg,jharkhand_shg.csv,hybrid,10,7,15.7,September 2025,50,75,100,TRANSIENT_GAP;HEADER_ATE_ROW,SPARSE,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__shg_p2,jharkhand,shg_p2,jharkhand_shg_p2.csv,hybrid,10,9,42.4,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__shg_p3,jharkhand,shg_p3,jharkhand_shg_p3.csv,hybrid,1,1,88.9,June 2023,100,50,50,,NO_TREND;STALE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__social_security,jharkhand,social_security,jharkhand_social_security.csv,hybrid,10,8,25.0,September 2025,75,75,75,HEADER_ATE_ROW,SPARSE,ORPHAN_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__sui,jharkhand,sui,jharkhand_sui.csv,hybrid,4,4,87.5,September 2025,100,100,100,,,,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__weaker_section_os,jharkhand,weaker_section_os,jharkhand_weaker_section_os.csv,hybrid,10,10,47.8,September 2025,100,75,50,,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__women_finance,jharkhand,women_finance,jharkhand_women_finance.csv,hybrid,10,4,23.5,September 2025,75,75,50,TRANSIENT_GAP,SPARSE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
jharkhand__women_finance_p2,jharkhand,women_finance_p2,jharkhand_women_finance_p2.csv,hybrid,4,4,80.0,September 2024,100,75,50,,STALE,ORPHAN_COL;NULL_COL,lakh (high),deposit_per_branch,,,,,0,0,
karnataka__acp_outstanding,karnataka,acp_outstanding,karnataka_acp_outstanding.csv,A/raw,4,4,100.0,June 2025,100,75,25,,NO_UNITS,REDUNDANT_COL;HEADER_STYLE;ORPHAN_COL,crore (high),deposit_per_branch,,,,,0,0,
karnataka__acp_target_achievement,karnataka,acp_target_achievement,karnataka_acp_target_achievement.csv,A/raw,4,4,58.3,March 2025,100,75,0,,NO_UNITS,REDUNDANT_COL;HEADER_STYLE;HEADER_NEWLINE;ORPHAN_COL,crore (high),deposit_per_branch,,,,,0,0,
karnataka__ag5_anx5a,karnataka,ag5_anx5a,karnataka_ag5_anx5a.csv,A/raw,1,1,100.0,June 2020,100,25,50,,NO_TREND;STALE;NO_UNITS,REDUNDANT_COL;HEADER_STYLE,n/a,no-money-cols,,,,,0,0,
karnataka__ag_11.2_anx_11f,karnataka,ag_11.2_anx_11f,karnataka_ag_11.2_anx_11f.csv,A/raw,1,1,100.0,June 2020,100,25,50,,NO_TREND;STALE;NO_UNITS,REDUNDANT_COL;HEADER_STYLE,n/a,no-money-cols,,,,,0,0,
