observation_id,release_id,schema_version,state_lgd_code,district_lgd_code,district,boundary_version,boundary_status,period,financial_year,periodicity,indicator_id,value,unit,source_value,source_field_label,source_id,source_artifact,source_table,source_page,missing_reason,quality_status,quality_flags
obs-86553e8b892d33f00446,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,atm_count,6,count,6,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-2f1ebd885e7a5454b7c1,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,csp_count,12,count,12,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-1e98e1806d727cbd0e62,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,atm_count,42,count,42,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-4b3cbece4db13e7e0652,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,csp_count,204,count,204,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-56669a10c68a7cd5db4f,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,atm_count,24,count,24,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-66af44128f6fbde08db9,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,csp_count,70,count,70,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked
obs-1eba16d09f7be8018052,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,atm_count,11,count,11,Total ATM,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-36e31911c8d0f083603d,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,csp_count,99,count,99,Total CSP,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,branch_network,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-16553157e95e9db43727,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,17875,count,17875,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-61b31221be10e5e3864e,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,7048,count,7048,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-f880767b85df6158bdcd,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,9826,count,9826,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-5a4df39fac56a394b084,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,15092,count,15092,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-a8e6dd21820a4b00b9e4,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,681.38,INR lakh,681.38,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-2bac181e8f096fdbc4ce,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,33543,count,33543,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-a28b13cfbfe2b0d9b252,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,1581,count,1581,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-bd664fe1f1bd10d8d1e7,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,13666,count,13666,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-9ee4d7d99fd0c7077d23,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,21704,count,21704,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-197ad91d51a2ce339757,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,2712.32,INR lakh,2712.32,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-acb74bc09676693583dd,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,86558,count,86558,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-c2b942ad188c0eba055d,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,46120,count,46120,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-961c9b939c89093f3bda,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,55849,count,55849,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-0420a52d15cb955e22dc,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,79934,count,79934,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-75299b63ced0b72a2d27,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,35934.98,INR lakh,35934.98,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-2732390a36a13e031d86,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,38597,count,38597,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-20ae8f6f0edc5c9f4f84,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,3275,count,3275,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-ef6d081f83c8db5600bc,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,17776,count,17776,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-1dd661ecb39a3f026510,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,24089,count,24089,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-3865101f8ae942afd3a2,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,892.74,INR lakh,892.74,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-c14c1ccc9004b01118c7,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,42169,count,42169,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-13aa4f92c62f2006595d,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,9653,count,9653,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-581133bbb31adfbdfb65,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,21085,count,21085,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-f4c49460e31df3295d60,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,31676,count,31676,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-35dd964abe0106a32abd,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,5243.91,INR lakh,5243.91,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-6f48e9e5db7cafe4f0be,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,12058,count,12058,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-7ec16d58b65af256f8a0,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,3228,count,3228,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-64bc6112c20c7653e45f,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,6333,count,6333,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-ee42a55fb5f264c96ccf,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,9756,count,9756,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-73f1bd976cfefce3f586,meghalaya-standardized-preview-v1,observations-v1,17,277,South Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,1059.18,INR lakh,1059.18,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-1fb6513899234dfcee86,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,37912,count,37912,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-8221585edc40e885dae8,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,3562,count,3562,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-3425521653c815e3b6c8,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,18869,count,18869,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-a380835cd3f3b1ff3a48,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,22603,count,22603,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-1e60eb5054f5242b5caa,meghalaya-standardized-preview-v1,observations-v1,17,663,South West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,1461.68,INR lakh,1461.68,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-4e5939d93b6c22c55479,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,18309,count,18309,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-d4509768115a5b8401dd,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,1345,count,1345,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-26d0345a5369a6c05c97,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,7088,count,7088,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-ee577d632174c5fd77a3,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,12566,count,12566,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-f7c1a73ecfb4668b8a07,meghalaya-standardized-preview-v1,observations-v1,17,658,South West Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,2148.10,INR lakh,2148.10,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-b6ffc5baf2087cfc3726,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,134319,count,134319,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-0eb7bc46151d4f012a99,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,17860,count,17860,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-d4bdea91b3c227873c72,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,63287,count,63287,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-a9b55b41bb60b60ac7cc,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,89225,count,89225,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-8be8abb0601b5d90ba3d,meghalaya-standardized-preview-v1,observations-v1,17,278,West Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,7047.04,INR lakh,7047.04,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-78ce1615bb51989d3988,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,45349,count,45349,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-b115a58ba02723e26e8a,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,14203,count,14203,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-2795b287b21f74ba68c5,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,21172,count,21172,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-c32096307cca12326a11,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,40618,count,40618,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-412c8e3fb06b8ac8f331,meghalaya-standardized-preview-v1,observations-v1,17,275,West Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,5542.46,INR lakh,5542.46,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked
obs-8269544276f8d3004149,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,pmjdy_rural_accounts,57332,count,57332,Rural No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-37a079d7fe620626b060,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,pmjdy_urban_accounts,9260,count,9260,Urban No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-b9fecc44fd9699446309,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,pmjdy_male_accounts,27858,count,27858,Male No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-b1f0256fb244e116f043,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,pmjdy_female_accounts,38731,count,38731,Female No,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-e0136d9b835f96b74357,meghalaya-standardized-preview-v1,observations-v1,17,279,West Khasi Hills,meghalaya-source-districts-11-before-2022-06,as-reported-pre-split,2021-06-30,2021-22,quarterly,pmjdy_deposits_lakh,7834.81,INR lakh,7834.81,Amt Deposits held in the A/c,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,pmjdy,,,suspect,source_document_unlinked|boundary_not_harmonised
obs-289eae996c67ee198de9,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_seeded_casa,3634,count,3634,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-8127991428327f252829,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_authenticated_casa,4102,count,4102,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-484bb81aac306d82ca41,meghalaya-standardized-preview-v1,observations-v1,17,273,East Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,operative_casa,97946,count,97946,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-789f3fda73cdc556700e,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_seeded_casa,3010,count,3010,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked
obs-5ceecff880c30980e5c7,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_authenticated_casa,2794,count,2794,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked
obs-6239e8b9afdb451fb7b9,meghalaya-standardized-preview-v1,observations-v1,17,657,East Jaintia Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,operative_casa,93845,count,93845,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked
obs-a0a45bac000843af31da,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_seeded_casa,104016,count,104016,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-f251fcc1c9f1b3ff7653,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_authenticated_casa,112876,count,112876,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-2f48b8be3438a19b5eb5,meghalaya-standardized-preview-v1,observations-v1,17,274,East Khasi Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,operative_casa,985061,count,985061,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-2333904b54295c2a83c7,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_seeded_casa,598,count,598,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-240d9648c2e413de9427,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_authenticated_casa,967,count,967,Number of Authenticated CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-b2f66b383990c14996f5,meghalaya-standardized-preview-v1,observations-v1,17,656,North Garo Hills,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,operative_casa,111444,count,111444,Number of operative CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked|semantic_scope_review_required
obs-afacfd20485885f50a16,meghalaya-standardized-preview-v1,observations-v1,17,276,Ri Bhoi,meghalaya-source-districts-11-before-2022-06,not-affected,2021-06-30,2021-22,quarterly,aadhaar_seeded_casa,13297,count,13297,Number of Aadhaar seeded CASA,slbc-meghalaya,/slbc-data/meghalaya/meghalaya_complete.json,aadhaar_authentication,,,suspect,source_document_unlinked
