state_slug,indicator_id,source_field,source_artifact,source_artifact_sha256,state_record_count,present_count,absent_count,nonblank_count,numeric_count,zero_count,presence_period_count,numeric_period_count,numeric_district_label_count,numeric_periods,blank_count,null_count,missing_marker_count,percentage_text_count,spreadsheet_error_count,split_numeric_tokens_count,invalid_numeric_grouping_count,non_finite_count,text_count,unsupported_type_count,unit_status,measure_type_status,cross_state_comparable
arunachal-pradesh,slbc.arunachal-pradesh.aadhaar_authentication__no_of_aadhaar_seeded_casa,aadhaar_authentication__no_of_aadhaar_seeded_casa,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,549,62,549,549,0,23,23,24,2020-06|2020-09|2020-12|2021-03|2021-06|2021-09|2021-12|2022-03|2022-06|2022-09|2022-12|2023-03|2023-06|2023-09|2023-12|2024-03|2024-06|2024-09|2024-12|2025-03|2025-06|2025-09|2025-12,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.aadhaar_authentication__no_of_authenticated_casa,aadhaar_authentication__no_of_authenticated_casa,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,549,62,549,549,0,23,23,24,2020-06|2020-09|2020-12|2021-03|2021-06|2021-09|2021-12|2022-03|2022-06|2022-09|2022-12|2023-03|2023-06|2023-09|2023-12|2024-03|2024-06|2024-09|2024-12|2025-03|2025-06|2025-09|2025-12,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.aadhaar_authentication__no_of_operative_casa,aadhaar_authentication__no_of_operative_casa,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,549,62,549,549,0,23,23,24,2020-06|2020-09|2020-12|2021-03|2021-06|2021-09|2021-12|2022-03|2022-06|2022-09|2022-12|2023-03|2023-06|2023-09|2023-12|2024-03|2024-06|2024-09|2024-12|2025-03|2025-06|2025-09|2025-12,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__agri_infrastructure,acp_disbursement_agri__agri_infrastructure,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,278,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__ancillary_activities,acp_disbursement_agri__ancillary_activities,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,186,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__animal_husbandry,acp_disbursement_agri__animal_husbandry,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,202,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__crop_loan,acp_disbursement_agri__crop_loan,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,12,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__farm_credit_others,acp_disbursement_agri__farm_credit_others,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,87,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__farm_mechanization,acp_disbursement_agri__farm_mechanization,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,226,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__fishery,acp_disbursement_agri__fishery,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,250,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__forestry_and_wasteland_dev,acp_disbursement_agri__forestry_and_wasteland_dev,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,278,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__plantation_horticulture,acp_disbursement_agri__plantation_horticulture,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,141,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__total_agri_disbursement,acp_disbursement_agri__total_agri_disbursement,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,6,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_agri__water_resource,acp_disbursement_agri__water_resource,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,305,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__cluster_finance,acp_disbursement_msme__cluster_finance,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,91,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__kvic,acp_disbursement_msme__kvic,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,83,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__kvic_tl,acp_disbursement_msme__kvic_tl,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,177,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__kvic_wc,acp_disbursement_msme__kvic_wc,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,207,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__medium,acp_disbursement_msme__medium,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,81,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__medium_tl,acp_disbursement_msme__medium_tl,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,187,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__medium_wc,acp_disbursement_msme__medium_wc,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,201,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
