district,52,51,12
East Garo Hills,301,301,15
East Jaintia Hills,160,157,26
East Khasi Hills,1069,441,191
Eastern West Khasi Hills,52,51,12
North Garo Hills,87,87,13
Ri Bhoi,204,197,48
South Garo Hills,61,61,9
South West Garo Hills,244,244,14
South West Khasi Hills,61,61,10
West Garo Hills,800,793,47
West Jaintia Hills,200,194,45
West Khasi Hills,251,247,18
