district,period,priority_sector__agri_achievement_amt,priority_sector__agri_achievement_pct,priority_sector__agri_target_amt,priority_sector__msme_achievement_amt,priority_sector__msme_achievement_pct,priority_sector__msme_target_amt,priority_sector__ops_achievement_amt,priority_sector__ops_achievement_pct,priority_sector__ops_target_amt,priority_sector__total_ps_achievement_amt,priority_sector__total_ps_achievement_pct,priority_sector__total_ps_target_amt
Hoshiarpur,June 2022,159826.88781269998,57.18224904805157,279504.375,82690.762985,100.07202237047122,82631.25,34141.12226,95.88923461055055,35604.75,276658.7730577,69.55762865605485,397740.375
Jalandhar,June 2022,116789.36709575,66.74953511353866,174966.56253424883,270686.801418607,243.86594558673892,110998.19647525503,27553.861101700004,34.883019834899024,78989.32269084541,415030.029616057,113.72116395640788,364954.0817003493
Kapurthala,June 2022,88140.85988429999,68.40286567267462,128855.50775909999,65019.679829199995,101.31800697422575,64173.8638283127,8907.454663,30.973937378742207,28757.902342481317,162067.9943765,73.07362208154873,221787.273929894
Ludhiana,June 2022,389582.45913699997,85.94904789731305,453271.4075,837240.2752188971,173.07470862906922,483745.01499999996,90942.6418927,24.561357609642204,370267.1625,1317765.3762485972,100.80179934704812,1307283.585
Malerkotla,June 2022,26602.730000000003,44.196112274504316,60192.46632999999,10144.3,150.22635839285357,6752.6765,1205.45,19.557368428905107,6163.66156,37952.48,51.912324810486496,73108.80438999999
Mansa,June 2022,109321.16,85.19462395052093,128319.3175,17825.579999999998,98.34802758620688,18125.0,9177.73,120.89879795817554,7591.249999999999,136324.47,88.501942903544,154035.5675
Moga,June 2022,193093.34,103.6187549385451,186349.79749999996,48615.88,99.23621240716994,48990.06,6580.530000000001,30.649416037086535,21470.3275,248289.75,96.68220518590415,256810.18499999997
Pathankot,June 2022,10985.460000000001,70.69719250261444,15538.749999999998,23647.43,123.8490605564648,19093.75,12657.16,276.5534495001912,4576.75,47290.05,120.60942252147136,39209.25
Patiala,June 2022,148128.7939147,49.39796040356843,299868.2389,153560.2254047,234.0915349002759,65598.36752324998,136336.46736349998,129.83504467336593,105007.44826367187,438025.4866829,93.10300585531441,470474.0546869219
Rupnagar,June 2022,40319.776297200006,58.53713593820673,68878.96999225,34648.8664996,150.76159274690923,22982.555350000002,3580.4518497000004,32.738846449542656,10936.401974999999,78549.09464650002,76.41116576610109,102797.92731725
S.a.s Nagar,June 2022,45137.49809180001,50.900403183139666,88678.07575000002,71046.60157292499,119.40908846283698,59498.487499999996,16383.532319999998,51.808086542212386,31623.504,132567.63198472498,73.73057975578983,179800.06725
Sangrur,June 2022,123102.26,48.73093380313154,252616.25500000003,64045.91,220.5354136034792,29041.1,4264.61,16.05927827748207,26555.4275,191412.78,62.104101733678085,308212.78250000003
Shahid Bhagat Singh Nagar,June 2022,90891.9702103,90.01109686334368,100978.6275,20899.6189533,107.61412463903972,19420.888311271123,25064.2041,94.75084480819575,26452.749999999996,136855.7932636,93.19283737813197,146852.26581127112
Sri Muktsar Sahib,June 2022,83853.0,79.41142753483503,105593.11499999999,28603.539999999997,363.4517031195798,7869.970000000001,8058.74,103.34540073122531,7797.870000000001,120515.28000000001,99.38506586889409,121260.95499999999
Tarn Taran,June 2022,123817.5161668,78.49948949712406,157730.34571305872,20123.4318609,116.8259507370464,17225.138536380608,65079.688935,100.18663527470169,64958.453546781006,209020.63696269997,87.12317378585952,239913.93779622036
Amritsar,September 2022,284882.79639419995,107.98345251577635,263820.7889792917,277086.497114525,157.93253057663802,175446.12,56801.1392481,62.56582504410332,90786.20670000001,618770.432756825,116.73743903265945,530053.1156792917
Barnala,September 2022,189392.48,87.07700229885057,217500.0,28791.26,117.5153469387755,24500.0,50702.42,105.63004166666667,48000.0,268886.16,92.71936551724137,290000.0
Bathinda,September 2022,224060.620084,68.26290091574126,328231.905,117421.18064820001,172.79953853980794,67952.2536,26323.2150811,19.898047841781995,132290.44019999998,367805.0158133,69.59748238580808,528474.5988
Faridkot,September 2022,128211.99677560001,73.92615348206995,173432.52791679002,25843.059397,69.03632899770264,37434.0,4478.28833,38.85378377657746,11526.003119160003,158533.34450260003,71.28537265353255,222392.53103595
Fatehgarh Sahib,September 2022,224843.19,86.30585761669867,260519.03799922008,156978.2,229.3335276949232,68449.7385,8937.03,21.88134443161256,40843.14850000001,390758.42000000004,105.66409398529377,369811.92499922006
Fazilka,September 2022,120781.98,56.41076836820533,214111.56680517062,54914.36,141.63390143594435,38772.045000000006,32516.76,239.80750003994999,13559.525867449087,208213.10000000003,78.14541662387747,266443.13767261966
Ferozepur,September 2022,284024.5248567,83.42320007604367,340462.275,45581.9566923,80.15631162497108,56866.33500000001,14675.4049886,57.57824535620235,25487.76,344281.88653759996,81.42586497717673,422816.37
Gurdaspur,September 2022,188828.95,95.01357119648303,198738.925,58224.78999999999,102.43348352860124,56841.560000000005,11543.859999999999,57.897189113551384,19938.55,258597.6,93.85834267312966,275519.035
Hoshiarpur,September 2022,277206.3716928,49.58891460872483,559008.75,111555.13734999999,67.50178494818849,165262.5,40774.904370000004,57.260484022496996,71209.5,429536.4134128,53.99708458222277,795480.75
Jalandhar,September 2022,209217.40908895,59.78782633053008,349933.12506849767,417439.33239422797,188.03879056147017,221996.39295051005,39866.5020154,25.2353740083534,157978.64538169082,666523.2434985779,91.31604178711945,729908.1634006985
Kapurthala,September 2022,125780.07889949999,48.8066366300191,257711.01551819997,89017.20258019998,69.35627471204775,128347.7276566254,11846.683228999998,20.59726590610891,57515.80468496263,226643.96470870002,51.094898434150274,443574.54785978806
Ludhiana,September 2022,746190.3332705001,82.3116482667727,906542.815,1487307.842571845,153.72849295117234,967490.0299999999,135374.7085954,18.280679777456637,740534.325,2368872.8844377454,90.6028696305303,2614567.17
Malerkotla,September 2022,33308.46,27.668296408880515,120384.93265999998,20676.55,153.09892307146654,13505.353,1535.98,12.459963814106628,12327.32312,55520.99,37.97147994913339,146217.60877999998
Mansa,September 2022,206854.50999999998,80.60146906563774,256638.635,22322.63,61.57966896551724,36250.0,13914.340000000002,91.64722542400791,15182.499999999998,243091.47999999995,78.90758087413803,308071.135
Moga,September 2022,378942.77999999997,101.67512524396494,372699.5949999999,98075.39,100.09723401032782,97980.12,14888.35,34.67192105010974,42940.655,491906.52,95.77239313931418,513620.36999999994
Pathankot,September 2022,22436.56,72.19551122194514,31077.499999999996,31267.88,81.8798821603928,38187.5,15450.51,168.7934669798438,9153.5,69154.95,88.1870349471107,78418.5
Patiala,September 2022,282632.80687170004,47.126165796763885,599736.4778,303181.075473066,231.08888751355724,131196.73504649996,366125.966329,174.3333317697922,210014.89652734375,951939.848673766,101.16815573467031,940948.1093738438
Rupnagar,September 2022,59439.9520628,43.148113327978024,137757.9399845,43674.77689950001,95.01723423348571,45965.110700000005,4232.5968008,19.35095660563446,21872.803949999998,107347.3257631,52.2127870495919,205595.8546345
S.a.s Nagar,September 2022,90314.55684460001,50.922708956390494,177356.15150000004,221499.105085578,186.13843342284795,118996.97499999999,26135.562566700002,41.32300229395832,63247.008,337949.224496878,93.97917077166109,359600.13450000004
Sangrur,September 2022,192782.13,38.157111069515295,505232.51000000007,84474.58,145.43970441890977,58082.2,12201.11,22.972912034649035,53110.855,289457.82000000007,46.95746517261983,616425.5650000001
Shahid Bhagat Singh Nagar,September 2022,106512.24649,52.739995148973485,201957.255,49737.742000000006,128.05218073144,38841.776622542246,9802.52322,18.528363251457787,52905.49999999999,166052.51171,56.53726579997216,293704.53162254224
Sri Muktsar Sahib,September 2022,101743.46,48.177127836412446,211186.22999999998,42467.0,269.8040780333343,15739.940000000002,8447.78,54.16722771731255,15595.740000000002,152658.24000000002,62.94616432799825,242521.91000000003
Tarn Taran,September 2022,173100.1766756,54.872185784244046,315460.69142611744,20103.5075397,58.35514035849433,34450.277072761215,65773.5285442,50.627381774746226,129916.90709356201,258977.2127595,53.97294028400128,479827.8755924407
Amritsar,December 2022,362292.50598275,91.55015351758038,395731.1834689375,618750.965901825,235.11528435883906,263169.18,84467.8713616,62.02694912361248,136179.31005,1065511.343246175,134.0131534906855,795079.6735189375
Barnala,December 2022,278531.00600000005,85.37348842911878,326250.0,41337.630000000005,112.48334693877551,36750.0,75684.015,105.11668750000001,72000.0,395552.651,90.93164390804598,435000.0
Bathinda,December 2022,412168.9826861,83.71499467449189,492347.8575000001,196491.5904817,192.77417114900024,101928.3804,29453.16584,14.842677871241476,198435.66029999996,638113.7390078001,80.49756039448332,792711.8981999999
Faridkot,December 2022,252651.6016175,97.11811452067707,260148.791875185,55036.6555447,98.0154503832523,56151.0,6728.180564830001,38.915950859239054,17289.004678740002,314416.43772703,94.25269702551424,333588.796553925
Fatehgarh Sahib,December 2022,258550.947788,66.163033553751,390778.5569988301,169426.15065559998,165.01270797949553,102674.60775,9919.2948096,16.190875212277035,61264.72275000001,437896.39325319993,78.94037728396192,554717.8874988302
Fazilka,December 2022,167204.82,52.06158717311675,321167.3502077559,57358.25,98.62475227533996,58158.067500000005,33654.33,165.46463511574728,20339.288801173632,258217.39999999997,64.60850702968706,399664.70650892955
Ferozepur,December 2022,440580.32129149995,86.27100144776196,510693.4125,77859.62430150001,91.27793482910407,85299.5025,17017.609769799998,44.511848745698586,38231.64,535457.5553628,84.42712461090379,634224.5549999999
Gurdaspur,December 2022,273334.27999999997,91.6895637496949,298108.38749999995,81339.78,95.39942253520135,85262.34000000001,31145.16,104.13716142848901,29907.825000000004,385819.22,93.35573251166961,413278.55249999993
Hoshiarpur,December 2022,577890.28,68.91845372128195,838513.1249999999,139338.19,56.20883543856996,247893.75,49755.53,46.58135969685693,106814.25,766984.0,64.2784462938502,1193221.1249999998
Jalandhar,December 2022,289437.82,55.141549297139555,524899.6876027465,419113.51000000007,125.86195791431425,332994.5894257651,62470.590000000004,26.362461774106816,236967.96807253623,771021.92,70.42182004630547,1094862.2451010481
Kapurthala,December 2022,191389.3918524,49.51007920442934,386566.5232773,98835.1615665,51.33718291240717,192521.5914849381,13632.961368999997,15.80198862286433,86273.70702744395,303857.51478789997,45.66801172489696,665361.821789682
Ludhiana,December 2022,787768.0726972,57.93203657253262,1359814.2225,1968053.7705963373,135.61233773791187,1451235.045,136418.36644299998,12.281075239647622,1110801.4875,2892240.209736537,73.74681981585344,3921850.7549999994
Malerkotla,December 2022,66297.53,36.714190353174494,180577.39899,34940.68,172.47817710997015,20258.029499999997,2217.24,11.990924433560236,18490.98468,103455.45,47.169626541884696,219326.41316999999
Mansa,December 2022,316583.18,82.2383790084191,384957.9525,51986.52,95.60739310344827,54375.0,15903.52,69.8326801690543,22773.75,384473.22,83.20009597783317,462106.7025
Moga,December 2022,565747.02,101.19803859727834,559049.3924999998,110297.35,75.04743479255453,146970.18,21924.33,34.03818595687467,64410.9825,697968.7,90.59462860997252,770430.5549999999
Pathankot,December 2022,29392.020000000004,63.05101761724722,46616.25,45606.740000000005,79.61896781232952,57281.25,20017.47,145.791008903698,13730.25,95016.23000000001,80.77705303382919,117627.74999999999
Patiala,December 2022,533774.461923977,59.33433340389877,899604.7167000001,454454.8281021654,230.92791546532177,196795.10256974996,602615.3859747,191.29290221443568,315022.3447910156,1590844.6760008424,112.71217899992907,1411422.1640607654
Rupnagar,December 2022,102889.5565798,49.79243862646647,206636.90997674997,62306.00394639999,90.36709654713539,68947.66605,12099.5394135,36.878489047125576,32809.205924999995,177295.0999397,57.48984263484238,308393.78195175
S.a.s Nagar,December 2022,158387.6603528,59.53657241402948,266034.22725000005,263510.404103133,147.62862899281433,178495.4625,35843.502213499996,37.7814997072009,94870.512,457741.5666694329,84.86121532479252,539400.2017500001
Sangrur,December 2022,427656.53,56.43032617464251,757848.7650000001,165469.13,189.92523240051744,87123.29999999999,21328.239999999998,26.771978471569824,79666.28250000002,614453.9,66.45343032347034,924638.3475
Shahid Bhagat Singh Nagar,December 2022,149415.37,49.32244036821884,302935.8825,55220.079999999994,94.77781365258564,58262.66493381337,82228.06,103.61627178018668,79358.25,286863.51,65.11385402993281,440556.79743381334
Sri Muktsar Sahib,December 2022,150663.77,47.561109137339756,316779.345,52752.53,223.4338462111884,23609.910000000003,8962.66,38.312428051933836,23393.61,212378.96000000002,58.38069365911449,363782.86499999993
Tarn Taran,December 2022,322650.48806620017,68.1860945669817,473191.0371391762,31201.59625,60.379961887486346,51675.41560914182,67990.30026,34.88912094201645,194875.36064034302,421842.38457620016,58.610237272459955,719741.813388661
Amritsar,March 2023,506932.89052725,96.07523586153803,527641.5779585834,1190785.2856288,339.35925332198855,350892.24,115397.5694728,63.55457159595148,181572.41340000002,1813115.74562885,171.03151476670828,1060106.2313585833
Barnala,March 2023,380912.74,87.56614712643677,435000.0,51862.8,105.84244897959185,49000.0,93379.69,97.27051041666667,96000.0,526155.23,90.71641896551725,580000.0
Bathinda,March 2023,542340.14489,82.61539122621244,656463.81,397025.47569169995,292.1356207174415,135904.5072,84771.62916000001,32.03996790389394,264580.88039999997,1024137.2497417,96.89559839462429,1056949.1976
Faridkot,March 2023,333358.38115360006,96.10607224543823,346865.05583358003,71216.431993,95.12265853635733,74868.0,15403.210538,66.81939254551652,23052.006238320006,419978.0236846001,94.42269075500339,444785.0620719
Fatehgarh Sahib,March 2023,261239.66,50.138305055614026,521038.07599844015,189399.62065559998,138.34941141199536,136899.477,22370.65,27.386049829140862,81686.29700000002,473009.9306556,63.95276878329403,739623.8499984401
Fazilka,March 2023,440276.24850000005,102.81468093235392,428223.13361034123,94317.92,121.63134547068641,77544.09000000001,45191.78,166.64218366398453,27119.051734898174,579785.9484999999,108.80106606693445,532886.2753452393
Ferozepur,March 2023,589587.44,86.5863097460651,680924.55,101269.17,89.04140736342512,113732.67000000001,38177.42,74.89363521941512,50975.52,729034.03,86.21166086828663,845632.74
Gurdaspur,March 2023,356505.3,89.69186584862527,397477.85,115538.87999999999,101.63239714040219,113683.12000000001,51748.530000000006,129.77004345852635,39877.1,523792.70999999996,95.05563018540624,551038.07
Hoshiarpur,March 2023,957742.2000000001,85.66432994116819,1118017.5,147898.9,44.74666061568717,330525.0,109787.15999999999,77.08743917595264,142419.0,1215428.26,76.39583107447918,1590961.5
Jalandhar,March 2023,348732.37,49.828430779700746,699866.2501369953,454499.5126999999,102.36641835917624,443992.7859010201,83241.54,26.345820284406425,315957.29076338164,886473.4226999999,60.724997140041005,1459816.326801397
Kapurthala,March 2023,230400.3019013,44.701290986342954,515422.03103639995,108693.7009966,42.34344580193631,256695.4553132508,42545.827248,36.986205340463144,115031.60936992527,381639.8301459,43.01867994763021,887149.0957195761
Ludhiana,March 2023,1124991.8535428,62.048467812455165,1813085.63,2659316.1289308425,137.4337743268963,1934980.0599999998,259416.93954409985,17.51552431712736,1481068.65,4043724.9220177424,77.33067576951451,5229134.34
Malerkotla,March 2023,78732.06,32.70013043175465,240769.86531999995,43754.96,161.99117490672032,27010.706,2979.95,12.086768437039233,24654.64624,125466.97000000002,42.90419295147224,292435.21755999996
Mansa,March 2023,431769.57,84.12014231606243,513277.27,71552.05,98.69248275862068,72500.0,28528.840000000004,93.95303803721391,30364.999999999996,531850.46,86.3194242459619,616142.27
Moga,March 2023,700444.49,93.96904362077456,745399.1899999998,112768.06,57.546398187714,195960.24,29466.039999999997,34.31018926003807,85881.31,842678.5900000001,82.03321355809936,1027240.7399999999
Pathankot,March 2023,95017.84,152.8723996460462,62154.99999999999,96985.68000000001,126.98616039279868,76375.0,37256.439999999995,203.50925875348227,18307.0,229259.96,146.17721583554902,156837.0
Patiala,March 2023,916719.90999824,76.42689280473844,1199472.9556,765458.6913522305,291.72169988869365,262393.4700929999,862465.4759409999,205.3343572770581,420029.7930546875,2544644.0772914705,135.21702482535463,1881896.2187476875
Rupnagar,March 2023,129877.6651978,47.139811038265144,275515.879969,75148.94985509999,81.74564219541843,91930.22140000001,15797.822133499998,36.11293314202635,43745.607899999995,220824.43718639997,53.70352373567374,411191.709269
S.a.s Nagar,March 2023,225347.6940916,63.529709058780504,354712.3030000001,351092.646092933,147.5216685520506,237993.94999999998,59450.8255792,46.99892331602468,126494.016,635891.1657637331,88.4164249059441,719200.2690000001
Sangrur,March 2023,596050.92,58.98778366419848,1010465.0200000001,211652.86000000002,182.20113907531052,116164.4,39370.45,37.06440990264608,106221.71,847074.23,68.70855769909542,1232851.1300000001
Shahid Bhagat Singh Nagar,March 2023,202313.28,50.0881436519822,403914.51,61396.82,79.03451558954656,77683.55324508449,86920.34999999999,82.14679948209543,105810.99999999999,350630.45,59.69101805528434,587409.0632450845
Sri Muktsar Sahib,March 2023,219180.99000000002,51.89282227349767,422372.45999999996,63369.85,201.30270509290375,31479.880000000005,14997.39,48.08168769163886,31191.480000000003,297548.23000000004,61.34460799851031,485043.82000000007
Tarn Taran,March 2023,334937.97423010017,53.0871172436621,630921.3828522349,37863.8180967,54.95430126255469,68900.55414552243,107409.127708,41.33762499081332,259833.81418712402,480210.9200348002,50.03991477588568,959655.7511848814
Amritsar,June 2023,182755.11395579996,132.09931852811866,138346.75,367178.6162531,105.93246736569242,346615.75,61896.2683017,193.98506100148086,31907.75,611829.9985106,118.37206697630593,516870.25000000006
Barnala,June 2023,103638.48000000001,99.69576185792377,103954.74999999999,14500.960000000001,96.05670282354889,15096.25,20910.92,80.98886500513179,25819.5,139050.36,95.98252232165969,144870.5
Bathinda,June 2023,211010.2089629,142.56483275650297,148010.0,279124.5422223,241.5266867176762,115566.75,21486.709248299998,91.66782601478258,23439.75,511621.4604335,178.2550691104867,287016.5
Faridkot,June 2023,132178.33733,145.28804043890332,90976.75,36174.3010147,174.50428015147313,20729.75,3438.98474,80.74155637729648,4259.25,171791.6230847,148.13996639930323,115965.75
Fatehgarh Sahib,June 2023,70253.87,98.54106937470193,71294.0,238060.9,431.81146637765676,55130.75,2208.88,35.709170270379495,6185.75,310523.65,234.16218926857226,132610.5
Fazilka,June 2023,111611.15836629999,92.88873679894637,120155.74999999999,19470.9776444,70.92154272799293,27454.25,9752.843465,78.04928447672208,12495.75,140834.9794757,87.96372364871343,160105.75
Ferozepur,June 2023,189731.58000000002,117.9160120320191,160904.0,49488.57,167.8859129844797,29477.499999999996,9035.890000000001,85.59753700414447,10556.25,248256.04000000004,123.54873088804868,200937.75
Gurdaspur,June 2023,122877.91,126.29546529076818,97294.0,64505.03999999999,191.8008994610667,33631.25,12386.55,86.56626190268192,14308.75,199769.49999999997,137.5500915763526,145234.0
Hoshiarpur,June 2023,120989.97,46.28944780910332,261377.0,65176.99,151.39571319895703,43050.75,17570.12,57.87974469837348,30356.25,203737.08,60.856277480405275,334784.0
Jalandhar,June 2023,146301.06,153.72198901993747,95172.5,469686.12564099993,355.02536018791125,132296.5,30588.9412,132.90005517780722,23016.5,646576.126841,258.12916390010605,250485.5
Kapurthala,June 2023,98942.89434209999,157.35568491948757,62878.5,47742.3744704,150.8984219363913,31638.75,5440.1393990999995,46.243959529921796,11764.0,152125.4082116,143.13475632964423,106281.25
Ludhiana,June 2023,296166.89580700005,96.46470300305192,307021.0,2035885.7415628147,263.00774392806085,774078.25,37086.7240632,51.703946887869634,71729.0,2369139.3614330147,205.50670591504107,1152828.25
Malerkotla,June 2023,36463.29,169.7032555325437,21486.5,20407.47,160.23453203517587,12736.0,646.08,78.38398544131029,824.25,57516.83999999999,164.11461833122897,35046.75
Mansa,June 2023,105773.1,89.76430876421753,117834.25,48708.06,233.86416996759093,20827.5,1015.04,12.867746331569109,7888.249999999999,155496.2,106.10453770044353,146550.0
Moga,June 2023,192829.82,100.8745749589345,191158.0,17518.07,53.36847957714834,32824.75,1365.38,16.7582694077938,8147.499999999999,211713.27000000002,91.20451556830703,232130.24999999997
Pathankot,June 2023,21021.49,81.09204181614783,25923.0,38495.729999999996,136.360989346723,28230.75,5957.9,57.83526670873174,10301.5,65475.119999999995,101.5822915899015,64455.25
Patiala,June 2023,221381.89636875,88.4886043093757,250181.25,228337.08827909053,102.48016851909938,222811.0,244505.6653114,102.52981328533343,238472.75,694224.6499592406,97.5767817052477,711465.0
Rupnagar,June 2023,39724.4922058,112.07440370097123,35444.75,46106.095249699996,210.7755388680884,21874.5,2697.1347135999995,61.74405571109711,4368.25,88527.72216909999,143.50998527918946,61687.5
S.a.s Nagar,June 2023,60202.32355680002,97.89035493119894,61499.74999999999,196774.84523132502,192.54511051606337,102196.75,13676.850286039371,83.198845934389,16438.75,270654.0190741644,150.25044741335435,180135.25
Sangrur,June 2023,157713.9,96.95447168465832,162668.0,76202.48,123.68875921650104,61608.25,4930.74,45.293282810885295,10886.25,238847.12,101.56683995109765,235162.5
Shahid Bhagat Singh Nagar,June 2023,53402.77,96.72093202265759,55213.25000000001,18341.38,102.62921411185408,17871.5,11779.32,49.01208729481765,24033.5,83523.47,86.00182766884699,97118.25000000001
Sri Muktsar Sahib,June 2023,146673.89,245.2064062591426,59816.5,38821.35,210.46230161419297,18445.75,8272.33,199.48947971302826,4146.75,193767.57000000004,235.12913638073516,82408.99999999999
Tarn Taran,June 2023,124174.70331119998,135.84701878254305,91407.75,24447.322982100002,221.8148435521481,11021.5,16761.07625,56.436025320504726,29699.25,165383.1025433,125.16837967834343,132128.5
Amritsar,September 2023,294800.0,106.54388339444188,276693.5,685008.7586354,98.81385347252686,693231.5,62021.44991510001,97.1886922692763,63815.5,1041830.2085504998,100.7825666645062,1033740.5000000001
Barnala,September 2023,115900.0,55.74540845896894,207909.49999999997,39338.4982708,130.29228540465348,30192.5,37242.87458,72.12160301322645,51639.0,192481.37285080002,66.43221803293287,289741.0
Bathinda,September 2023,280600.0,94.79089250726302,296020.0,282506.0625035,122.22635944313569,231133.5,39060.19853,83.32042476988876,46879.5,602166.2610335,104.90098322457071,574033.0
Faridkot,September 2023,202264.5130312,111.16274929100018,181953.5,58321.8624667,140.67189055994402,41459.5,5660.1593293999995,66.44549309620238,8518.5,266246.5348273,114.79533173687058,231931.5
Fatehgarh Sahib,September 2023,108860.51,76.34619322804163,142588.0,300438.91411250003,272.4785297792067,110261.5,10540.99366,85.20384480459118,12371.5,419840.4177725,158.29833149430098,265221.0
Fazilka,September 2023,243800.0,101.45165753615622,240311.49999999997,55647.4929008,101.34586248176511,54908.5,24976.01917,99.93805561891043,24991.5,324423.5120708,101.31538438525787,320211.5
Ferozepur,September 2023,289226.99,89.8756370258042,321808.0,66601.7609322,112.97050450716648,58954.99999999999,18894.13511,89.49264705743043,21112.5,374722.88604219997,93.24352592835342,401875.5
Gurdaspur,September 2023,211742.44,108.81577486792607,194588.0,97394.7592667,144.79800671503438,67262.5,24234.84,84.6853848169826,28617.5,333372.0392667,114.77065951041077,290468.0
Hoshiarpur,September 2023,286200.0,54.74850503296006,522754.0,165753.5045362,192.50942728779407,86101.5,35000.074,57.648876261066505,60712.5,486953.5785362,72.7265309178754,669568.0
Jalandhar,September 2023,191879.99,100.80642517533951,190345.0,596618.8789123,225.48551129935413,264593.0,46416.321579999996,100.83271040340624,46033.0,834915.1904923,166.6593855716798,500971.0
Kapurthala,September 2023,123641.17282580001,98.31752731521904,125757.0,76245.91133729999,120.49450647908024,63277.5,23404.04029,99.47313962087725,23528.0,223291.12445310003,105.04727995441341,212562.5
Ludhiana,September 2023,430686.70270659996,70.13961629767995,614042.0,2669274.7183610904,172.4163363562463,1548156.5,85889.2925741,59.87068868525981,143458.0,3185850.7136417907,138.17542698323842,2305656.5
Malerkotla,September 2023,49781.380000000005,115.84339003560376,42973.0,29707.329247,116.62739183024497,25472.0,2695.33,163.50197148923263,1648.5,82184.039247,117.2491589762246,70093.5
Mansa,September 2023,231174.40000000002,98.09304170901075,235668.5,76327.55233929999,183.23743209530667,41655.0,5019.00623,31.813179285646378,15776.499999999998,312520.9585693,106.62605205366769,293100.0
Moga,September 2023,380411.26,99.50178909593112,382316.0,61435.3282798,93.58080149856434,65649.5,10144.60386,62.255930408100646,16294.999999999998,451991.1921398,97.35723632309879,464260.49999999994
Pathankot,September 2023,50902.29,98.17978243258881,51846.0,71911.7720346,127.36426066363806,56461.5,19879.98,96.4907052371014,20603.0,142694.04203460002,110.69233463108125,128910.5
Patiala,September 2023,433680.06673575,86.67317529506107,500362.5,463271.398360506,103.96062096586478,445622.0,489700.0,102.67420491439798,476945.5,1386651.465096256,97.450434321875,1422930.0
Rupnagar,September 2023,47102.0599026,66.44433929227883,70889.5,60071.76239009999,137.31002397791946,43749.0,4692.1988,53.707992903336574,8736.5,111866.0210927,90.67154698496454,123375.0
S.a.s Nagar,September 2023,109097.78564699998,88.69774726482626,122999.49999999999,244237.60247322498,119.4938207297321,204393.5,33726.53249,102.58241195346362,32877.5,387061.920610225,107.43647359698475,360270.5
Sangrur,September 2023,306982.9,94.3587245186515,325336.0,155019.26098649998,125.81047261243421,123216.5,12157.474450000002,55.83867011137904,21772.5,474159.63543649996,100.81531609769839,470325.0
Shahid Bhagat Singh Nagar,September 2023,107094.48,96.98259022970028,110426.50000000001,34995.1896377,97.90781310382452,35743.0,46595.8468,96.9393696298916,48067.0,188685.5164377,97.14215218957301,194236.50000000003
Sri Muktsar Sahib,September 2023,174181.81,145.59679185509015,119633.0,40546.799168,109.90824219129065,36891.5,9011.182190000001,108.65355025019593,8293.5,223739.79135800002,135.74960948318753,164817.99999999997
Tarn Taran,September 2023,172577.42873520002,94.39977941432757,182815.5,29874.3478323,135.52759530145627,22043.0,18721.797479999997,31.51897350943205,59398.5,221173.5740475,83.69639178810779,264257.0
Amritsar,December 2023,440708.74062150007,106.1845786333976,415040.25,713828.8341553312,68.6474704967803,1039847.25,159612.7458165,166.74396848884675,95723.25,1314150.3205933312,84.75049722139043,1550610.75
Barnala,December 2023,235966.09,75.66307776540594,311864.25,46249.04,102.12037205707819,45288.75000000001,55484.479999999996,71.6312347902425,77458.5,337699.61,77.70148972127981,434611.5
Bathinda,December 2023,544048.6,122.52518973943202,444029.99999999994,353761.02,102.03656328485486,346700.25,126732.66,180.22470376177222,70319.25,1024542.28,118.98761685594152,861049.4999999999
Faridkot,December 2023,299013.8337033,109.55686799220679,272930.25,77606.9565848,124.79159434275215,62189.25000000001,11344.7973697,88.78556373148636,12777.75,387965.5876578,111.51729071092112,347897.25000000006
Fatehgarh Sahib,December 2023,181550.63999999998,84.88355261312311,213882.00000000003,330628.83,199.90587829840877,165392.25,19251.66,103.74198763286586,18557.25,531431.13,133.5819637208215,397831.50000000006
Fazilka,December 2023,377116.2916802,104.61873906164847,360467.24999999994,53088.88,64.45739123572245,82362.75,29882.48,79.71371599677222,37487.25,460087.65168020007,95.7882840310649,480317.24999999994
Ferozepur,December 2023,353451.5438144001,73.22203380367591,482712.0,76774.65039930001,86.81723393469598,88432.5,18978.272645,59.92744470495362,31668.75,449204.4668587001,74.51801480121748,602813.25
Gurdaspur,December 2023,304317.37,104.26041002871023,291882.0,115685.54999999999,114.66076937372233,100893.75,24576.26,57.25228735330945,42926.25000000001,444579.18,102.03744302298358,435702.00000000006
Hoshiarpur,December 2023,341028.75,43.49129801015392,784131.0,273065.33,211.42901498038168,129152.25,28831.923099999993,31.659513389609494,91068.75,642926.0031,64.01401133268017,1004352.0
Jalandhar,December 2023,282712.82,99.01768543084049,285517.5,816592.74,205.74813392644552,396889.49999999994,56110.94,81.26190631358664,69049.5,1155416.5,153.7569373609783,751456.5
Kapurthala,December 2023,149184.8378902,79.08630024051676,188635.5,107408.03170590002,113.16084622590972,94916.24999999999,25845.625109999997,73.2336651649099,35292.0,282438.49470609997,88.58210164260707,318843.75
Ludhiana,December 2023,644923.2829095,70.01945392546438,921063.0000000001,3242510.782900951,139.62889767715993,2322234.75,161215.49798220003,74.9187906249913,215187.0,4048649.5637926515,117.06425953714702,3458484.7500000005
Malerkotla,December 2023,68505.97,106.2775386095145,64459.5,36370.71,95.19134736180905,38208.0,3525.64,142.57971893640683,2472.75,108402.32,103.10258916066874,105140.24999999999
