district,credit_linkage,no_of_programs,own,self_employed_bank,settlement,total,total_settlement,total_trained,wage_employed
Hooghly,0.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
Howrah,0.0,3.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
Purba Bardhaman,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
