District,Jun-2020,Sep-2020,Dec-2020
East Garo Hills,21.11.2020,,
East Jaintia Hills,19.11.2020,15.12.2020,
East Khasi Hills,27.11.2020,27.11.2020,
North Garo Hills,27.11.2020,,
Ri Bhoi,11.11.2020,11.12.2020,
South Garo Hills,09.12.2020,09.12.2020,
South West Garo Hills,16.12.2020,16.12.2020,
South West Khasi Hills,20.11.2020,10.02.2021,10.02.2021
West Garo Hills,04.09.2020,08.12.2020,
West Jaintia Hills,12.11.2020,17.12.2020,
West Khasi Hills,11.11.2020,16.02.2021,16.02.2021
