period,district,aadhaar_seeded,apy_sourced,apy_subscribed,female_a_c,male_a_c,no_of_nominations_done_in_pmjdy_acc,no_of_nominations_done_other_than_pmjdy_acc,no_of_pmjjby_claim_disbursed,no_of_pmsby_claim_disbursed,no_of_re_kyc_done_for_other_than_pmjdy_acc,no_of_re_kyc_done_for_pmjdy_acc,of_enrolment,pmjdy_opened,pmjdy_sourced,pmjjby_enrolled,pmjjby_sourced,pmsby_enrolled,pmsby_sourced,rupaycard_issued,rural_a_c,total_a_c,total_deposit,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban_a_c,zero_balance_a_c_s,zero_balance_account
March 2023,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,1112739.0,149868.0,268486.0,694385.0,1559996.0,,,
March 2023,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,691745.0,72246.0,164508.0,454991.0,1147438.0,,,
March 2023,Hooghly,,,,,,,,,,,,,,,,,,,,,,,1922488.0,235879.0,459282.0,1227327.0,2296366.0,,,
March 2023,Howrah,,,,,,,,,,,,,,,,,,,,,,,1534743.0,186445.0,370637.0,977661.0,1970022.0,,,
March 2023,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,1154414.0,142300.0,302185.0,709929.0,1784069.0,,,
March 2023,Kolkata,,,,,,,,,,,,,,,,,,,,,,,2026193.0,173616.0,433650.0,1418927.0,841787.0,,,
March 2023,Malda,,,,,,,,,,,,,,,,,,,,,,,1670203.0,220904.0,392983.0,1056316.0,3154981.0,,,
March 2023,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,2976034.0,369928.0,663839.0,1942267.0,4282473.0,,,
March 2023,Nadia,,,,,,,,,,,,,,,,,,,,,,,1923081.0,221897.0,388455.0,1312729.0,2959014.0,,,
March 2023,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,3228484.0,350799.0,699459.0,2178226.0,4218340.0,,,
March 2023,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,2144034.0,245250.0,463191.0,1435593.0,2928382.0,,,
March 2023,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,2513032.0,284981.0,686259.0,1541792.0,3569031.0,,,
March 2023,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,1849702.0,285537.0,376680.0,1187485.0,2573010.0,,,
March 2023,Purulia,,,,,,,,,,,,,,,,,,,,,,,867628.0,100117.0,221913.0,545598.0,1945044.0,,,
March 2023,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,2271319.0,279780.0,550920.0,1440619.0,4848158.0,,,
March 2023,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1022091.0,126833.0,244767.0,650491.0,2555427.0,,,
March 2024,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,631600.0,59976.0,170353.0,401271.0,594589.0,,,
March 2024,Bankura,,,,,,,,,,,,,,,,,,,,,,,1734751.0,179499.0,385268.0,1169984.0,2268471.0,,,
March 2024,Birbhum,,,,,,,,,,,,,,,,,,,,,,,2224223.0,231682.0,609444.0,1383097.0,2376039.0,,,
March 2024,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,1472244.0,184833.0,363665.0,923746.0,1653963.0,,,
March 2024,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,906748.0,95059.0,225798.0,585891.0,1215140.0,,,
March 2024,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,1121031.0,104835.0,321824.0,694372.0,645710.0,,,
March 2024,Hooghly,,,,,,,,,,,,,,,,,,,,,,,2515141.0,297183.0,596164.0,1621794.0,2436407.0,,,
March 2024,Howrah,,,,,,,,,,,,,,,,,,,,,,,1991137.0,227583.0,468584.0,1294970.0,2081323.0,,,
March 2024,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,1505078.0,178125.0,398474.0,928479.0,1556751.0,,,
March 2024,Jhargram,,,,,,,,,,,,,,,,,,,,,,,460528.0,36920.0,111499.0,312109.0,479491.0,,,
March 2024,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,66323.0,6115.0,19446.0,40762.0,31737.0,,,
March 2024,Kolkata,,,,,,,,,,,,,,,,,,,,,,,2449339.0,201304.0,503455.0,1744580.0,968025.0,,,
March 2024,Malda,,,,,,,,,,,,,,,,,,,,,,,2137460.0,275257.0,523834.0,1338369.0,3385674.0,,,
March 2024,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,3818068.0,466780.0,914243.0,2437045.0,4626823.0,,,
March 2024,Nadia,,,,,,,,,,,,,,,,,,,,,,,2455894.0,278356.0,550625.0,1626913.0,3140247.0,,,
March 2024,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,4048430.0,431310.0,917862.0,2699258.0,4548132.0,,,
March 2024,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1655376.0,64783.0,390649.0,1199944.0,1527664.0,,,
March 2024,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,2187180.0,269382.0,496975.0,1420823.0,2700550.0,,,
March 2024,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1682923.0,294363.0,522773.0,865787.0,2258736.0,,,
March 2024,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,2300321.0,351421.0,501111.0,1447789.0,2618238.0,,,
March 2024,Purulia,,,,,,,,,,,,,,,,,,,,,,,1264758.0,133570.0,302571.0,828617.0,2066522.0,,,
March 2024,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,3307855.0,357477.0,754714.0,2195664.0,5067487.0,,,
March 2024,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1343192.0,159353.0,330851.0,852988.0,2702430.0,,,
March 2025,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,769821.0,71535.0,216653.0,481633.0,633357.0,,,
March 2025,Bankura,,,,,,,,,,,,,,,,,,,,,,,2169151.0,227780.0,514660.0,1426711.0,2412764.0,,,
March 2025,Birbhum,,,,,,,,,,,,,,,,,,,,,,,2593728.0,272667.0,734667.0,1586394.0,2458821.0,,,
March 2025,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,1811846.0,221164.0,459889.0,1130793.0,1766462.0,,,
March 2025,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1114434.0,115740.0,294174.0,704520.0,1281857.0,,,
March 2025,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,1316870.0,119366.0,387520.0,809984.0,674860.0,,,
March 2025,Hooghly,,,,,,,,,,,,,,,,,,,,,,,3029026.0,361389.0,750878.0,1916759.0,2553428.0,,,
March 2025,Howrah,,,,,,,,,,,,,,,,,,,,,,,2367335.0,264565.0,581526.0,1521244.0,2182346.0,,,
March 2025,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,1807398.0,210807.0,491801.0,1104790.0,1644235.0,,,
March 2025,Jhargram,,,,,,,,,,,,,,,,,,,,,,,555731.0,47608.0,139304.0,368819.0,499027.0,,,
March 2025,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,83644.0,7254.0,24943.0,51447.0,32960.0,,,
March 2025,Kolkata,,,,,,,,,,,,,,,,,,,,,,,2838902.0,231733.0,599492.0,2007677.0,1018321.0,,,
March 2025,Malda,,,,,,,,,,,,,,,,,,,,,,,2603449.0,330689.0,669275.0,1603485.0,3607558.0,,,
March 2025,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,4608778.0,557410.0,1154845.0,2896523.0,4974205.0,,,
March 2025,Nadia,,,,,,,,,,,,,,,,,,,,,,,3017202.0,340086.0,726627.0,1950489.0,3332643.0,,,
March 2025,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,4865207.0,517805.0,1168287.0,3179115.0,4779725.0,,,
March 2025,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1884968.0,78844.0,486132.0,1319992.0,1573797.0,,,
March 2025,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,2620398.0,320618.0,618251.0,1681529.0,2802606.0,,,
March 2025,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,2312086.0,351636.0,660246.0,1300204.0,2361594.0,,,
March 2025,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,2825628.0,420110.0,651026.0,1754492.0,2726291.0,,,
March 2025,Purulia,,,,,,,,,,,,,,,,,,,,,,,1547648.0,164867.0,387287.0,995494.0,2189576.0,,,
March 2025,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,4229735.0,442484.0,968189.0,2819062.0,5429279.0,,,
March 2025,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1689458.0,190992.0,433014.0,1065452.0,2881953.0,,,
September 2022,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,419029.0,44959.0,103010.0,271060.0,239458.0,,,
September 2022,Bankura,,,,,,,,,,,,,,,,,,,,,,,1109315.0,111960.0,211866.0,785489.0,2108458.0,,,
September 2022,Birbhum,,,,,,,,,,,,,,,,,,,,,,,1390489.0,166949.0,368730.0,854810.0,2182202.0,,,
September 2022,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,952237.0,135435.0,219663.0,597139.0,1491459.0,,,
September 2022,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,585169.0,63554.0,127290.0,394325.0,1112201.0,,,
September 2022,Hooghly,,,,,,,,,,,,,,,,,,,,,,,1625309.0,206078.0,359161.0,1060070.0,2219508.0,,,
September 2022,Howrah,,,,,,,,,,,,,,,,,,,,,,,1290708.0,165616.0,299848.0,825244.0,1901657.0,,,
September 2022,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,966968.0,127865.0,248098.0,591005.0,1714962.0,,,
September 2022,Kolkata,,,,,,,,,,,,,,,,,,,,,,,1826557.0,153981.0,382415.0,1290161.0,796885.0,,,
September 2022,Malda,,,,,,,,,,,,,,,,,,,,,,,1434559.0,197966.0,304568.0,932025.0,3035957.0,,,
September 2022,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,2446405.0,329621.0,453812.0,1662972.0,4107566.0,,,
September 2022,Nadia,,,,,,,,,,,,,,,,,,,,,,,1592075.0,200156.0,288641.0,1103278.0,2869563.0,,,
September 2022,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,2697561.0,314623.0,537709.0,1845229.0,4058904.0,,,
September 2022,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,1778608.0,214534.0,343250.0,1220824.0,2848792.0,,,
September 2022,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,2145460.0,246849.0,503344.0,1395267.0,3443244.0,,,
September 2022,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,1540847.0,250047.0,280997.0,1009803.0,2509265.0,,,
September 2022,Purulia,,,,,,,,,,,,,,,,,,,,,,,738526.0,84924.0,165163.0,488439.0,1882370.0,,,
September 2022,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,1921880.0,242775.0,394835.0,1284270.0,4688691.0,,,
September 2022,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,871412.0,115222.0,186209.0,569981.0,2482128.0,,,
September 2024,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,691706.0,66067.0,187665.0,437974.0,606613.0,,,
September 2024,Bankura,,,,,,,,,,,,,,,,,,,,,,,1910928.0,203059.0,431190.0,1276679.0,2335768.0,,,
September 2024,Birbhum,,,,,,,,,,,,,,,,,,,,,,,2403123.0,250658.0,661988.0,1490477.0,2396098.0,,,
September 2024,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,1620625.0,202912.0,401027.0,1016686.0,1703191.0,,,
September 2024,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1000331.0,105317.0,252816.0,642198.0,1246695.0,,,
September 2024,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,1210931.0,111984.0,351183.0,747764.0,658875.0,,,
September 2024,Hooghly,,,,,,,,,,,,,,,,,,,,,,,2725866.0,326277.0,650294.0,1749295.0,2479712.0,,,
September 2024,Howrah,,,,,,,,,,,,,,,,,,,,,,,2145462.0,243885.0,512460.0,1389117.0,2119260.0,,,
September 2024,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,1636677.0,193939.0,434955.0,1007783.0,1597989.0,,,
September 2024,Jhargram,,,,,,,,,,,,,,,,,,,,,,,501600.0,42351.0,121676.0,337573.0,487993.0,,,
September 2024,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,74748.0,6600.0,21679.0,46469.0,32236.0,,,
September 2024,Kolkata,,,,,,,,,,,,,,,,,,,,,,,2578059.0,215201.0,529132.0,1833726.0,993979.0,,,
September 2024,Malda,,,,,,,,,,,,,,,,,,,,,,,2335034.0,302108.0,577035.0,1455891.0,3487045.0,,,
September 2024,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,4173538.0,509572.0,1007736.0,2656230.0,4799959.0,,,
September 2024,Nadia,,,,,,,,,,,,,,,,,,,,,,,2686110.0,303781.0,613706.0,1768623.0,3228821.0,,,
September 2024,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,4373125.0,469652.0,998272.0,2905201.0,4643161.0,,,
September 2024,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1732257.0,70962.0,423968.0,1237327.0,1531437.0,,,
September 2024,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,2357962.0,291762.0,537498.0,1528702.0,2747753.0,,,
September 2024,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1985123.0,321262.0,576331.0,1087530.0,2299545.0,,,
September 2024,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,2508138.0,381646.0,551725.0,1574767.0,2666172.0,,,
September 2024,Purulia,,,,,,,,,,,,,,,,,,,,,,,1382498.0,147947.0,334426.0,900125.0,2123446.0,,,
September 2024,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,3804965.0,394461.0,834656.0,2575848.0,5229964.0,,,
September 2024,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1484695.0,174801.0,367603.0,942291.0,2782164.0,,,
September 2025,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,842972.0,77968.0,242669.0,522335.0,838676.0,,,
September 2025,Bankura,,,,,,,,,,,,,,,,,,,,,,,2329177.0,250011.0,562442.0,1516724.0,2441097.0,,,
September 2025,Birbhum,,,,,,,,,,,,,,,,,,,,,,,2767161.0,293989.0,788913.0,1684259.0,2503394.0,,,
September 2025,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,1955804.0,241370.0,504628.0,1209806.0,1802467.0,,,
September 2025,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1208818.0,127642.0,325270.0,755906.0,1300400.0,,,
September 2025,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,1395856.0,126770.0,414984.0,854102.0,662308.0,,,
September 2025,Hooghly,,,,,,,,,,,,,,,,,,,,,,,3281612.0,394855.0,823170.0,2063587.0,2604572.0,,,
September 2025,Howrah,,,,,,,,,,,,,,,,,,,,,,,2541064.0,284882.0,626901.0,1629281.0,2222588.0,,,
September 2025,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,1951145.0,230211.0,538221.0,1182713.0,1472861.0,,,
September 2025,Jhargram,,,,,,,,,,,,,,,,,,,,,,,601493.0,52425.0,153952.0,395116.0,505596.0,,,
September 2025,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,93206.0,7540.0,28566.0,57100.0,58597.0,,,
September 2025,Kolkata,,,,,,,,,,,,,,,,,,,,,,,3048769.0,251582.0,646589.0,2150598.0,1025150.0,,,
September 2025,Malda,,,,,,,,,,,,,,,,,,,,,,,2833281.0,359587.0,739430.0,1734264.0,3688565.0,,,
September 2025,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,4940373.0,603286.0,1248826.0,3088261.0,5092917.0,,,
September 2025,Nadia,,,,,,,,,,,,,,,,,,,,,,,3259314.0,374437.0,797452.0,2087425.0,3380614.0,,,
September 2025,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,5264795.0,564827.0,1282427.0,3417541.0,4865561.0,,,
September 2025,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,1980070.0,87309.0,519360.0,1373401.0,1566125.0,,,
September 2025,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,2853159.0,352275.0,677561.0,1823323.0,2821544.0,,,
September 2025,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,2565534.0,381636.0,720546.0,1463352.0,2440552.0,,,
September 2025,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,3062469.0,454531.0,714828.0,1893110.0,2752409.0,,,
September 2025,Purulia,,,,,,,,,,,,,,,,,,,,,,,1687187.0,183026.0,426089.0,1078072.0,2204075.0,,,
September 2025,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,4588727.0,489412.0,1055068.0,3044247.0,5539340.0,,,
September 2025,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,1838037.0,209552.0,479572.0,1148913.0,2937823.0,,,
