period,district,aadhaar_seeded,apy_sourced,apy_subscribed,female_a_c,male_a_c,no_of_nominations_done_in_pmjdy_acc,no_of_nominations_done_other_than_pmjdy_acc,no_of_pmjjby_claim_disbursed,no_of_pmsby_claim_disbursed,no_of_re_kyc_done_for_other_than_pmjdy_acc,no_of_re_kyc_done_for_pmjdy_acc,of_enrolment,pmjdy_opened,pmjdy_sourced,pmjjby_enrolled,pmjjby_sourced,pmsby_enrolled,pmsby_sourced,rupaycard_issued,rural_a_c,total_a_c,total_deposit,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban_a_c,zero_balance_a_c_s,zero_balance_account
March 2022,Kolkata,,,,,,,,,,,,224.97,,,,,,,,,,,1740815.0,136176.0,360356.0,1244283.0,773792.0,,,
March 2022,Malda,,,,,,,,,,,,45.35,,,,,,,,,,,1312762.0,174857.0,266737.0,871168.0,2894830.0,,,
March 2022,Murshidabad,,,,,,,,,,,,55.73,,,,,,,,,,,2198382.0,284148.0,387938.0,1526296.0,3944658.0,,,
March 2022,Nadia,,,,,,,,,,,,53.02,,,,,,,,,,,1467422.0,177673.0,253782.0,1035967.0,2767847.0,,,
March 2022,North 24 Parganas,,,,,,,,,,,,63.9,,,,,,,,,,,2498921.0,276179.0,492119.0,1730623.0,3910547.0,,,
March 2022,Paschim Medinipur,,,,,,,,,,,,58.74,,,,,,,,,,,1613475.0,187585.0,304237.0,1121653.0,2746800.0,,,
March 2022,Purba Bardhaman,,,,,,,,,,,,59.14,,,,,,,,,,,1956350.0,209877.0,450465.0,1296008.0,3308246.0,,,
March 2022,Purba Medinipur,,,,,,,,,,,,57.18,,,,,,,,,,,1389823.0,215230.0,243593.0,931000.0,2430528.0,,,
March 2022,Purulia,,,,,,,,,,,,36.36,,,,,,,,,,,653771.0,68998.0,144659.0,440114.0,1798154.0,,,
March 2022,South 24 Parganas,,,,,,,,,,,,37.96,,,,,,,,,,,1714746.0,203582.0,344576.0,1166588.0,4517415.0,,,
March 2022,Uttar Dinajpur,,,,,,,,,,,,33.44,,,,,,,,,,,795142.0,102335.0,162433.0,530374.0,2377797.0,,,
March 2023,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,487462.0,48834.0,125944.0,312684.0,252325.0,,,
March 2023,Bankura,,,,,,,,,,,,,,,,,,,,,,,1306525.0,130915.0,271374.0,904236.0,2160961.0,,,
March 2023,Birbhum,,,,,,,,,,,,,,,,,,,,,,,1722638.0,188288.0,471093.0,1063257.0,2260316.0,,,
