District,cd_ratio
Anantapur,122.88
Chittoor,83.05
East Godavari,129.05
Guntur,132.1
Krishna,196.94
Kurnool,141.61
Prakasam,166.8
Spsr Nellore,146.03
Srikakulam,121.4
Visakhapatanam,111.97
Vizianagaram,120.55
West Godavari,144.52
Y.s.r.,116.5
