district,period,acp_achievement__col_1,acp_achievement__col_10,acp_achievement__col_11,acp_achievement__col_12,acp_achievement__col_2,acp_achievement__col_3,acp_achievement__col_4,acp_achievement__col_5,acp_achievement__col_6,acp_achievement__col_7,acp_achievement__col_8,acp_achievement__col_9,animal_husbandry__achievement_no,animal_husbandry__amount_crore,animal_husbandry__target_no,atm_network__no_of_atm,bank_mitra__no_of_bank_mitra,cgtmse__amount_crore,cgtmse__no_of_accounts,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,fisheries__achievement_no,fisheries__amount_crore,fisheries__target_no,jansuraksha__col_1,jansuraksha__col_2,jansuraksha__col_3,jansuraksha__col_4,jansuraksha__col_5,jansuraksha__col_6,jansuraksha__col_7,jansuraksha__col_8,jansuraksha__col_9,kcc__achievement_amt,kcc__achievement_no,kcc__achievement_pct_amt,kcc__achievement_pct_no,kcc__target_amt,kcc__target_no,mudra__kishore_amt,mudra__kishore_no,mudra__shishu_amt,mudra__shishu_no,mudra__tarun_amt,mudra__tarun_no,mudra__total_amt,mudra__total_no,pmegp__disbursed_projects,pmegp__sanctioned_amt,pmegp__sanctioned_projects,pmegp__sponsored_projects,pmegp__target_employment,pmegp__target_margin_money,pmegp__target_projects,pmjdy__active_no,pmjdy__active_pct,pmjdy__balance_amt_crore,pmjdy__female_no,pmjdy__male_no,pmjdy__rupay_active_no,pmjdy__rupay_active_pct,pmjdy__rupay_issued_no,pmjdy__rural_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_no,priority_sector__col_1,priority_sector__col_2,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,shg__achievement_amt,shg__achievement_no,shg__achievement_pct_amt,shg__achievement_pct_no,shg__target_amt,shg__target_no,social_security_apy__subscribers_fy15,social_security_apy__subscribers_fy16,social_security_apy__subscribers_fy17,social_security_apy__subscribers_fy18,social_security_apy__subscribers_fy19,social_security_apy__subscribers_fy20,social_security_pmjjby__claims_amount_crore,social_security_pmjjby__claims_paid_no,social_security_pmjjby__claims_pending_no,social_security_pmjjby__claims_rejected_no,social_security_pmjjby__claims_total_no,social_security_pmjjby__claims_under_process_no,social_security_pmsby__claims_amount_crore,social_security_pmsby__claims_paid_no,social_security_pmsby__claims_pending_no,social_security_pmsby__claims_rejected_no,social_security_pmsby__claims_total_no,social_security_pmsby__claims_under_process_no,stand_up_india__sc_st_amount,stand_up_india__sc_st_loans,stand_up_india__total_amount,stand_up_india__total_loans,stand_up_india__women_amount,stand_up_india__women_loans
Banda,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739.0,26.92,27.15,7484.0,35.3,35.79,17.64,221.0,,,,,,63.0,97.99,,,,,,,,,,,,,,,,,,,6.62,50.0,,,1.0,2.0,12425.0,39.07,117103.0,,,,,745.0,9.0,683.0,13.66,53.0,,,,,,,28495.4,4782.0,,,,
Basti,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4764.0,42.92,42.97,12629.0,54.59,55.16,36.57,451.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.74,2601.0,,,0.0,1.0,173.0,15130.0,42.89,121677.0,,,,608.0,11.48,574.0,,34.0,,,,,,,44.75,218.0,,,,95.0
Bhadohi,2024-06,,,,,,,,,,,,,,,,,,,,,3804.93,7972.97,,,,,,,,,,,,,,,,,,,61.68,5176.0,28.4,7615.0,349.0,60.22,26.74,28.25,,,,,298.61,2561.92,120865.0,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,110.0,9155.0,31.2,75506.0,,,,313.0,1.0,281.0,5.62,31.0,,,,,,,,,,,,
Budaun,2024-06,,,,,,,,,,,,,,,,,,,,,6957.25,8497.58,,,,,,,,,,,,,,,,,,,448.0,34.71,36.16,21.41,35.69,36.61,94.34,9268.0,,,,0.0,23737.0,5338.9,276267.0,,,,,,,,,,,,,,,,,,,,,,,,,171.0,15195.0,32.19,125376.0,,,,1093.0,91.0,950.0,19.0,52.0,,,,,,,39.95,238.0,,,,139.0
Chandauli,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,209.0,11.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,3815.0,3731.0,,,,,,,,292.0,5.5,275.0,,2.0,,,,,,,49194.91,11877.0,,,,
Farrukhabad,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.0,4.26,4.97,1289.0,26.43,31.79,22.64,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,,,1753.0,1714.0,142.0,11735.0,4082.0,34.78,113779.0,,,1074.0,,976.0,,,,,,,,,35.42,198.0,,,13.9,101.0
Firozabad,2024-06,,,,,,,,,,,,,,,,,,,,,72.15,8242.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48,8.41,265.64,21765.0,5931.31,258799.0,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,148.0,12880.0,3942.0,30.61,108917.0,,,761.0,,713.0,,,,,,,,,4874.34,450.0,,,,
Gautam Buddha Nagar,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.37,1095.0,46.99,50.84,4772.0,726.0,778.26,786.58,,0.0,4.6,15.04,1352.79,48120.0,29436.13,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,499.0,38490.0,6577.0,17.09,180586.0,,,765.0,,701.0,,,,,,,,,40606.11,1279.0,,,112.51,524.0
Ghazipur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,16477.0,,,,,,11.0,10.0,1.0,297.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,4.17,,,1.0,24.0,275.0,24245.0,7309.0,30.15,176821.0,,,684.0,,645.0,,,,,,,,,7482.89,1467.0,,,18.37,104.0
Gorakhpur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20455.0,179.17,179.55,48993.0,201.27,203.78,134.47,1597.0,,378.71,195.0,705.1,46179.0,12036.92,601121.0,,,,,,,,,,,,,,,,,,,,26.25,,,33.33,1.0,414.0,35210.0,9754.0,27.7,236723.0,,,985.0,,926.0,,,,,,,,,191826.02,33027.0,,,84.52,475.0
Mahoba,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,143.0,19.51,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,438.0,,,,,,,,,,,,,,
Mathura,2024-06,,,,,,,,,,,,,,,,,,,,62.52,15414.99,24654.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,249.0,10.16,13.92,0.0,4.0,,,,,,,,934.0,,876.0,,,,,,,,,402.0,107.57,,,,
Mau,2024-06,,,,,,,,,,,,,,,,,,,,37.91,4407.73,11626.22,,,,,,,,,,,,,,,,,,,59.6,4561.0,33.62,33.68,472.0,57.91,37.78,39.03,,181.64,94.0,36.33,19.0,145.31,75.0,,,,,,,,,,,,,,,,,,,547.12,692.0,18.12,23.44,3019.0,2952.0,,,,,,,,326.0,,304.0,,,,,,,,,52350.93,13809.0,,,,
Meerut,2024-06,,,,,,,,,,,,,,,,,,,,54.42,28361.81,52120.71,,,,,,,,,,,,,,,,,,,95.43,6659.0,33.27,33.54,1170.0,91.83,92.39,95.37,,386.21,199.0,77.24,40.0,308.97,159.0,,,,,,,,,,,,,,,,,,,153.2,223.0,6.92,10.3,1.16,2.0,,,,,,,,2208.0,,2086.0,,,,,,,,,198717.61,24449.0,,,,
Mirzapur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.12,7638.0,55.3,56.89,615.0,78.71,45.88,47.07,,187.09,96.0,37.42,19.0,149.67,77.0,,,,,,,,,,,,,,,,,,,12.14,402.0,,8.94,534.0,4398.0,,,,,,,,832.0,,750.0,,,,,,,,,74700.67,16899.0,,,,
Moradabad,2024-06,,,,,,,,,,,,,,,,,,,,65.76,18430.55,28027.49,,,,,,,,,,,,,,,,,,,4346.0,28.27,28.92,7085.0,59.11,64.241,74.73,863.0,,,0.0,0.0,275.0,68.49,25.0,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,,,,,,,2951.0,,2601.0,,,,,,,,,7584.85,637.0,,,,
Baghpat,2024-06,,,,,,,,,,,,,,,,,,,,,48.97,4228.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13,13.03,381.19,2903.2,171955.0,,,,,,,,,,,,,,,,,,,,,,,,,126.0,10960.0,3255.0,20.23,49630.0,,,,,,,,,,,,,,,,,,,
Bareilly,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7661.0,45.46,45.98,13079.0,95.16,97.75,71.6,898.0,,40153.0,207.0,17.86,35.51,13397.1,821964.0,,,,,,,,,,,,,,,,,,,16.38,1040.0,,,12.5,8.0,32230.0,31.8,,,,,,,,,,,,,,,,,,,,,,
Bulandshahr,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8110.0,58.63,58.87,15661.0,76.53,79.85,54.41,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099.0,3031.0,236.0,20265.0,31.68,144640.0,,,,,,,,,,,,,,,9647.51,1245.0,,,,
Deoria,2024-06,,,,,,,,,,,,,,,,,,,,41.92,6480.86,15461.19,,,,,,,,,,,,,,,,,,,9889.0,85.39,85.56,23233.0,99.15,101.49,63.64,782.0,,6.17,5.49,231.36,14375.0,3749.05,262005.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,229.0,19825.0,4877.0,24.6,124790.0,,,,,,,,,,,,,,59954.32,13294.0,,,,
Fatehpur,2024-06,,,,,,,,,,,,,,,,,,,,49.28,5220.05,10593.68,,,,,,,,,,,,,,,,,,,3430.0,16.75,16.78,4289.0,50.32,51.11,36.33,453.0,,5.48,5.6,206.23,11113.0,3764.93,198529.0,,,,,,,,,,,,,,,,,,,,,,,4973.0,4863.0,186.0,16490.0,9867.0,59.84,254260.0,,,,,,,,,,,,,,46.12,228.0,,,31.71,183.0
Ghaziabad,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,24.46,1421.92,62636.0,23115.42,,,,,,,,,,,,,,,,,,,,29.51,,,90.0,305.0,473.0,38530.0,6414.0,16.65,,,,,,,,,,,,,,,436492.93,30450.0,,,144.1,660.0
Gonda,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,2453.0,19.01,19.1,513.0,38.25,38.38,40.65,,232.61,120.0,46.52,24.0,186.09,96.0,,,,,,,,,,,,,,,,,,,,45.83,,,11.0,24.0,221.0,19505.0,8487.0,43.51,163070.0,,,,,,,,,,,,,,4937.83,863.0,,,15.68,108.0
Hamirpur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0,19.64,19.65,6196.0,21.8,21.94,8.23,100.0,,,,,,2122.88,116074.0,,,,,,,,,,,,,,,,,,,,5.56,,,1.0,18.0,110.0,9200.0,1175.0,12.77,66125.0,,,,,,,,,,,,,,19416.95,3838.0,,,,
Hapur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.0,20.35,20.63,5645.0,36.9,38.16,22.41,281.0,,,114.8,22.96,12.0,91.84,47.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,4.0,111.0,9525.0,1502.0,15.77,38256.0,,,,,,,,,,,,,,43.1,198.0,,,32.55,162.0
Hathras,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196.0,10.83,10.97,2793.0,31.81,33.53,24.87,300.0,,3.94,7.43,156.28,13832.0,3964.68,186170.0,,,,,,,,,,,,,,,,,,,885818.685,7.46,,,0.0,0.0,132.0,11620.0,2324.0,20.0,70473.0,,,,,,,,,,,,,,2249.43,181.0,,,22.8,146.0
Jalaun,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,5.78,134.29,8543.0,2970.15,147695.0,,,,,,,,,,,,,,,,,,,,25.0,,,1.0,4.0,132.0,11700.0,3240.0,27.69,90240.0,,,,,,,,,,,,,,1933.28,243.0,,,11.05,66.0
Jaunpur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,5.87,298.5,23238.0,5571.62,395785.0,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,330.0,29070.0,10275.0,35.35,244279.0,,,,,,,,,,,,,,45.01,255.0,,,15.53,111.0
Kannauj,2024-06,,,,,,,,,,,,,,,,,,,,68.03,4110.35,6042.21,,,,,,,,,,,,,,,,,,,27.64,35.61,2065.0,9.45,31.91,445.0,5024.0,29.9,,0.0,0.0,0.0,187.0,28.54,17.0,,,,,,,,,,,,,,,,,,,,34.08,,,2904.0,2840.0,132.0,10790.0,3533.0,32.74,90229.0,,,,,,,,,,,,,,2459.85,310.0,,,8.1,54.0
Kanpur Dehat,2024-06,,,,,,,,,,,,,,,,,,,,,49.57,6949.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,4.66,154.88,8133.0,2575.97,174536.0,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,168.0,14050.0,4913.0,34.97,119912.0,,,,,,,,,,,,,,3831.77,320.0,,,,
Kanpur Nagar,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741.0,14.99,15.18,4054.0,90.38,95.96,139.68,1670.0,,444.17,229.0,88.83,46.0,355.34,183.0,,,,,,,,,,,,,,,,,,,,12.72,,,2107.0,2060.0,631.0,51810.0,7668.0,14.8,255436.0,,,,,,,,,,,,,,400277.33,41514.0,,,,
Kasganj,2024-06,,,,,,,,,,,,,,,,,,,,,73.11,4150.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.32,,,0.0,3.0,87.0,7280.0,2250.0,30.91,65698.0,,,,,,,,,,,,,,,,,,,
Kaushambi,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59,8.76,141.38,10315.0,1646.64,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,122.0,10765.0,5051.0,46.92,104715.0,,,,,,,,,,,,,,9.89,58.0,,,5.02,38.0
Kheri,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.97,90.0,1332.92,64053.0,8069.13,385951.0,,,,,,,,,,,,,,,,,,,,11.55,,,5677.0,5552.0,262.0,22995.0,8586.0,37.34,222299.0,,,,,,,,,,,,,,45877.63,8565.0,,,21.42,164.0
Kushi Nagar,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14645.0,127.05,127.42,35951.0,129.67,131.41,47.77,586.0,,229.2,118.0,250.83,24848.0,3768.43,337592.0,,,,,,,,,,,,,,,,,,,,,,,,,199.0,17265.0,9014.0,52.21,140708.0,,,,,,,,,,,,,,4124.57,603.0,,,11.67,76.0
Muzaffarnagar,2024-06,,,,,,,,,,,,,,,,,,,,84.16,16878.55,20055.58,,,,,,,,,,,,,,,,,,,7995.0,60.4,61.08,16797.0,77.03,81.45,46.99,567.0,,285.18,147.0,57.04,29.0,228.14,118.0,,,,,,,,,,,,,,,,,,,138.96,166.0,8.51,10.39,8.06,5.0,272.0,23720.0,5695.0,24.01,141100.0,,,,,,,,,,,,,,8070.91,852.0,,,,
Pilibhit,2024-06,,,,,,,,,,,,,,,,,,,,89.65,6356.74,7090.46,,,,,,,,,,,,,,,,,,,28.08,1566.0,7.78,1881.0,295.0,26.96,22.67,23.5,,,0.0,101.0,39.3,20.0,157.21,,,,,,,,,,,,,,,,,,,25.76,317.42,,13.62,1.0,3.0,143.0,12595.0,4929.0,,,,,,,,,,,,,,,,2803.33,242.0,,,,
Pratapgarh,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.45,269.0,44.33,44.58,9790.0,21.18,87.64,88.2,,0.0,0.0,0.0,209.0,52.05,19.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,263.0,21355.0,44.59,214461.0,,,,,,,,,,,,,,,67640.32,13188.0,,,,
Rae Bareli,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89,778.0,65.49,66.38,12896.0,64.07,155.13,157.0,,,,,,187.9,97.0,,,,,,,,,,,,,,,,,,,,12.29,,,0.0,1.0,320.0,26290.0,37.37,234232.0,,,,,,,,,,,,,,,6140.79,672.0,,,,
Rampur,2024-06,,,,,,,,,,,,,,,,,,,,72.96,6882.97,9433.89,,,,,,,,,,,,,,,,,,,36.8,2931.0,13.86,4227.0,331.0,35.37,26.39,27.61,,23.25,25.84,1170.69,59464.0,5035.52,230137.0,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,226.0,17890.0,29.34,121414.0,,,,,,,,,,,,,,,48914.26,10148.0,,,,
Saharanpur,2024-06,,,,,,,,,,,,,,,,,,,,69.72,15633.23,22424.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8,164.0,63.56,33.0,254.24,131.0,,,,,,,,,,,,,,,,,,,8.45,295.0,,,2.0,7.0,279.0,23915.0,7665.0,32.05,173960.0,,,,,,,,,,,,,,72.62,393.0,,,,309.0
Sambhal,2024-06,,,,,,,,,,,,,,,,,,,,91.19,5467.09,5995.1,,,,,,,,,,,,,,,,,,,19.74,1721.0,17.22,4369.0,201.0,18.5,15.46,16.47,,,0.0,0.0,132.0,32.87,12.0,,,,,,,,,,,,,,,,,,,,,,,,,129.0,11400.0,2896.0,25.4,79713.0,,,,,,,,,,,,,,2001.79,172.0,,,,
Shamli,2024-06,,,,,,,,,,,,,,,,,,,,66.05,4329.02,6554.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.07,48.0,18.61,10.0,74.46,38.0,,,,,,,,,,,,,,,,,,,8.39,67.7,,4.31,1.0,3.0,79.0,6935.0,2020.0,29.13,47242.0,,,,,,,,,,,,,,,,,,,
Shravasti,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,9.11,9.12,2876.0,14.24,14.52,15.49,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,71.0,6260.0,30.86,38784.0,,,,,,,,,,,,,,,952.5,182.0,,,,
Sitapur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.86,10.05,11.12,545.38,38570.0,5426.69,,,,,,,,,,,,,,,,,,,,,,,13.46,7.0,289.0,25245.0,32.84,185521.0,,,,,,,,,,,,,,,53571.75,9711.0,,,,
Varanasi,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.83,15029.0,101.73,28789.0,1562.0,165.84,125.01,131.15,,417.72,5.18,13.42,1079.29,182964.0,20839.82,,,,,,,,,,,,,,,,,,,1214.57,1566.0,27.8,36.67,30.41,45.0,487.0,40845.0,19.58,,,,,,,,,,,,,,,,286186.04,47496.0,,,,
Ayodhya,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.21,149.0,57.64,244.87,4178.15,219636.0,,,,,,,,,,,,,,,,,,,619.97,33.33,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Etah,2024-06,,,,,,,,,,,,,,,,,,,,77.7,5240.56,6744.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,4.35,164.36,8075.0,3935.24,185625.0,,,,,,,,,,,,,,,,,,,,,,,2160.0,2113.0,,,,,,,,,,,,,,,,,,,24441.07,3436.0,,,,
Hardoi,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,264.0,82.48,24.0,,,,,,,,,,,,,,,,,,,,17.47,,,8.33,60.0,,,,,,,,,,,,,,,,,,,4753.97,472.0,,,,
Jhansi,2024-06,,,,,,,,,,,,,,,,,,,,45.46,11613.54,25549.31,,,,,,,,,,,,,,,,,,,3884.0,47.98,48.2,16426.0,44.2,47.71,35.3,434.0,,4.53,4.6,306.71,11942.0,6766.04,259517.0,,,,,,,,,,,,,,,,,,,0.31,13.12,,,2401.0,2348.0,,,,,,,,,,,,,,,,,,,81496.93,15959.0,,,,
Lalitpur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,44.0,,,,,,,,,,,,,,,,,,,,16.56,,,2291.0,2240.0,,,,,,,,,,,,,,,,,,,22884.0,5975.0,,,,
Lucknow,2024-06,,,,,,,,,,,,,,,,,,,,,47.03,266348.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,1.0,462.0,155.27,42.0,,,,,,,,,,,,,,,,,,,,20.05,,,2809.0,2748.0,,,,,,,,,,,,,,,,,,,575292.5,58812.0,,,,
Maharajganj,2024-06,,,,,,,,,,,,,,,,,,,,70.34,5084.88,7228.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97,6.97,262.01,17560.0,3288.71,251835.0,,,,,,,,,,,,,,,,,,,48.1,2235.0,,,4752.0,4647.0,,,,,,,,,,,,,,,,,,,46923.08,7816.0,,,,
Prayagraj,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.29,,,2.0,4.0,,,,,,,,,,,,,,,,,,,240647.08,38215.0,,,,
Sant Kabeer Nagar,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,220.0,11.0,10.0,,,,,,,,,,,,,,,,,,,43.44,1132.0,,30.61,2666.0,2606.0,,,,,,,,,,,,,,,,,,,2514.62,249.0,,,,
Siddharth Nagar,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852.0,26.65,26.69,7895.0,38.4,39.28,30.4,367.0,,189.17,13.21,9.92,257.82,13807.0,1951.43,,,,,,,,,,,,,,,,,,,29.13,659.72,,16.49,0.0,2.0,,,,,,,,,,,,,,,,,,,2342.39,362.0,,,,8.11
Sonbhadra,2024-06,,,,,,,,,,,,,,,,,,,,51.93,5770.24,11111.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,6.17,158.51,10089.0,3337.63,163452.0,,,,,,,,,,,,,,,,,,,,266.92,,,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Sultanpur,2024-06,,,,,,,,,,,,,,,,,,,,42.1,4922.09,11690.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.29,16562.0,,,,,,,,,,,,,,,,,,,1023.24,1790.0,19.92,32.53,5136.0,5502.0,,,,,,,,,,,,,,,,,,,,,,,,
Unnao,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,176.0,5.47,3395.94,,,,,,,,,,,,,,,,,,,261.02,404.0,6.67,10.55,3915.0,3829.0,,,,,,,,,,,,,,,,,,,4348.46,374.0,,,,
Agra,2024-06,,,,,,,,,,,,,,,,,,,,69.04,39756.67,57585.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76,10.4,1552.94,116748.0,22958.3,1122686.0,,,,,,,,,,,,,,,,,,,,30.05,,,44.44,9.0,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh,2024-06,,,,,,,,,,,,,,,,,,,,52.66,16366.52,31076.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.09,14.09,1079.46,54690.0,10702.51,388244.0,,,,,,,,,,,,,,,,,,,,16.67,,,1.0,6.0,,,,,,,,,,,,,,,,,,,119970.12,15543.0,,,,
Amethi,2024-06,,,,,,,,,,,,,,,,,,,,46.95,4428.21,9431.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.46,15.29,406.34,3260.79,333324.0,,,,,,,,,,,,,,,,,,,,13.33,,,0.0,3.0,,,,,,,,,,,,,,,,,,,31856.59,5789.0,,,,
Amroha,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,14.73,567.34,4467.48,213627.0,,,,,,,,,,,,,,,,,,,,2.08,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Bahraich,2024-06,,,,,,,,,,,,,,,,,,,,,75.03,7188.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.3,19.08,714.95,49791.0,5479.55,260999.0,,,,,,,,,,,,,,,,,,,,21.43,,,0.0,2.0,,,,,,,,,,,,,,,,,,,40221.77,5605.0,,,,
Barabanki,2024-06,,,,,,,,,,,,,,,,,,,,,8932.55,12133.51,,,,,,,,,,,,,,,,,,,2316.0,6.29,6.4,1800.0,45.03,54.08,52.49,649.0,,,,113.0,43.95,23.0,175.81,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,70071.64,9510.0,,,,
Bijnor,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8565.0,51.41,52.04,13912.0,82.64,85.09,64.3,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
Etawah,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14,28.19,1684.0,1137.0,23.47,292.0,3113.0,21.55,,3.82,9.97,117.87,16662.0,3083.49,167126.0,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,3199.44,405.0,,,,
Shahjahanpur,2024-06,,,,,,,,,,,,,,,,,,,,82.62,9669.59,11703.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,176.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48928.28,9353.0,,,,
Ambedkar Nagar,2024-06,,,,,,,,,,,,,,,,,,,,52.32,4891.9,9350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,7.13,222.79,14311.0,2950.37,200765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.61,406.0,,,,
Chitrakoot,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,111.38,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14898.84,3084.0,,,2.59,24.0
Auraiya,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.11,3.52,56.12,1778.86,85204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mainpuri,2024-06,,,,,,,,,,,,,,,,,,,,71.1,5245.05,7377.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.04,179.0,,,,
