district,12,47,49
East Garo Hills,15,57,57
East Jaintia Hills,27,113,119
East Khasi Hills,187,236,248
Eastern West Khasi Hills,12,47,49
North Garo Hills,11,81,89
Ri Bhoi,49,115,122
South Garo Hills,8,57,57
South West Garo Hills,13,114,114
South West Khasi Hills,8,27,27
West Garo Hills,44,421,457
West Jaintia Hills,46,117,128
West Khasi Hills,16,108,110
