district,Serchhip,Serchhip,Saitual,Saitual,Saiha,Saiha,Mamit,Mamit,Mamit,Lunglei,Lunglei,Lunglei,Lawngtlai,Lawngtlai,Lawngtlai,Lawngtlai,Kolasib,Kolasib,Khawzawl,Hnahthial,Champhai,Champhai,Aizawl,Aizawl,Aizawl,Aizawl
Amt,3523.46,3523.46,1581.83,1581.83,1374.31,1374.31,2449.00,2449.00,2449.00,681.35,681.35,681.35,1482.85,1482.85,1482.85,1482.85,1395.00,1395.00,2100.64,5251.39,697.44,697.44,2179.89,2179.89,2179.89,2179.89
Name Block,Serchhip,Serchhip,Phullen,Phullen,Tuipang,Tuipang,Zawlnuam,Zawlnuam,Zawlnuam,W Bunghmun,W Bunghmun,W Bunghmun,Chawngte,Chawngte,Chawngte,Chawngte,N. Thingdawl,N. Thingdawl,Khawzawl,Hnahthial,Khawbung,Khawbung,Thingsulthliah,Thingsulthliah,Thingsulthliah,Thingsulthliah
No,6429,6429,966,966,740,740,1287,1287,1287,357,357,357,749,749,749,749,792,792,1549,1619,438,438,878,878,878,878
