district,49,47,12
East Garo Hills,61,61,15
East Jaintia Hills,123,120,26
East Khasi Hills,712,259,187
Eastern West Khasi Hills,49,47,12
North Garo Hills,92,86,11
Ri Bhoi,128,123,49
South Garo Hills,58,58,9
South West Garo Hills,129,129,14
South West Khasi Hills,30,30,9
West Garo Hills,499,467,44
West Jaintia Hills,120,110,47
West Khasi Hills,124,121,17
