eulaV retrauQ,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
eulaV knaB,62,0,51,8,68.17,06.011501,36.26591,44.91,29495,35133,87201,76761,2524,94,0,23.0001,57.94,62.3243,86.261,0
puorG/retemaraP,HCNARB,CRU ni gninepO rB,MTA,PSC,% LAUTCA OITAR DC,TIDERC LATOT,TNEMEVEIHCA % LSP,TNEMEVEIHCA % PCA,)9971(YDJMP,)8901(DRAC YAPUR,)4531(YBJJMP,)1942(YBSMP,)721(YPA,ON TEGRAT PGEMP,DEVEIHCA TEGRAT PGEMP,CCK,GHS,YMMP,IUS,SEMEHCS 51 ETAVELE MC
,KROWTEN FO ERAHS,,,,,,,,)hcnarb rep gva lautcA( HCNARB REP,,,,,,,KNAB FO GNIDNATSTUO FO ERAHS,,,,
,CISAB,,,,,,,,YTIRUCES LAICOS,,,,,,,,,,,
eulaV knaB,,,,,,,,,,,,,,,,,,,,
puorG/retemaraP,,,,,,,,,,,,,,,,,,,,
