district,12,14,37,51
East Garo Hills,15,5,47,52
East Jaintia Hills,26,34,94,128
East Khasi Hills,190,497,224,721
Eastern West Khasi Hills,12,14,37,51
North Garo Hills,12,17,64,81
Ri Bhoi,48,34,105,139
South Garo Hills,10,16,46,62
South West Garo Hills,14,6,134,140
South West Khasi Hills,9,15,15,30
West Garo Hills,45,78,494,572
West Jaintia Hills,46,30,77,107
West Khasi Hills,18,28,93,121
