District,cd_ratio
Chittoor,64.16
East Godavari,117.89
Guntur,142.11
Krishna,133.4
Kurnool,113.53
Prakasam,158.8
Spsr Nellore,137.86
Srikakulam,90.52
Visakhapatanam,106.2
Vizianagaram,92.67
West Godavari,140.01
Y.s.r.,112.48
