district,period,aadhaar_authentication__no_of_aadhaar_seeded_casa,aadhaar_authentication__no_of_authenticated_casa,aadhaar_authentication__no_of_operative_casa,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_deposit,kcc__ah_applications_accepted,kcc__ah_applications_received,kcc__ah_applications_sanctioned,kcc__kcc_insured,kcc__kcc_pending,kcc__total_no_of_kcc,pmjdy__female_no,pmjdy__male_no,pmjdy__no_of_aadhaar_seeded,pmjdy__no_of_rupay_card_issued,pmjdy__rural_no,pmjdy__target_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,sc_st_finance__sc_applications_no,sc_st_finance__sc_disbursement_no,sc_st_finance__sc_sponsored_no,shg__credit_linked_amt,shg__credit_linked_no,shg__savings_linked_amt,shg__savings_linked_no
Rohtak,June 2024,,,,76.62,2082305.6063,2717680.5597,,,,,,,136588.0,127356.0,225595.0,190103.0,94532.0,,263944.0,169589.0,323.0,0.0,323.0,,,,
Sirsa,June 2024,,,,116.25,1447859.9293,1245421.1021,,,,,,,290908.0,248774.0,476192.0,385829.0,268788.0,,539682.0,245084.0,21.0,3.0,21.0,,,,
Sonipat,June 2024,,,,79.21,2212594.4551,2793422.1852,,,,,,,211483.0,210840.0,352693.0,292009.0,216952.0,,422323.0,186384.0,157.0,1.0,157.0,,,,
Yamunanagar,June 2024,,,,90.16,1738944.7101,1928629.4385,,,,,,,273429.0,224046.0,435325.0,345068.0,233247.0,,497475.0,259765.0,229.0,0.0,229.0,,,,
Ambala,September 2024,,,,72.61,2222781.1302,3061332.6827,,,,,,,214985.0,179895.0,338768.0,261929.0,184025.0,,394927.0,205578.0,127.0,3.0,127.0,,,,
Bhiwani,September 2024,,,,100.16,1187603.6214,1185757.9023,,,,,,,209292.0,175629.0,341464.0,256227.0,194909.0,,384942.0,190033.0,218.0,0.0,218.0,,,,
Charki Dadri,September 2024,,,,100.5,481936.6459,479515.9997,,,,,,,72349.0,59794.0,111040.0,88919.0,95158.0,,132146.0,33604.0,,,,,,,
Faridabad,September 2024,,,,67.81,5281178.0914,7787777.8445,,,,,,,404118.0,505734.0,806582.0,638661.0,127281.0,,909940.0,628706.0,178.0,7.0,178.0,,,,
Fatehabad,September 2024,,,,119.07,929599.2416,780738.3967,,,,,,,228668.0,198513.0,379052.0,294958.0,204110.0,,427224.0,195011.0,248.0,0.0,248.0,,,,
Gurugram,September 2024,,,,85.42,28007887.1245,32789050.6893,,,,,,,290366.0,710098.0,829290.0,715194.0,173830.0,,1000657.0,727752.0,46.0,11.0,46.0,,,,
Hisar,September 2024,,,,113.4,2837657.0679,2502369.5377,,,,,,,321049.0,285011.0,533061.0,447671.0,293096.0,,606173.0,298792.0,161.0,0.0,161.0,,,,
Jhajjar,September 2024,,,,101.35,1726430.9854,1703442.9358,,,,,,,122390.0,131764.0,210047.0,178875.0,123079.0,,254167.0,125853.0,83.0,28.0,83.0,,,,
Jind,September 2024,,,,96.19,1167624.2934,1213927.8922,,,,,,,241049.0,190072.0,381347.0,337038.0,152930.0,,431156.0,263986.0,386.0,1.0,386.0,,,,
Kaithal,September 2024,,,,118.04,1099162.5966,931140.4608,,,,,,,272357.0,220746.0,425619.0,366373.0,150765.0,,493153.0,333440.0,631.0,9.0,631.0,,,,
Karnal,September 2024,,,,117.21,3075125.8195,2623714.5531,,,,,,,352030.0,281216.0,545085.0,439137.0,305895.0,,633298.0,322131.0,356.0,0.0,356.0,,,,
Kurukshetra,September 2024,,,,81.32,1473350.4994,1811739.1219,,,,,,,215877.0,177317.0,344435.0,273355.0,197483.0,,393286.0,168578.0,102.0,3.0,102.0,,,,
Mahendragarh,September 2024,,,,78.98,824948.6341,1044530.3167,,,,,,,129640.0,118082.0,206524.0,173286.0,166996.0,,247750.0,72356.0,148.0,0.0,148.0,,,,
Nuh,September 2024,,,,75.39,227978.6643,302379.5714,,,,,,,272389.0,287641.0,468037.0,309939.0,226030.0,,560070.0,319275.0,85.0,0.0,85.0,,,,
Palwal,September 2024,,,,90.77,697645.4545,768583.8535,,,,,,,219116.0,200158.0,370251.0,247702.0,168383.0,,419337.0,220910.0,41.0,0.0,41.0,,,,
Panchkula,September 2024,,,,74.87,4143243.0155,5533885.2444,,,,,,,101243.0,105379.0,166108.0,131410.0,85398.0,,206680.0,117521.0,74.0,0.0,74.0,,,,
Panipat,September 2024,,,,156.94,2957842.582,1884702.5198,,,,,,,293062.0,295257.0,524740.0,395872.0,175462.0,,588412.0,411515.0,481.0,0.0,481.0,,,,
Rewari,September 2024,,,,63.91,1350845.4545,2113503.2227,,,,,,,120218.0,135494.0,214570.0,162930.0,136051.0,,255730.0,115070.0,94.0,0.0,94.0,,,,
Rohtak,September 2024,,,,76.91,2050541.104,2666268.2209,,,,,,,137005.0,126896.0,226877.0,189271.0,92477.0,,263925.0,171448.0,365.0,0.0,365.0,,,,
Sirsa,September 2024,,,,113.23,1454919.3398,1284921.7878,,,,,,,306804.0,258291.0,503752.0,409867.0,289327.0,,565164.0,249700.0,118.0,2.0,118.0,,,,
Sonipat,September 2024,,,,79.68,2276561.2972,2856972.4789,,,,,,,213063.0,214017.0,365038.0,299416.0,222795.0,,427133.0,184530.0,190.0,1.0,190.0,,,,
Yamunanagar,September 2024,,,,94.3,1813837.3368,1923377.1894,,,,,,,279518.0,227342.0,446455.0,353990.0,239126.0,,506915.0,263095.0,259.0,0.0,259.0,,,,
Ambala,December 2024,1417755.0,942371.0,1893391.0,73.33,2252700.0,3071900.0,3539.0,3539.0,3502.0,,,,216558.0,179981.0,339813.0,283316.0,187379.0,,396564.0,203912.0,189.0,3.0,189.0,,,,
Bhiwani,December 2024,1353804.0,834439.0,1603656.0,100.2,1194740.6907,1192310.1429,3593.0,3593.0,2279.0,,,,212885.0,177776.0,346483.0,258005.0,197683.0,,390672.0,192989.0,430.0,0.0,430.0,,,,
Charki Dadri,December 2024,459248.0,281333.0,623347.0,100.39,498700.0,496760.2571,6764.0,6764.0,4489.0,,,,73160.0,60184.0,112191.0,88396.0,96015.0,,133347.0,33945.0,158.0,0.0,158.0,,,,
Faridabad,December 2024,2793556.0,1480689.0,3597170.0,66.29,5268026.7177,7947341.0722,2389.0,2400.0,2288.0,,,,419853.0,521140.0,835028.0,728852.0,131268.0,,941078.0,652203.0,292.0,7.0,292.0,,,,
Fatehabad,December 2024,1014895.0,576888.0,1370553.0,112.96,972000.0,860503.028,780.0,780.0,518.0,,,,231171.0,201160.0,383539.0,303525.0,214475.0,,432356.0,189187.0,466.0,0.0,466.0,,,,
Gurugram,December 2024,4992359.0,3250343.0,6999228.0,90.47,29269600.0,32353500.0,1685.0,1685.0,889.0,,,,303081.0,734976.0,865824.0,816375.0,182583.0,,1038251.0,753742.0,170.0,12.0,170.0,,,,
Hisar,December 2024,1935348.0,967099.0,2498754.0,110.52,2896240.9016,2620665.8408,5898.0,5902.0,5612.0,,,,327479.0,290406.0,542890.0,455384.0,302635.0,,617973.0,301106.0,373.0,0.0,373.0,,,,
Jhajjar,December 2024,1098129.0,605614.0,1363270.0,102.09,1784932.1193,1748413.4897,4066.0,4066.0,2393.0,,,,124432.0,133035.0,213958.0,181227.0,124687.0,,257471.0,127580.0,188.0,28.0,188.0,,,,
Jind,December 2024,1361811.0,739401.0,1677830.0,95.73,1219068.6057,1273505.7013,12940.0,12946.0,12512.0,,,,243297.0,190238.0,383144.0,338852.0,153614.0,,433557.0,265649.0,432.0,1.0,432.0,,,,
Kaithal,December 2024,1193486.0,601964.0,1485284.0,119.3,1179500.0,988700.0,8513.0,8513.0,7693.0,,,,275058.0,223221.0,430764.0,370024.0,154385.0,,498323.0,335055.0,713.0,9.0,713.0,,,,
Karnal,December 2024,1854287.0,869458.0,2386985.0,119.91,3360227.2076,2802292.1048,4389.0,4389.0,4365.0,,,,355221.0,283460.0,549527.0,470504.0,308881.0,,638723.0,324682.0,419.0,0.0,419.0,,,,
Kurukshetra,December 2024,1249735.0,626922.0,1618192.0,82.8,1623600.0,1960942.055,1418.0,1418.0,784.0,,,,217870.0,178463.0,347622.0,284388.0,201244.0,,396398.0,167967.0,152.0,3.0,152.0,,,,
Mahendragarh,December 2024,935155.0,464367.0,1190785.0,82.48,920800.0,1116396.9652,9707.0,9707.0,9655.0,,,,128485.0,115344.0,204039.0,170620.0,162423.0,,243846.0,73012.0,181.0,0.0,181.0,,,,
Nuh,December 2024,901308.0,440303.0,1063548.0,78.58,270312.9345,344000.0,3343.0,3731.0,2660.0,,,,281940.0,293757.0,483901.0,314709.0,232410.0,,575727.0,328683.0,154.0,0.0,154.0,,,,
Palwal,December 2024,1015974.0,433096.0,1194396.0,87.52,680396.6314,777400.0,2861.0,2861.0,1318.0,,,,227738.0,205145.0,383507.0,253541.0,175029.0,,432927.0,227594.0,73.0,0.0,73.0,,,,
Panchkula,December 2024,898036.0,559380.0,1330930.0,78.05,4369600.0,5598741.5613,635.0,635.0,384.0,,,,102189.0,105955.0,167548.0,137984.0,87384.0,,208199.0,117101.0,94.0,0.0,94.0,,,,
Panipat,December 2024,1635859.0,1009622.0,2031354.0,159.09,3203764.5428,2013758.938,1598.0,1598.0,696.0,,,,300509.0,304558.0,541332.0,415101.0,184514.0,,605148.0,419048.0,518.0,3.0,518.0,,,,
Rewari,December 2024,1126264.0,639371.0,1515127.0,59.71,1154825.057,1934163.2905,3380.0,3380.0,3238.0,,,,122799.0,137396.0,218849.0,167280.0,137891.0,,260207.0,117601.0,130.0,0.0,130.0,,,,
Rohtak,December 2024,1156358.0,602792.0,1572694.0,76.25,2106600.0,2762800.0,2209.0,2209.0,1605.0,,,,138200.0,127584.0,229182.0,192633.0,93074.0,,265801.0,172727.0,455.0,0.0,455.0,,,,
Sirsa,December 2024,1525399.0,785443.0,1875056.0,115.55,1515400.0,1311483.3899,6837.0,6837.0,3911.0,,,,310535.0,260829.0,509353.0,419627.0,292616.0,,571407.0,252477.0,203.0,2.0,203.0,,,,
Sonipat,December 2024,1726135.0,913732.0,2167365.0,79.99,2411800.0,3015277.4274,2616.0,2667.0,2596.0,,,,217165.0,217781.0,372319.0,306951.0,226350.0,,434968.0,188403.0,225.0,2.0,225.0,,,,
Yamunanagar,December 2024,1501932.0,755482.0,1838264.0,94.12,1859500.0,1975700.0,2017.0,2017.0,1790.0,,,,284641.0,230277.0,453945.0,373503.0,242035.0,,514954.0,268374.0,361.0,0.0,361.0,,,,
Ambala,March 2025,,,,72.64,2362591.8313,3252459.6277,3539.0,3539.0,3502.0,2167.0,63535.0,66223.0,222868.0,180865.0,344738.0,288454.0,191088.0,418386.07050000003,403758.0,207323.0,238.0,3.0,238.0,,,,
Bhiwani,March 2025,,,,98.57,1216491.8313,1234138.3163,3593.0,3593.0,2279.0,48934.0,56424.0,105382.0,219213.0,180320.0,353482.0,264988.0,200629.0,400724.7111,399543.0,198914.0,566.0,0.0,566.0,,,,
Charki Dadri,March 2025,,,,102.05,507191.8313,497016.1332,6764.0,6764.0,4489.0,10871.0,32880.0,43751.0,74417.0,60612.0,113941.0,89609.0,97169.0,139158.1098,135032.0,34463.0,292.0,0.0,292.0,,,,
Faridabad,March 2025,,,,69.06,5661270.9065,8197437.5622,2389.0,2400.0,2288.0,251.0,21431.0,21692.0,438467.0,532504.0,863334.0,746619.0,135536.0,945726.8133,971055.0,673761.0,326.0,7.0,326.0,,,,
Fatehabad,March 2025,,,,120.63,1057500.1546,876642.3202,780.0,780.0,518.0,16800.0,87194.0,104065.0,236719.0,202044.0,389813.0,307081.0,217163.0,449429.29780000006,438791.0,192435.0,635.0,0.0,635.0,,,,
Gurugram,March 2025,,,,87.59,31392862.9917,35839861.3782,1685.0,1685.0,889.0,1899.0,22060.0,23962.0,313659.0,749068.0,889285.0,829368.0,189693.0,1051134.3939,1062918.0,769276.0,282.0,12.0,282.0,,,,
Hisar,March 2025,,,,112.37,2902624.7814,2583077.6045,5898.0,5902.0,5612.0,49331.0,102641.0,152020.0,335432.0,293954.0,552697.0,462598.0,307027.0,660587.0331,629472.0,308218.0,522.0,0.0,522.0,,,,
Jhajjar,March 2025,,,,99.78,1895191.8313,1899342.3202,4066.0,4066.0,2393.0,1578.0,66785.0,68617.0,128131.0,135762.0,219937.0,186125.0,128163.0,264935.4256,263897.0,130616.0,266.0,8.0,266.0,,,,
Jind,March 2025,,,,98.36,1317535.8038,1339482.2463,12940.0,12946.0,12512.0,12136.0,86550.0,98721.0,248474.0,191967.0,388225.0,343957.0,155686.0,468819.6362,440462.0,270342.0,498.0,1.0,498.0,,,,
Kaithal,March 2025,,,,121.77,1292916.092,1061767.4715,8513.0,8513.0,7693.0,2258.0,83828.0,86189.0,282018.0,225593.0,439789.0,376676.0,158452.0,518946.0665,507653.0,340342.0,803.0,8.0,803.0,,,,
Karnal,March 2025,,,,127.2,3473438.7523,2730626.0592,4389.0,4389.0,4365.0,1194.0,99444.0,100790.0,359678.0,283517.0,554179.0,471040.0,310625.0,680376.8623,643232.0,327469.0,485.0,0.0,485.0,,,,
Kurukshetra,March 2025,,,,84.22,1620579.1432,1924312.2466,1418.0,1418.0,784.0,1550.0,67439.0,69447.0,222167.0,178703.0,351378.0,287471.0,204200.0,417320.76170000003,400935.0,169459.0,243.0,3.0,243.0,,,,
Mahendragarh,March 2025,,,,74.67,801628.3012,1073555.2693,9707.0,9707.0,9655.0,9260.0,64670.0,74098.0,133308.0,116251.0,207795.0,174352.0,165270.0,255988.76470000003,249574.0,75869.0,224.0,0.0,224.0,,,,
Nuh,March 2025,,,,83.32,280291.8313,336391.8984,3343.0,3731.0,2660.0,1968.0,17882.0,20040.0,298727.0,303185.0,510045.0,325933.0,240852.0,567044.9736,601941.0,346370.0,178.0,0.0,178.0,,,,
Palwal,March 2025,,,,88.39,711991.8313,805472.2172,2861.0,2861.0,1318.0,5386.0,17835.0,23226.0,238873.0,210348.0,398537.0,262892.0,181272.0,432165.28140000004,449264.0,237251.0,274.0,0.0,274.0,,,,
Panchkula,March 2025,,,,73.87,4226181.8891,5721446.3673,635.0,635.0,384.0,314.0,14165.0,14797.0,103810.0,106578.0,169266.0,138819.0,88571.0,221422.07150000002,210443.0,118140.0,112.0,0.0,112.0,,,,
Panipat,March 2025,,,,160.12,3194087.1902,1994754.407,1598.0,1598.0,696.0,771.0,45309.0,46213.0,312631.0,311771.0,558202.0,424108.0,189672.0,602486.8953000001,624482.0,433097.0,564.0,0.0,564.0,,,,
Rewari,March 2025,,,,59.24,1143000.1434,1929558.9692,3380.0,3380.0,3238.0,10121.0,58604.0,68785.0,127244.0,139692.0,224239.0,172745.0,141198.0,280961.2353,266948.0,120958.0,228.0,0.0,228.0,,,,
Rohtak,March 2025,,,,76.74,2206591.8313,2875585.5917,2209.0,2209.0,1605.0,3190.0,58719.0,61978.0,141863.0,129688.0,234003.0,195668.0,96128.0,278223.8642,271570.0,175442.0,531.0,0.0,531.0,,,,
Sirsa,March 2025,,,,114.22,1531187.1497,1340544.9968,6837.0,6837.0,3911.0,53274.0,93696.0,147179.0,319185.0,263870.0,518916.0,426264.0,297091.0,592676.4857999999,583097.0,259356.0,324.0,2.0,324.0,,,,
Sonipat,March 2025,,,,82.52,2500527.2384,3030157.6282,2616.0,2667.0,2596.0,5967.0,67041.0,73463.0,222961.0,220920.0,380261.0,311878.0,232306.0,451156.129,443904.0,190700.0,294.0,2.0,294.0,,,,
Yamunanagar,March 2025,,,,96.31,1943100.0,2017628.4335,2017.0,2017.0,1790.0,676.0,56139.0,60152.0,290494.0,230857.0,460486.0,378299.0,240268.0,538739.1174,521388.0,276587.0,478.0,0.0,478.0,,,,
Ambala,June 2025,1401106.0,941646.0,1930231.0,72.64,2362591.8313,3252459.6277,3704.0,3704.0,3667.0,1810.0,77902.0,,,,,,,,,,178.0,0.0,178.0,,,,
Bhiwani,June 2025,1284764.0,752455.0,1628966.0,98.57,1216491.8313,1234138.3163,3593.0,3593.0,2279.0,32270.0,108391.0,,,,,,,,,,76.0,41.0,76.0,,,,
Charki Dadri,June 2025,463435.0,264572.0,626830.0,102.05,507191.8313,497016.1332,7150.0,7150.0,4832.0,10863.0,43165.0,,,,,,,,,,92.0,21.0,92.0,,,,
Faridabad,June 2025,2812975.0,1562987.0,3679540.0,69.06,5661270.9065,8197437.5622,2689.0,2700.0,2588.0,312.0,26646.0,,,,,,,,,,299.0,5.0,299.0,,,,
Fatehabad,June 2025,1047649.0,621208.0,1396251.0,120.63,1057500.1546,876642.3202,780.0,780.0,518.0,18543.0,110371.0,,,,,,,,,,431.0,29.0,431.0,,,,
Gurugram,June 2025,5192925.0,3754770.0,7170922.0,87.59,31392862.9917,35839861.3782,1705.0,1705.0,909.0,1737.0,28473.0,,,,,,,,,,196.0,0.0,196.0,,,,
Hisar,June 2025,2003670.0,1030018.0,2550083.0,112.37,2902624.7814,2583077.6045,6502.0,6506.0,6216.0,55259.0,128755.0,,,,,,,,,,220.0,39.0,220.0,,,,
Jhajjar,June 2025,1072207.0,581218.0,1383146.0,99.78,1895191.8313,1899342.3202,4667.0,4667.0,2990.0,723.0,78491.0,,,,,,,,,,57.0,4.0,57.0,,,,
Jind,June 2025,1390234.0,751094.0,1707896.0,98.36,1317535.8038,1339482.2463,12995.0,13006.0,12565.0,12692.0,112669.0,,,,,,,,,,406.0,20.0,406.0,,,,
Kaithal,June 2025,1132557.0,626198.0,1435510.0,121.77,1292916.092,1061767.4715,8581.0,8581.0,7763.0,2159.0,111742.0,,,,,,,,,,483.0,3.0,483.0,,,,
Karnal,June 2025,1907314.0,1120347.0,2532206.0,127.2,3473438.7523,2730626.0592,6245.0,6245.0,6036.0,9321.0,125919.0,,,,,,,,,,182.0,32.0,182.0,,,,
Kurukshetra,June 2025,1275137.0,654762.0,1625453.0,84.22,1620579.1432,1924312.2466,1714.0,1714.0,984.0,807.0,83081.0,,,,,,,,,,125.0,8.0,125.0,,,,
Mahendragarh,June 2025,930600.0,466535.0,1186280.0,74.67,801628.3012,1073555.2693,9741.0,9741.0,9689.0,7486.0,82975.0,,,,,,,,,,92.0,4.0,92.0,,,,
Nuh,June 2025,931061.0,462370.0,1101323.0,83.32,280291.8313,336391.8984,3500.0,3888.0,2817.0,2233.0,24562.0,,,,,,,,,,110.0,12.0,110.0,,,,
Palwal,June 2025,1043735.0,454807.0,1233643.0,88.39,711991.8313,805472.2172,2910.0,2910.0,1386.0,5716.0,28520.0,,,,,,,,,,232.0,0.0,232.0,,,,
Panchkula,June 2025,924137.0,609278.0,1365721.0,73.87,4226181.8891,5721446.3673,635.0,635.0,384.0,235.0,17452.0,,,,,,,,,,57.0,0.0,57.0,,,,
Panipat,June 2025,1622875.0,1015868.0,2061572.0,160.12,3194087.1902,1994754.407,1598.0,1598.0,696.0,303.0,60332.0,,,,,,,,,,63.0,1.0,63.0,,,,
Rewari,June 2025,1166711.0,688330.0,1526996.0,59.24,1143000.1434,1929558.9692,3487.0,3487.0,3341.0,9936.0,93018.0,,,,,,,,,,54.0,33.0,54.0,,,,
Rohtak,June 2025,1225007.0,636325.0,1637388.0,76.74,2206591.8313,2875585.5917,2373.0,2373.0,1769.0,2641.0,73285.0,,,,,,,,,,70.0,12.0,70.0,,,,
Sirsa,June 2025,1538511.0,800455.0,1906616.0,114.22,1531187.1497,1340544.9968,7786.0,7786.0,4743.0,64986.0,149752.0,,,,,,,,,,209.0,34.0,209.0,,,,
Sonipat,June 2025,1872364.0,886364.0,2378725.0,82.52,2500527.2384,3030157.6282,2616.0,2667.0,2596.0,5915.0,76519.0,,,,,,,,,,103.0,2.0,103.0,,,,
Yamunanagar,June 2025,1679136.0,749009.0,2095947.0,96.31,1943100.0,2017628.4335,2017.0,2017.0,1790.0,569.0,66708.0,,,,,,,,,,355.0,33.0,355.0,,,,
Ambala,September 2025,1473971.0,992117.0,2008038.0,72.64,2362591.8313,3252459.6277,3721.0,3721.0,3679.0,3007.0,57798.0,90031.0,224565.0,180378.0,343974.0,301380.0,192935.0,433230.0,404943.0,212008.0,416.0,0.0,416.0,,,,
Bhiwani,September 2025,1340264.0,787387.0,1684949.0,98.57,1216491.8313,1234138.3163,3593.0,3593.0,2279.0,61158.0,54349.0,161712.0,224337.0,183213.0,361103.0,283817.0,203070.0,429509.0,407550.0,204480.0,196.0,41.0,196.0,,,,
Charki Dadri,September 2025,463080.0,275604.0,628568.0,102.05,507191.8313,497016.1332,7150.0,7150.0,4832.0,16772.0,27607.0,64390.0,75290.0,60728.0,115097.0,103847.0,98030.0,145121.0,136018.0,37988.0,173.0,21.0,173.0,,,,
Faridabad,September 2025,2918978.0,1563634.0,3744461.0,69.06,5661270.9065,8197437.5622,2713.0,2724.0,2612.0,585.0,18864.0,30098.0,455589.0,552563.0,900642.0,781334.0,141817.0,1042332.0,1008152.0,866335.0,391.0,5.0,391.0,,,,
Fatehabad,September 2025,1225523.0,700689.0,1596231.0,120.63,1057500.1546,876642.3202,780.0,780.0,518.0,25481.0,74318.0,157226.0,240466.0,205087.0,395998.0,331159.0,221852.0,470603.0,445553.0,223701.0,846.0,29.0,846.0,,,,
Gurugram,September 2025,5002666.0,3619276.0,7009954.0,87.59,31392862.9917,35839861.3782,1705.0,1705.0,909.0,2459.0,18942.0,37084.0,327435.0,774396.0,933445.0,860517.0,199360.0,1140679.0,1101831.0,902471.0,286.0,0.0,286.0,,,,
Hisar,September 2025,1960483.0,979143.0,2515665.0,112.37,2902624.7814,2583077.6045,6860.0,6864.0,6574.0,75009.0,76018.0,221334.0,341824.0,297492.0,562995.0,476009.0,311694.0,675108.0,639316.0,327622.0,269.0,36.0,269.0,,,,
Jhajjar,September 2025,1103239.0,601198.0,1416949.0,99.78,1895191.8313,1899342.3202,4667.0,4667.0,2994.0,2158.0,67562.0,92013.0,131451.0,138129.0,225103.0,204942.0,131052.0,283629.0,269580.0,138528.0,160.0,4.0,160.0,,,,
Jind,September 2025,1430931.0,763773.0,1752648.0,98.36,1317535.8038,1339482.2463,12995.0,13006.0,12565.0,18440.0,81605.0,144314.0,251581.0,190407.0,390814.0,359501.0,156814.0,472595.0,441988.0,285174.0,928.0,15.0,928.0,,,,
Kaithal,September 2025,1219466.0,682027.0,1530485.0,121.77,1292916.092,1061767.4715,8640.0,8640.0,7822.0,3251.0,84004.0,124795.0,285813.0,228902.0,447125.0,390515.0,162997.0,544657.0,514715.0,351718.0,785.0,3.0,785.0,,,,
Karnal,September 2025,1954435.0,1028061.0,2471308.0,127.2,3473438.7523,2730626.0592,7389.0,7389.0,7071.0,12147.0,92025.0,159123.0,362605.0,285711.0,583135.0,463039.0,313491.0,690166.0,648316.0,334825.0,538.0,32.0,194.0,,,,
Kurukshetra,September 2025,1307869.0,680462.0,1660867.0,84.22,1620579.1432,1924312.2466,1714.0,1714.0,984.0,2066.0,59989.0,98213.0,225514.0,179967.0,355383.0,300366.0,207426.0,430002.0,405481.0,198055.0,316.0,6.0,130.0,,,,
Mahendragarh,September 2025,903729.0,456236.0,1160980.0,74.67,801628.3012,1073555.2693,9809.0,9809.0,9737.0,13156.0,57341.0,113309.0,133667.0,114751.0,206845.0,190900.0,162806.0,267868.0,248418.0,85612.0,118.0,1.0,118.0,,,,
Nuh,September 2025,868413.0,424799.0,1041150.0,83.32,280291.8313,336391.8984,3556.0,3944.0,2873.0,3279.0,14805.0,31679.0,307414.0,312020.0,531027.0,349159.0,242791.0,646281.0,619434.0,376643.0,167.0,12.0,167.0,,,,
Palwal,September 2025,1063623.0,458355.0,1254670.0,88.39,711991.8313,805472.2172,2910.0,2910.0,1396.0,7149.0,12437.0,42259.0,249303.0,218828.0,417763.0,289623.0,189352.0,482335.0,468131.0,278779.0,28.0,0.0,28.0,,,,
Panchkula,September 2025,873589.0,583507.0,1311533.0,73.87,4226181.8891,5721446.3673,635.0,635.0,384.0,349.0,12614.0,19951.0,104287.0,105476.0,167977.0,149566.0,91586.0,225700.0,209763.0,118177.0,107.0,0.0,70.0,,,,
Panipat,September 2025,1604509.0,974521.0,2019159.0,160.12,3194087.1902,1994754.407,1742.0,1742.0,715.0,703.0,45869.0,66713.0,320819.0,325792.0,581431.0,440483.0,192875.0,670456.0,646611.0,453736.0,210.0,1.0,210.0,,,,
Rewari,September 2025,1170740.0,682978.0,1541217.0,59.24,1143000.1434,1929558.9692,3563.0,3563.0,3394.0,15005.0,56585.0,112882.0,130403.0,141379.0,228721.0,187698.0,143415.0,286501.0,271782.0,128367.0,74.0,32.0,74.0,,,,
Rohtak,September 2025,1248273.0,633057.0,1657942.0,76.74,2206591.8313,2875585.5917,2373.0,2373.0,1769.0,4200.0,56580.0,89679.0,144433.0,131392.0,237375.0,212581.0,97340.0,291558.0,275825.0,178485.0,210.0,12.0,210.0,,,,
Sirsa,September 2025,1563295.0,803428.0,2116388.0,114.22,1531187.1497,1340544.9968,7786.0,7786.0,4743.0,78216.0,82282.0,239584.0,326347.0,267483.0,528574.0,447224.0,303664.0,625571.0,593830.0,290166.0,437.0,34.0,437.0,,,,
Sonipat,September 2025,2252954.0,1091986.0,2797836.0,82.52,2500527.2384,3030157.6282,2616.0,2667.0,2596.0,7492.0,59436.0,103208.0,227299.0,224801.0,388907.0,326902.0,237182.0,476287.0,452100.0,214918.0,323.0,2.0,132.0,,,,
Yamunanagar,September 2025,1600055.0,833917.0,1966890.0,96.31,1943100.0,2017628.4335,2017.0,2017.0,1790.0,1692.0,51190.0,85105.0,298195.0,233690.0,469775.0,387428.0,245442.0,559188.0,531885.0,286443.0,400.0,33.0,426.0,,,,
Ambala,December 2025,1421792.0,939938.0,1955517.0,72.64,2362591.8313,3252459.6277,3731.0,3731.0,3686.0,2129.0,84319.0,90054.0,226627.0,180331.0,344678.0,264327.0,191881.0,433230.0,406958.0,215077.0,71.0,4.0,34.0,1168.1028,313.0,33.1425,144.0
Bhiwani,December 2025,1311364.0,758487.0,1655821.0,98.57,1216491.8313,1234138.3163,3593.0,3593.0,2279.0,52996.0,97872.0,161721.0,225708.0,182882.0,362928.0,268208.0,203030.0,429509.0,408590.0,205560.0,157.0,26.0,120.0,960.3674,527.0,88.2395,199.0
Charki Dadri,December 2025,463080.0,275604.0,628568.0,102.05,507191.8313,497016.1332,7150.0,7150.0,4832.0,13008.0,45138.0,64435.0,75549.0,60622.0,115389.0,88975.0,97896.0,145121.0,136171.0,38275.0,26.0,5.0,19.0,299.0513,317.0,13.3243,38.0
Faridabad,December 2025,2894641.0,1539297.0,3719788.0,69.06,5661270.9065,8197437.5622,2827.0,2838.0,2726.0,318.0,26125.0,30157.0,464488.0,560288.0,917741.0,775903.0,143619.0,1042332.0,1024776.0,881157.0,35.0,14.0,29.0,157.6511,41.0,8.5194,37.0
Fatehabad,December 2025,1196876.0,672042.0,1567331.0,120.63,1057500.1546,876642.3202,780.0,780.0,518.0,19430.0,119893.0,157239.0,241058.0,204560.0,396070.0,298424.0,220745.0,470603.0,445618.0,224873.0,99.0,15.0,64.0,634.3458,150.0,7.5387,167.0
Gurugram,December 2025,4990279.0,3606889.0,6997283.0,87.59,31392862.9917,35839861.3782,1705.0,1705.0,909.0,2143.0,31323.0,37113.0,335470.0,785369.0,954349.0,854638.0,203138.0,1140679.0,1120839.0,917701.0,21.0,4.0,21.0,256.1678,66.0,18.1802,67.0
Hisar,December 2025,1934101.0,952761.0,2489021.0,112.37,2902624.7814,2583077.6045,7149.0,7153.0,6863.0,61875.0,132813.0,221366.0,343229.0,297709.0,565062.0,460377.0,311882.0,675108.0,640938.0,329056.0,118.0,18.0,79.0,480.1746,121.0,17.0283,95.0
Jhajjar,December 2025,1082232.0,580191.0,1395853.0,99.78,1895191.8313,1899342.3202,4967.0,4967.0,3294.0,983.0,85782.0,92080.0,131756.0,138370.0,226150.0,185783.0,130739.0,283629.0,270126.0,139387.0,28.0,8.0,26.0,345.5232,126.0,4.6705,42.0
