district,31,30,12
East Garo Hills,50,50,14
East Jaintia Hills,104,102,26
East Khasi Hills,767,247,190
Eastern West Khasi Hills,31,30,12
North Garo Hills,63,63,13
Ri Bhoi,109,104,48
South Garo Hills,48,48,10
South West Garo Hills,141,141,14
South West Khasi Hills,20,20,9
West Garo Hills,519,512,45
West Jaintia Hills,90,85,46
West Khasi Hills,86,83,18
