district,period,annual_credit_plan__acp_crop_loan_achievement_amt,annual_credit_plan__acp_crop_loan_achievement_no,annual_credit_plan__acp_crop_loan_achievement_pct,annual_credit_plan__acp_crop_loan_target_amt,annual_credit_plan__acp_crop_loan_target_no,annual_credit_plan__acp_farm_credit_achievement_amt,annual_credit_plan__acp_farm_credit_achievement_no,annual_credit_plan__acp_farm_credit_achievement_pct,annual_credit_plan__acp_farm_credit_target_amt,annual_credit_plan__acp_farm_credit_target_no,annual_credit_plan__acp_msme_achievement_amt,annual_credit_plan__acp_msme_achievement_no,annual_credit_plan__acp_msme_achievement_pct,annual_credit_plan__acp_msme_target_amt,annual_credit_plan__acp_msme_target_no,annual_credit_plan__acp_nps_total_achievement_amt,annual_credit_plan__acp_nps_total_achievement_no,annual_credit_plan__acp_nps_total_achievement_pct,annual_credit_plan__acp_nps_total_target_amt,annual_credit_plan__acp_nps_total_target_no,annual_credit_plan__acp_total_priority_achievement_amt,annual_credit_plan__acp_total_priority_achievement_no,annual_credit_plan__acp_total_priority_achievement_pct,annual_credit_plan__acp_total_priority_target_amt,annual_credit_plan__acp_total_priority_target_no,atm_network__atm_total,branch_network__atm_rural,branch_network__atm_semi_urban,branch_network__atm_urban,branch_network__banking_outlets_no,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__branches_total,branch_network__fixed_bc_outlets_no,branch_network__other_bc_outlets_no,branch_network__total_atm,branch_network__total_branch,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__current_cd_ratio_no,credit_deposit_ratio__no_of_branches,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__previous_qtr_advance_amt,credit_deposit_ratio__previous_qtr_advance_no,credit_deposit_ratio__previous_qtr_cd_ratio,credit_deposit_ratio__previous_qtr_cd_ratio_no,credit_deposit_ratio__previous_qtr_deposit_amt,credit_deposit_ratio__previous_qtr_deposit_no,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_advance_no,credit_deposit_ratio__total_deposit,credit_deposit_ratio__total_deposit_no,kcc__kcc_active_no,kcc__kcc_ah_active_no,kcc__kcc_ah_card_activated_no,kcc__kcc_ah_issued_during_quarter_amt,kcc__kcc_ah_issued_during_quarter_no,kcc__kcc_ah_outstanding_amt,kcc__kcc_ah_total_no,kcc__kcc_card_activated_no,kcc__kcc_fish_active_no,kcc__kcc_fish_card_activated_no,kcc__kcc_fish_issued_during_quarter_amt,kcc__kcc_fish_issued_during_quarter_no,kcc__kcc_fish_outstanding_amt,kcc__kcc_fish_total_no,kcc__kcc_issued_during_quarter_amt,kcc__kcc_issued_during_quarter_no,kcc__kcc_outstanding_amt,kcc__total_no_of_kcc,minority_loans__buddhists_amt,minority_loans__buddhists_no,minority_loans__christians_amt,minority_loans__christians_no,minority_loans__jains_amt,minority_loans__jains_no,minority_loans__minority_total_amt,minority_loans__minority_total_no,minority_loans__muslims_amt,minority_loans__muslims_no,minority_loans__sikhs_amt,minority_loans__sikhs_no,minority_loans__zoroastrians_amt,minority_loans__zoroastrians_no,mudra__kishore_disbursement_amt,mudra__kishore_disbursement_no,mudra__kishore_npa_amt,mudra__kishore_npa_no,mudra__kishore_outstanding_amt,mudra__kishore_outstanding_no,mudra__mudra_total_disbursement_amt,mudra__mudra_total_disbursement_no,mudra__mudra_total_npa_amt,mudra__mudra_total_npa_no,mudra__mudra_total_outstanding_amt,mudra__mudra_total_outstanding_no,mudra__shishu_disbursement_amt,mudra__shishu_disbursement_no,mudra__shishu_npa_amt,mudra__shishu_npa_no,mudra__shishu_outstanding_amt,mudra__shishu_outstanding_no,mudra__tarun_disbursement_amt,mudra__tarun_disbursement_no,mudra__tarun_npa_amt,mudra__tarun_npa_no,mudra__tarun_outstanding_amt,mudra__tarun_outstanding_no,non_priority_sector__nps_agri_amt,non_priority_sector__nps_agri_no,non_priority_sector__nps_education_amt,non_priority_sector__nps_education_no,non_priority_sector__nps_housing_amt,non_priority_sector__nps_housing_no,non_priority_sector__nps_others_amt,non_priority_sector__nps_others_no,non_priority_sector__nps_personal_amt,non_priority_sector__nps_personal_no,non_priority_sector__nps_total_amt,non_priority_sector__nps_total_no,npa__npa_education_amt,npa__npa_education_no,npa__npa_msme_micro_amt,npa__npa_msme_micro_no,npa__npa_msme_total_amt,npa__npa_msme_total_no,npa__npa_nps_total_amt,npa__npa_nps_total_no,npa__npa_pct,npa__npa_ps_crop_loan_amt,npa__npa_ps_crop_loan_no,npa__npa_ps_farm_credit_amt,npa__npa_ps_farm_credit_no,npa__npa_ps_investment_credit_amt,npa__npa_ps_investment_credit_no,npa__npa_ps_pct,npa__npa_ps_total_agri_amt,npa__npa_ps_total_agri_no,npa__npa_ps_total_amt,npa__npa_ps_total_no,npa__npa_total_amt,npa__npa_total_no,npa__total_advances_amt,npa__total_advances_no,nrlm__nrlm_beneficiaries_no,nrlm__nrlm_individual_disbursement_amt,nrlm__nrlm_individual_disbursement_no,nrlm__nrlm_shg_disbursement_amt,nrlm__nrlm_shg_disbursement_no,nrlm__nrlm_women_shg_disbursement_amt,nrlm__nrlm_women_shg_disbursement_no,nrlm__nulm_beneficiaries_no,nrlm__nulm_shg_disbursement_amt,nrlm__nulm_shg_disbursement_no,nrlm__nulm_women_beneficiaries_no,nrlm__nulm_women_shg_disbursement_amt,nrlm__nulm_women_shg_disbursement_no,pmjdy__aadhaar_seeding_pct,pmjdy__deposits_held_in_a_c_amt,pmjdy__female_no,pmjdy__male_no,pmjdy__no_of_aadhaar_seeded,pmjdy__no_of_rupay_card_issued,pmjdy__no_of_zero_balance_a_c,pmjdy__overdraft_amt,pmjdy__overdraft_no,pmjdy__rupay_card_activated,pmjdy__rural_no,pmjdy__total_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_pct,priority_sector__agri_infra_amt,priority_sector__agri_infra_no,priority_sector__ancillary_amt,priority_sector__ancillary_no,priority_sector__crop_loan_amt,priority_sector__crop_loan_no,priority_sector__education_amt,priority_sector__education_no,priority_sector__export_amt,priority_sector__export_no,priority_sector__farm_credit_total_amt,priority_sector__farm_credit_total_no,priority_sector__housing_amt,priority_sector__housing_no,priority_sector__investment_credit_amt,priority_sector__investment_credit_no,priority_sector__msme_medium_amt,priority_sector__msme_medium_no,priority_sector__msme_micro_amt,priority_sector__msme_micro_no,priority_sector__msme_small_amt,priority_sector__msme_small_no,priority_sector__msme_total_amt,priority_sector__msme_total_no,priority_sector__od_pmjdy_amt,priority_sector__od_pmjdy_no,priority_sector__other_msme_amt,priority_sector__other_msme_no,priority_sector__others_amt,priority_sector__others_no,priority_sector__renewable_amt,priority_sector__renewable_no,priority_sector__social_infra_amt,priority_sector__social_infra_no,priority_sector__total_agri_amt,priority_sector__total_agri_no,priority_sector__total_priority_amt,priority_sector__total_priority_no,priority_sector__total_weaker_amt,priority_sector__total_weaker_no,priority_sector__weaker_minority_amt,priority_sector__weaker_minority_no,priority_sector__weaker_sc_st_amt,priority_sector__weaker_sc_st_no,priority_sector__weaker_shg_amt,priority_sector__weaker_shg_no,priority_sector__weaker_small_marginal_amt,priority_sector__weaker_small_marginal_no,sc_st__sc_disbursement_amt,sc_st__sc_disbursement_no,sc_st__sc_outstanding_amt,sc_st__sc_outstanding_no,sc_st__st_disbursement_amt,sc_st__st_disbursement_no,sc_st__st_outstanding_amt,sc_st__st_outstanding_no,shg__credit_linked_amt,shg__credit_linked_no,shg__current_fy_credit_linked_amt,shg__current_fy_credit_linked_no,shg__current_fy_savings_linked_amt,shg__current_fy_savings_linked_no,shg__jlg_disbursement_amt,shg__jlg_disbursement_no,shg__jlg_outstanding_amt,shg__jlg_outstanding_no,shg__savings_linked_amt,shg__savings_linked_no,shg__shg_loan_outstanding_amt,shg__shg_loan_outstanding_no,shg__shg_npa_amt,shg__shg_npa_no,standup_india__female_sanctioned_amt,standup_india__female_sanctioned_no,standup_india__sc_sanctioned_amt,standup_india__sc_sanctioned_no,standup_india__st_sanctioned_amt,standup_india__st_sanctioned_no,standup_india__target_no,standup_india__total_sanctioned_amt,standup_india__total_sanctioned_no,women_finance__individual_women_beneficiaries_amt,women_finance__individual_women_beneficiaries_no,women_finance__women_disbursed_amt,women_finance__women_disbursed_no,women_finance__women_outstanding_amt,women_finance__women_outstanding_no
Bilaspur,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamba,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamirpur,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangra,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinnaur,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullu,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandi,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimla,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirmaur,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solan,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Una,June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilaspur,September 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamba,September 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamirpur,September 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangra,September 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
