District,ATMs Previous,Opened During Quarter
Araria,5,0
Arwal,0,0
Banka,0,
Begusarai,0,
Bhojpur,0,
Buxar,0,
Darbhanga,0,
Gopalganj,0,
Jamui,0,
Jehanabad,0,
Kaimur (Bhabua),0,
Katihar,0,
Khagaria,0,0
Kishanganj,0,
Lakhisarai,0,
Madhepura,0,
Munger,0,
Nalanda,0,
Purbi Champaran,0,0
Rohtas,0,
Sheikhpura,0,
