District,15.06.2022,Sbi
East Garo Hills,24.06.2022,SBI
East Jaintia Hills,"Not
proved yet
ap-",SBI
East Khasi Hills,28.06.2022,SBI
North Garo Hills,29.06.2022,SBI
Ri Bhoi,29.06.2022,SBI
South Garo Hills,15.06.2022,SBI
South West Khasi Hills,30.05.2022,SBI
West Garo Hills,17.06.2022,SBI
West Jaintia Hills,13.06.2022,SBI
West Khasi Hills,26.05.2022,SBI
