district,None,None,None,None,None,None,None,None,None,None
(P),(Z),(Z),(Z),(Z),(Z),(Z),(Z),(Z),(Z),(Z)
0,view,view,view,view,view,view,view,view,view,view
114,view,view,view,view,view,view,view,view,view,view
115,view,view,view,view,view,view,view,view,view,view
13,view,view,view,view,view,view,view,view,view,view
2,view,view,view,view,view,view,view,view,view,view
274,view,view,view,view,view,view,view,view,view,view
3,view,view,view,view,view,view,view,view,view,view
4,view,view,view,view,view,view,view,view,view,view
5,view,view,view,view,view,view,view,view,view,view
7,view,view,view,view,view,view,view,view,view,view
No of,,,,,,,,,,
Prj.,,,,,,,,,,
Referred back for Rectification,StateWise,StateWise,StateWise,StateWise,StateWise,StateWise,StateWise,StateWise,StateWise,StateWise
